,ID,ID2,GEOGRAPHY,EST_T,EST_T_OWNER_OCCUPIED,EST_T_RENTER_OCCUPIED,PCT_EST_T_OWNER_OCCUPIED,PCT_EST_T_RENTER_OCCUPIED
0,1500000US130019501001,130019501001,"Block Group 1, Census Tract 9501, Appling County, Georgia",912,664,248,72.8070175439,27.1929824561
1,1500000US130019501002,130019501002,"Block Group 2, Census Tract 9501, Appling County, Georgia",2475,2086,389,84.2828282828,15.7171717172
2,1500000US130019502001,130019502001,"Block Group 1, Census Tract 9502, Appling County, Georgia",2036,1642,394,80.6483300589,19.3516699411
3,1500000US130019502002,130019502002,"Block Group 2, Census Tract 9502, Appling County, Georgia",1300,494,806,38.0,62.0
4,1500000US130019502003,130019502003,"Block Group 3, Census Tract 9502, Appling County, Georgia",1036,707,329,68.2432432432,31.7567567568
5,1500000US130019503001,130019503001,"Block Group 1, Census Tract 9503, Appling County, Georgia",708,172,536,24.2937853107,75.7062146893
6,1500000US130019503002,130019503002,"Block Group 2, Census Tract 9503, Appling County, Georgia",1585,581,1004,36.6561514196,63.3438485804
7,1500000US130019503003,130019503003,"Block Group 3, Census Tract 9503, Appling County, Georgia",983,474,509,48.2197355036,51.7802644964
8,1500000US130019503004,130019503004,"Block Group 4, Census Tract 9503, Appling County, Georgia",1460,1265,195,86.6438356164,13.3561643836
9,1500000US130019504001,130019504001,"Block Group 1, Census Tract 9504, Appling County, Georgia",755,600,155,79.4701986755,20.5298013245
10,1500000US130019504002,130019504002,"Block Group 2, Census Tract 9504, Appling County, Georgia",698,572,126,81.9484240688,18.0515759312
11,1500000US130019505001,130019505001,"Block Group 1, Census Tract 9505, Appling County, Georgia",695,500,195,71.9424460432,28.0575539568
12,1500000US130019505002,130019505002,"Block Group 2, Census Tract 9505, Appling County, Georgia",1627,1092,535,67.1173939766,32.8826060234
13,1500000US130019505003,130019505003,"Block Group 3, Census Tract 9505, Appling County, Georgia",1645,1203,442,73.1306990881,26.8693009119
14,1500000US130039601001,130039601001,"Block Group 1, Census Tract 9601, Atkinson County, Georgia",1031,773,258,74.9757516974,25.0242483026
15,1500000US130039601002,130039601002,"Block Group 2, Census Tract 9601, Atkinson County, Georgia",1054,773,281,73.339658444,26.660341556
16,1500000US130039602001,130039602001,"Block Group 1, Census Tract 9602, Atkinson County, Georgia",2046,1734,312,84.7507331378,15.2492668622
17,1500000US130039602002,130039602002,"Block Group 2, Census Tract 9602, Atkinson County, Georgia",1072,693,379,64.6455223881,35.3544776119
18,1500000US130039602003,130039602003,"Block Group 3, Census Tract 9602, Atkinson County, Georgia",1747,1006,741,57.5844304522,42.4155695478
19,1500000US130039603001,130039603001,"Block Group 1, Census Tract 9603, Atkinson County, Georgia",1307,1168,139,89.3649579189,10.6350420811
20,1500000US130059701001,130059701001,"Block Group 1, Census Tract 9701, Bacon County, Georgia",1527,1082,445,70.8578912901,29.1421087099
21,1500000US130059701002,130059701002,"Block Group 2, Census Tract 9701, Bacon County, Georgia",820,738,82,90.0,10.0
22,1500000US130059701003,130059701003,"Block Group 3, Census Tract 9701, Bacon County, Georgia",741,580,161,78.2726045884,21.7273954116
23,1500000US130059702011,130059702011,"Block Group 1, Census Tract 9702.01, Bacon County, Georgia",1557,1351,206,86.7694283879,13.2305716121
24,1500000US130059702012,130059702012,"Block Group 2, Census Tract 9702.01, Bacon County, Georgia",1161,738,423,63.5658914729,36.4341085271
25,1500000US130059702013,130059702013,"Block Group 3, Census Tract 9702.01, Bacon County, Georgia",1149,250,899,21.7580504787,78.2419495213
26,1500000US130059702021,130059702021,"Block Group 1, Census Tract 9702.02, Bacon County, Georgia",2324,1806,518,77.7108433735,22.2891566265
27,1500000US130059702022,130059702022,"Block Group 2, Census Tract 9702.02, Bacon County, Georgia",868,605,263,69.7004608295,30.2995391705
28,1500000US130059702023,130059702023,"Block Group 3, Census Tract 9702.02, Bacon County, Georgia",549,226,323,41.1657559199,58.8342440801
29,1500000US130079601001,130079601001,"Block Group 1, Census Tract 9601, Baker County, Georgia",815,509,306,62.4539877301,37.5460122699
30,1500000US130079601002,130079601002,"Block Group 2, Census Tract 9601, Baker County, Georgia",1394,956,438,68.5796269727,31.4203730273
31,1500000US130079602001,130079602001,"Block Group 1, Census Tract 9602, Baker County, Georgia",468,403,65,86.1111111111,13.8888888889
32,1500000US130079602002,130079602002,"Block Group 2, Census Tract 9602, Baker County, Georgia",615,525,90,85.3658536585,14.6341463415
33,1500000US130099701001,130099701001,"Block Group 1, Census Tract 9701, Baldwin County, Georgia",1461,1283,178,87.8165639973,12.1834360027
34,1500000US130099701002,130099701002,"Block Group 2, Census Tract 9701, Baldwin County, Georgia",1264,838,426,66.2974683544,33.7025316456
35,1500000US130099701003,130099701003,"Block Group 3, Census Tract 9701, Baldwin County, Georgia",2489,1967,522,79.0277219767,20.9722780233
36,1500000US130099702001,130099702001,"Block Group 1, Census Tract 9702, Baldwin County, Georgia",1025,493,532,48.0975609756,51.9024390244
37,1500000US130099702002,130099702002,"Block Group 2, Census Tract 9702, Baldwin County, Georgia",2291,1385,906,60.4539502401,39.5460497599
38,1500000US130099702003,130099702003,"Block Group 3, Census Tract 9702, Baldwin County, Georgia",2082,745,1337,35.7829010567,64.2170989433
39,1500000US130099702004,130099702004,"Block Group 4, Census Tract 9702, Baldwin County, Georgia",313,10,303,3.19488817891,96.8051118211
40,1500000US130099702005,130099702005,"Block Group 5, Census Tract 9702, Baldwin County, Georgia",784,114,670,14.5408163265,85.4591836735
41,1500000US130099703001,130099703001,"Block Group 1, Census Tract 9703, Baldwin County, Georgia",2826,2247,579,79.5116772824,20.4883227176
42,1500000US130099703002,130099703002,"Block Group 2, Census Tract 9703, Baldwin County, Georgia",3531,2260,1271,64.0045312943,35.9954687057
43,1500000US130099704001,130099704001,"Block Group 1, Census Tract 9704, Baldwin County, Georgia",1106,696,410,62.9294755877,37.0705244123
44,1500000US130099704002,130099704002,"Block Group 2, Census Tract 9704, Baldwin County, Georgia",1177,747,430,63.466440102,36.533559898
45,1500000US130099704003,130099704003,"Block Group 3, Census Tract 9704, Baldwin County, Georgia",998,413,585,41.3827655311,58.6172344689
46,1500000US130099704004,130099704004,"Block Group 4, Census Tract 9704, Baldwin County, Georgia",241,165,76,68.4647302905,31.5352697095
47,1500000US130099704005,130099704005,"Block Group 5, Census Tract 9704, Baldwin County, Georgia",1355,108,1247,7.9704797048,92.0295202952
48,1500000US130099705001,130099705001,"Block Group 1, Census Tract 9705, Baldwin County, Georgia",2960,314,2646,10.6081081081,89.3918918919
49,1500000US130099705002,130099705002,"Block Group 2, Census Tract 9705, Baldwin County, Georgia",396,138,258,34.8484848485,65.1515151515
50,1500000US130099705003,130099705003,"Block Group 3, Census Tract 9705, Baldwin County, Georgia",1739,1284,455,73.8355376653,26.1644623347
51,1500000US130099706001,130099706001,"Block Group 1, Census Tract 9706, Baldwin County, Georgia",1214,574,640,47.2817133443,52.7182866557
52,1500000US130099706002,130099706002,"Block Group 2, Census Tract 9706, Baldwin County, Georgia",857,229,628,26.7211201867,73.2788798133
53,1500000US130099706003,130099706003,"Block Group 3, Census Tract 9706, Baldwin County, Georgia",694,460,234,66.2824207493,33.7175792507
54,1500000US130099706004,130099706004,"Block Group 4, Census Tract 9706, Baldwin County, Georgia",732,359,373,49.043715847,50.956284153
55,1500000US130099707011,130099707011,"Block Group 1, Census Tract 9707.01, Baldwin County, Georgia",565,130,435,23.0088495575,76.9911504425
56,1500000US130099707012,130099707012,"Block Group 2, Census Tract 9707.01, Baldwin County, Georgia",440,143,297,32.5,67.5
57,1500000US130099707013,130099707013,"Block Group 3, Census Tract 9707.01, Baldwin County, Georgia",1320,248,1072,18.7878787879,81.2121212121
58,1500000US130099707021,130099707021,"Block Group 1, Census Tract 9707.02, Baldwin County, Georgia",1189,531,658,44.6593776283,55.3406223717
59,1500000US130099707022,130099707022,"Block Group 2, Census Tract 9707.02, Baldwin County, Georgia",563,223,340,39.6092362345,60.3907637655
60,1500000US130099708001,130099708001,"Block Group 1, Census Tract 9708, Baldwin County, Georgia",646,446,200,69.040247678,30.959752322
61,1500000US130099708002,130099708002,"Block Group 2, Census Tract 9708, Baldwin County, Georgia",3044,2574,470,84.5597897503,15.4402102497
62,1500000US130099708003,130099708003,"Block Group 3, Census Tract 9708, Baldwin County, Georgia",1251,1006,245,80.415667466,19.584332534
63,1500000US130099708004,130099708004,"Block Group 4, Census Tract 9708, Baldwin County, Georgia",1325,728,597,54.9433962264,45.0566037736
64,1500000US130119701001,130119701001,"Block Group 1, Census Tract 9701, Banks County, Georgia",2360,1693,667,71.7372881356,28.2627118644
65,1500000US130119701002,130119701002,"Block Group 2, Census Tract 9701, Banks County, Georgia",2909,2372,537,81.5400481265,18.4599518735
66,1500000US130119702001,130119702001,"Block Group 1, Census Tract 9702, Banks County, Georgia",2555,1702,853,66.614481409,33.385518591
67,1500000US130119702002,130119702002,"Block Group 2, Census Tract 9702, Banks County, Georgia",2458,1799,659,73.1895850285,26.8104149715
68,1500000US130119703001,130119703001,"Block Group 1, Census Tract 9703, Banks County, Georgia",1475,1222,253,82.8474576271,17.1525423729
69,1500000US130119703002,130119703002,"Block Group 2, Census Tract 9703, Banks County, Georgia",2691,2050,641,76.1798587886,23.8201412114
70,1500000US130119704001,130119704001,"Block Group 1, Census Tract 9704, Banks County, Georgia",3888,2925,963,75.2314814815,24.7685185185
71,1500000US130131801031,130131801031,"Block Group 1, Census Tract 1801.03, Barrow County, Georgia",4674,3961,713,84.7454000856,15.2545999144
72,1500000US130131801041,130131801041,"Block Group 1, Census Tract 1801.04, Barrow County, Georgia",1976,1468,508,74.2914979757,25.7085020243
73,1500000US130131801051,130131801051,"Block Group 1, Census Tract 1801.05, Barrow County, Georgia",2802,2545,257,90.8279800143,9.17201998572
74,1500000US130131801061,130131801061,"Block Group 1, Census Tract 1801.06, Barrow County, Georgia",1946,1190,756,61.1510791367,38.8489208633
75,1500000US130131801062,130131801062,"Block Group 2, Census Tract 1801.06, Barrow County, Georgia",885,610,275,68.9265536723,31.0734463277
76,1500000US130131801071,130131801071,"Block Group 1, Census Tract 1801.07, Barrow County, Georgia",1214,856,358,70.510708402,29.489291598
77,1500000US130131801072,130131801072,"Block Group 2, Census Tract 1801.07, Barrow County, Georgia",2639,1667,972,63.1678666161,36.8321333839
78,1500000US130131801081,130131801081,"Block Group 1, Census Tract 1801.08, Barrow County, Georgia",1568,1246,322,79.4642857143,20.5357142857
79,1500000US130131801082,130131801082,"Block Group 2, Census Tract 1801.08, Barrow County, Georgia",1634,987,647,60.4039167687,39.5960832313
80,1500000US130131802031,130131802031,"Block Group 1, Census Tract 1802.03, Barrow County, Georgia",1822,617,1205,33.8638858397,66.1361141603
81,1500000US130131802032,130131802032,"Block Group 2, Census Tract 1802.03, Barrow County, Georgia",1594,869,725,54.5169385194,45.4830614806
82,1500000US130131802041,130131802041,"Block Group 1, Census Tract 1802.04, Barrow County, Georgia",963,159,804,16.5109034268,83.4890965732
83,1500000US130131802042,130131802042,"Block Group 2, Census Tract 1802.04, Barrow County, Georgia",1560,904,656,57.9487179487,42.0512820513
84,1500000US130131802051,130131802051,"Block Group 1, Census Tract 1802.05, Barrow County, Georgia",1196,845,351,70.652173913,29.347826087
85,1500000US130131802052,130131802052,"Block Group 2, Census Tract 1802.05, Barrow County, Georgia",653,158,495,24.1960183767,75.8039816233
86,1500000US130131802053,130131802053,"Block Group 3, Census Tract 1802.05, Barrow County, Georgia",2504,735,1769,29.3530351438,70.6469648562
87,1500000US130131802061,130131802061,"Block Group 1, Census Tract 1802.06, Barrow County, Georgia",1358,774,584,56.9955817378,43.0044182622
88,1500000US130131802062,130131802062,"Block Group 2, Census Tract 1802.06, Barrow County, Georgia",1358,612,746,45.0662739323,54.9337260677
89,1500000US130131803011,130131803011,"Block Group 1, Census Tract 1803.01, Barrow County, Georgia",2167,1770,397,81.6797415782,18.3202584218
90,1500000US130131803021,130131803021,"Block Group 1, Census Tract 1803.02, Barrow County, Georgia",2276,1449,827,63.6643233743,36.3356766257
91,1500000US130131803022,130131803022,"Block Group 2, Census Tract 1803.02, Barrow County, Georgia",3231,2483,748,76.849272671,23.150727329
92,1500000US130131803031,130131803031,"Block Group 1, Census Tract 1803.03, Barrow County, Georgia",2334,2003,331,85.8183376178,14.1816623822
93,1500000US130131803032,130131803032,"Block Group 2, Census Tract 1803.03, Barrow County, Georgia",1980,1248,732,63.0303030303,36.9696969697
94,1500000US130131804011,130131804011,"Block Group 1, Census Tract 1804.01, Barrow County, Georgia",1852,1600,252,86.3930885529,13.6069114471
95,1500000US130131804012,130131804012,"Block Group 2, Census Tract 1804.01, Barrow County, Georgia",3616,2664,952,73.6725663717,26.3274336283
96,1500000US130131804021,130131804021,"Block Group 1, Census Tract 1804.02, Barrow County, Georgia",1197,425,772,35.5054302423,64.4945697577
97,1500000US130131804022,130131804022,"Block Group 2, Census Tract 1804.02, Barrow County, Georgia",4149,2738,1411,65.9918052543,34.0081947457
98,1500000US130131804023,130131804023,"Block Group 3, Census Tract 1804.02, Barrow County, Georgia",747,568,179,76.0374832664,23.9625167336
99,1500000US130131805011,130131805011,"Block Group 1, Census Tract 1805.01, Barrow County, Georgia",5718,4336,1382,75.8307100385,24.1692899615
100,1500000US130131805021,130131805021,"Block Group 1, Census Tract 1805.02, Barrow County, Georgia",1667,1360,307,81.5836832633,18.4163167367
101,1500000US130131805022,130131805022,"Block Group 2, Census Tract 1805.02, Barrow County, Georgia",1451,1170,281,80.6340454859,19.3659545141
102,1500000US130131805023,130131805023,"Block Group 3, Census Tract 1805.02, Barrow County, Georgia",1064,507,557,47.6503759398,52.3496240602
103,1500000US130131805024,130131805024,"Block Group 4, Census Tract 1805.02, Barrow County, Georgia",366,285,81,77.868852459,22.131147541
104,1500000US130131805031,130131805031,"Block Group 1, Census Tract 1805.03, Barrow County, Georgia",5592,4671,921,83.5300429185,16.4699570815
105,1500000US130159601011,130159601011,"Block Group 1, Census Tract 9601.01, Bartow County, Georgia",1474,1134,340,76.9335142469,23.0664857531
106,1500000US130159601021,130159601021,"Block Group 1, Census Tract 9601.02, Bartow County, Georgia",3913,3222,691,82.3409148991,17.6590851009
107,1500000US130159601022,130159601022,"Block Group 2, Census Tract 9601.02, Bartow County, Georgia",2919,2228,691,76.327509421,23.672490579
108,1500000US130159601023,130159601023,"Block Group 3, Census Tract 9601.02, Bartow County, Georgia",2386,1897,489,79.5054484493,20.4945515507
109,1500000US130159602001,130159602001,"Block Group 1, Census Tract 9602, Bartow County, Georgia",2727,2081,646,76.3109644298,23.6890355702
110,1500000US130159602002,130159602002,"Block Group 2, Census Tract 9602, Bartow County, Georgia",1029,197,832,19.1448007775,80.8551992225
111,1500000US130159602003,130159602003,"Block Group 3, Census Tract 9602, Bartow County, Georgia",2579,2061,518,79.9146956185,20.0853043815
112,1500000US130159602004,130159602004,"Block Group 4, Census Tract 9602, Bartow County, Georgia",3146,1929,1217,61.3159567705,38.6840432295
113,1500000US130159602005,130159602005,"Block Group 5, Census Tract 9602, Bartow County, Georgia",2260,1482,778,65.5752212389,34.4247787611
114,1500000US130159603001,130159603001,"Block Group 1, Census Tract 9603, Bartow County, Georgia",3139,2249,890,71.6470213444,28.3529786556
115,1500000US130159603002,130159603002,"Block Group 2, Census Tract 9603, Bartow County, Georgia",3501,2814,687,80.3770351328,19.6229648672
116,1500000US130159604011,130159604011,"Block Group 1, Census Tract 9604.01, Bartow County, Georgia",1259,925,334,73.4710087371,26.5289912629
117,1500000US130159604012,130159604012,"Block Group 2, Census Tract 9604.01, Bartow County, Georgia",4471,1098,3373,24.5582643704,75.4417356296
118,1500000US130159604013,130159604013,"Block Group 3, Census Tract 9604.01, Bartow County, Georgia",3565,2364,1201,66.3113604488,33.6886395512
119,1500000US130159604021,130159604021,"Block Group 1, Census Tract 9604.02, Bartow County, Georgia",1627,1215,412,74.6773202213,25.3226797787
120,1500000US130159604022,130159604022,"Block Group 2, Census Tract 9604.02, Bartow County, Georgia",3594,1743,1851,48.4974958264,51.5025041736
121,1500000US130159604023,130159604023,"Block Group 3, Census Tract 9604.02, Bartow County, Georgia",3190,1568,1622,49.1536050157,50.8463949843
122,1500000US130159605001,130159605001,"Block Group 1, Census Tract 9605, Bartow County, Georgia",1342,774,568,57.6751117735,42.3248882265
123,1500000US130159605002,130159605002,"Block Group 2, Census Tract 9605, Bartow County, Georgia",1317,724,593,54.9734244495,45.0265755505
124,1500000US130159605003,130159605003,"Block Group 3, Census Tract 9605, Bartow County, Georgia",1779,687,1092,38.6172006745,61.3827993255
125,1500000US130159605004,130159605004,"Block Group 4, Census Tract 9605, Bartow County, Georgia",3708,1569,2139,42.3139158576,57.6860841424
126,1500000US130159606001,130159606001,"Block Group 1, Census Tract 9606, Bartow County, Georgia",2025,726,1299,35.8518518519,64.1481481481
127,1500000US130159606002,130159606002,"Block Group 2, Census Tract 9606, Bartow County, Georgia",487,163,324,33.4702258727,66.5297741273
128,1500000US130159606003,130159606003,"Block Group 3, Census Tract 9606, Bartow County, Georgia",872,523,349,59.9770642202,40.0229357798
129,1500000US130159606004,130159606004,"Block Group 4, Census Tract 9606, Bartow County, Georgia",1408,576,832,40.9090909091,59.0909090909
130,1500000US130159606005,130159606005,"Block Group 5, Census Tract 9606, Bartow County, Georgia",4003,2684,1319,67.0497127155,32.9502872845
131,1500000US130159606006,130159606006,"Block Group 6, Census Tract 9606, Bartow County, Georgia",507,331,176,65.2859960552,34.7140039448
132,1500000US130159607001,130159607001,"Block Group 1, Census Tract 9607, Bartow County, Georgia",1655,1007,648,60.8459214502,39.1540785498
133,1500000US130159607002,130159607002,"Block Group 2, Census Tract 9607, Bartow County, Georgia",2143,1080,1063,50.396640224,49.603359776
134,1500000US130159607003,130159607003,"Block Group 3, Census Tract 9607, Bartow County, Georgia",1912,856,1056,44.769874477,55.230125523
135,1500000US130159607004,130159607004,"Block Group 4, Census Tract 9607, Bartow County, Georgia",887,193,694,21.7587373168,78.2412626832
136,1500000US130159607005,130159607005,"Block Group 5, Census Tract 9607, Bartow County, Georgia",422,61,361,14.4549763033,85.5450236967
137,1500000US130159608011,130159608011,"Block Group 1, Census Tract 9608.01, Bartow County, Georgia",1152,960,192,83.3333333333,16.6666666667
138,1500000US130159608012,130159608012,"Block Group 2, Census Tract 9608.01, Bartow County, Georgia",2333,1825,508,78.2254607801,21.7745392199
139,1500000US130159608021,130159608021,"Block Group 1, Census Tract 9608.02, Bartow County, Georgia",1712,1035,677,60.4556074766,39.5443925234
140,1500000US130159608022,130159608022,"Block Group 2, Census Tract 9608.02, Bartow County, Georgia",1106,939,167,84.9005424955,15.0994575045
141,1500000US130159608031,130159608031,"Block Group 1, Census Tract 9608.03, Bartow County, Georgia",1739,1283,456,73.7780333525,26.2219666475
142,1500000US130159608032,130159608032,"Block Group 2, Census Tract 9608.03, Bartow County, Georgia",1181,454,727,38.4419983065,61.5580016935
143,1500000US130159608033,130159608033,"Block Group 3, Census Tract 9608.03, Bartow County, Georgia",2785,1935,850,69.4793536804,30.5206463196
144,1500000US130159609011,130159609011,"Block Group 1, Census Tract 9609.01, Bartow County, Georgia",975,460,515,47.1794871795,52.8205128205
145,1500000US130159609012,130159609012,"Block Group 2, Census Tract 9609.01, Bartow County, Georgia",2261,1808,453,79.9646174259,20.0353825741
146,1500000US130159609021,130159609021,"Block Group 1, Census Tract 9609.02, Bartow County, Georgia",2467,1916,551,77.665180381,22.334819619
147,1500000US130159609022,130159609022,"Block Group 2, Census Tract 9609.02, Bartow County, Georgia",943,725,218,76.882290562,23.117709438
148,1500000US130159609023,130159609023,"Block Group 3, Census Tract 9609.02, Bartow County, Georgia",1044,1044,0,100.0,0.0
149,1500000US130159609024,130159609024,"Block Group 4, Census Tract 9609.02, Bartow County, Georgia",1850,1295,555,70.0,30.0
150,1500000US130159610001,130159610001,"Block Group 1, Census Tract 9610, Bartow County, Georgia",770,713,57,92.5974025974,7.4025974026
151,1500000US130159610002,130159610002,"Block Group 2, Census Tract 9610, Bartow County, Georgia",1922,1532,390,79.7086368366,20.2913631634
152,1500000US130159610003,130159610003,"Block Group 3, Census Tract 9610, Bartow County, Georgia",2409,2294,115,95.2262349523,4.77376504774
153,1500000US130159610004,130159610004,"Block Group 4, Census Tract 9610, Bartow County, Georgia",2576,2184,392,84.7826086957,15.2173913043
154,1500000US130179601001,130179601001,"Block Group 1, Census Tract 9601, Ben Hill County, Georgia",2674,2418,256,90.4263275991,9.5736724009
155,1500000US130179602001,130179602001,"Block Group 1, Census Tract 9602, Ben Hill County, Georgia",1730,1500,230,86.7052023121,13.2947976879
156,1500000US130179603001,130179603001,"Block Group 1, Census Tract 9603, Ben Hill County, Georgia",1165,734,431,63.0042918455,36.9957081545
157,1500000US130179603002,130179603002,"Block Group 2, Census Tract 9603, Ben Hill County, Georgia",533,217,316,40.712945591,59.287054409
158,1500000US130179603003,130179603003,"Block Group 3, Census Tract 9603, Ben Hill County, Georgia",1075,260,815,24.1860465116,75.8139534884
159,1500000US130179603004,130179603004,"Block Group 4, Census Tract 9603, Ben Hill County, Georgia",521,379,142,72.7447216891,27.2552783109
160,1500000US130179604001,130179604001,"Block Group 1, Census Tract 9604, Ben Hill County, Georgia",1699,798,901,46.9688051795,53.0311948205
161,1500000US130179604002,130179604002,"Block Group 2, Census Tract 9604, Ben Hill County, Georgia",1104,461,643,41.7572463768,58.2427536232
162,1500000US130179604003,130179604003,"Block Group 3, Census Tract 9604, Ben Hill County, Georgia",248,214,34,86.2903225806,13.7096774194
163,1500000US130179604004,130179604004,"Block Group 4, Census Tract 9604, Ben Hill County, Georgia",858,595,263,69.3473193473,30.6526806527
164,1500000US130179605001,130179605001,"Block Group 1, Census Tract 9605, Ben Hill County, Georgia",1231,1131,100,91.8765231519,8.12347684809
165,1500000US130179605002,130179605002,"Block Group 2, Census Tract 9605, Ben Hill County, Georgia",1199,589,610,49.1242702252,50.8757297748
166,1500000US130179605003,130179605003,"Block Group 3, Census Tract 9605, Ben Hill County, Georgia",1054,777,277,73.7191650854,26.2808349146
167,1500000US130179605004,130179605004,"Block Group 4, Census Tract 9605, Ben Hill County, Georgia",1162,395,767,33.9931153184,66.0068846816
168,1500000US130179605005,130179605005,"Block Group 5, Census Tract 9605, Ben Hill County, Georgia",912,632,280,69.298245614,30.701754386
169,1500000US130199701001,130199701001,"Block Group 1, Census Tract 9701, Berrien County, Georgia",850,769,81,90.4705882353,9.52941176471
170,1500000US130199701002,130199701002,"Block Group 2, Census Tract 9701, Berrien County, Georgia",994,768,226,77.2635814889,22.7364185111
171,1500000US130199702001,130199702001,"Block Group 1, Census Tract 9702, Berrien County, Georgia",2022,1168,854,57.7645895153,42.2354104847
172,1500000US130199702002,130199702002,"Block Group 2, Census Tract 9702, Berrien County, Georgia",1834,1314,520,71.6466739368,28.3533260632
173,1500000US130199703001,130199703001,"Block Group 1, Census Tract 9703, Berrien County, Georgia",1037,923,114,89.0067502411,10.9932497589
174,1500000US130199703002,130199703002,"Block Group 2, Census Tract 9703, Berrien County, Georgia",1205,980,225,81.3278008299,18.6721991701
175,1500000US130199703003,130199703003,"Block Group 3, Census Tract 9703, Berrien County, Georgia",911,445,466,48.8474204171,51.1525795829
176,1500000US130199704001,130199704001,"Block Group 1, Census Tract 9704, Berrien County, Georgia",843,572,271,67.8529062871,32.1470937129
177,1500000US130199704002,130199704002,"Block Group 2, Census Tract 9704, Berrien County, Georgia",803,577,226,71.8555417186,28.1444582814
178,1500000US130199704003,130199704003,"Block Group 3, Census Tract 9704, Berrien County, Georgia",1217,733,484,60.2300739523,39.7699260477
179,1500000US130199705001,130199705001,"Block Group 1, Census Tract 9705, Berrien County, Georgia",751,497,254,66.1784287617,33.8215712383
180,1500000US130199705002,130199705002,"Block Group 2, Census Tract 9705, Berrien County, Georgia",2627,2138,489,81.3856109631,18.6143890369
181,1500000US130199706001,130199706001,"Block Group 1, Census Tract 9706, Berrien County, Georgia",1198,1155,43,96.4106844741,3.58931552588
182,1500000US130199706002,130199706002,"Block Group 2, Census Tract 9706, Berrien County, Georgia",1697,1113,584,65.5863288156,34.4136711844
183,1500000US130199706003,130199706003,"Block Group 3, Census Tract 9706, Berrien County, Georgia",852,440,412,51.6431924883,48.3568075117
184,1500000US130210101001,130210101001,"Block Group 1, Census Tract 101, Bibb County, Georgia",630,166,464,26.3492063492,73.6507936508
185,1500000US130210101002,130210101002,"Block Group 2, Census Tract 101, Bibb County, Georgia",865,200,665,23.1213872832,76.8786127168
186,1500000US130210102001,130210102001,"Block Group 1, Census Tract 102, Bibb County, Georgia",420,74,346,17.619047619,82.380952381
187,1500000US130210102002,130210102002,"Block Group 2, Census Tract 102, Bibb County, Georgia",572,198,374,34.6153846154,65.3846153846
188,1500000US130210102003,130210102003,"Block Group 3, Census Tract 102, Bibb County, Georgia",949,623,326,65.6480505796,34.3519494204
189,1500000US130210103001,130210103001,"Block Group 1, Census Tract 103, Bibb County, Georgia",764,414,350,54.1884816754,45.8115183246
190,1500000US130210104001,130210104001,"Block Group 1, Census Tract 104, Bibb County, Georgia",421,130,291,30.8788598575,69.1211401425
191,1500000US130210104002,130210104002,"Block Group 2, Census Tract 104, Bibb County, Georgia",354,64,290,18.0790960452,81.9209039548
192,1500000US130210104003,130210104003,"Block Group 3, Census Tract 104, Bibb County, Georgia",588,239,349,40.6462585034,59.3537414966
193,1500000US130210104004,130210104004,"Block Group 4, Census Tract 104, Bibb County, Georgia",806,286,520,35.4838709677,64.5161290323
194,1500000US130210105001,130210105001,"Block Group 1, Census Tract 105, Bibb County, Georgia",1285,209,1076,16.2645914397,83.7354085603
195,1500000US130210105002,130210105002,"Block Group 2, Census Tract 105, Bibb County, Georgia",446,59,387,13.2286995516,86.7713004484
196,1500000US130210108001,130210108001,"Block Group 1, Census Tract 108, Bibb County, Georgia",1459,499,960,34.2015078821,65.7984921179
197,1500000US130210110001,130210110001,"Block Group 1, Census Tract 110, Bibb County, Georgia",487,470,17,96.5092402464,3.49075975359
198,1500000US130210110002,130210110002,"Block Group 2, Census Tract 110, Bibb County, Georgia",1890,289,1601,15.291005291,84.708994709
199,1500000US130210110003,130210110003,"Block Group 3, Census Tract 110, Bibb County, Georgia",615,486,129,79.0243902439,20.9756097561
200,1500000US130210110004,130210110004,"Block Group 4, Census Tract 110, Bibb County, Georgia",674,0,674,0.0,100.0
201,1500000US130210110005,130210110005,"Block Group 5, Census Tract 110, Bibb County, Georgia",905,483,422,53.3701657459,46.6298342541
202,1500000US130210111001,130210111001,"Block Group 1, Census Tract 111, Bibb County, Georgia",854,221,633,25.8782201405,74.1217798595
203,1500000US130210111002,130210111002,"Block Group 2, Census Tract 111, Bibb County, Georgia",665,151,514,22.7067669173,77.2932330827
204,1500000US130210111003,130210111003,"Block Group 3, Census Tract 111, Bibb County, Georgia",391,100,291,25.5754475703,74.4245524297
205,1500000US130210115001,130210115001,"Block Group 1, Census Tract 115, Bibb County, Georgia",504,245,259,48.6111111111,51.3888888889
206,1500000US130210115002,130210115002,"Block Group 2, Census Tract 115, Bibb County, Georgia",622,105,517,16.8810289389,83.1189710611
207,1500000US130210117011,130210117011,"Block Group 1, Census Tract 117.01, Bibb County, Georgia",1092,598,494,54.7619047619,45.2380952381
208,1500000US130210117012,130210117012,"Block Group 2, Census Tract 117.01, Bibb County, Georgia",1426,605,821,42.4263674614,57.5736325386
209,1500000US130210117021,130210117021,"Block Group 1, Census Tract 117.02, Bibb County, Georgia",555,250,305,45.045045045,54.954954955
210,1500000US130210117022,130210117022,"Block Group 2, Census Tract 117.02, Bibb County, Georgia",759,550,209,72.4637681159,27.5362318841
211,1500000US130210117023,130210117023,"Block Group 3, Census Tract 117.02, Bibb County, Georgia",871,475,396,54.5350172216,45.4649827784
