,ID,ID2,GEOGRAPHY,EST_T,EST_T_NOT_HISPANIC_OR_LATINO,EST_T_HISPANIC_OR_LATINO,PCT_Latino
573,1500000US130510020001,130510020001,"Block Group 1, Census Tract 20, Chatham County, Georgia",595,559,36,6.05042016807
574,1500000US130510020002,130510020002,"Block Group 2, Census Tract 20, Chatham County, Georgia",681,672,9,1.32158590308
575,1500000US130510021001,130510021001,"Block Group 1, Census Tract 21, Chatham County, Georgia",629,624,5,0.794912559618
576,1500000US130510021002,130510021002,"Block Group 2, Census Tract 21, Chatham County, Georgia",574,574,0,0.0
577,1500000US130510021003,130510021003,"Block Group 3, Census Tract 21, Chatham County, Georgia",948,948,0,0.0
578,1500000US130510022001,130510022001,"Block Group 1, Census Tract 22, Chatham County, Georgia",923,892,31,3.35861321777
579,1500000US130510022002,130510022002,"Block Group 2, Census Tract 22, Chatham County, Georgia",796,790,6,0.753768844221
580,1500000US130510022003,130510022003,"Block Group 3, Census Tract 22, Chatham County, Georgia",692,692,0,0.0
581,1500000US130510022004,130510022004,"Block Group 4, Census Tract 22, Chatham County, Georgia",970,970,0,0.0
582,1500000US130510022005,130510022005,"Block Group 5, Census Tract 22, Chatham County, Georgia",726,726,0,0.0
583,1500000US130510023001,130510023001,"Block Group 1, Census Tract 23, Chatham County, Georgia",1287,1287,0,0.0
584,1500000US130510023002,130510023002,"Block Group 2, Census Tract 23, Chatham County, Georgia",775,775,0,0.0
585,1500000US130510026001,130510026001,"Block Group 1, Census Tract 26, Chatham County, Georgia",788,779,9,1.1421319797
586,1500000US130510026002,130510026002,"Block Group 2, Census Tract 26, Chatham County, Georgia",781,774,7,0.89628681178
587,1500000US130510027001,130510027001,"Block Group 1, Census Tract 27, Chatham County, Georgia",534,534,0,0.0
588,1500000US130510027002,130510027002,"Block Group 2, Census Tract 27, Chatham County, Georgia",1332,1332,0,0.0
589,1500000US130510027003,130510027003,"Block Group 3, Census Tract 27, Chatham County, Georgia",696,660,36,5.1724137931
590,1500000US130510027004,130510027004,"Block Group 4, Census Tract 27, Chatham County, Georgia",406,406,0,0.0
591,1500000US130510028001,130510028001,"Block Group 1, Census Tract 28, Chatham County, Georgia",643,643,0,0.0
592,1500000US130510028002,130510028002,"Block Group 2, Census Tract 28, Chatham County, Georgia",570,570,0,0.0
593,1500000US130510028003,130510028003,"Block Group 3, Census Tract 28, Chatham County, Georgia",1248,1194,54,4.32692307692
594,1500000US130510029001,130510029001,"Block Group 1, Census Tract 29, Chatham County, Georgia",1083,1052,31,2.86241920591
595,1500000US130510029002,130510029002,"Block Group 2, Census Tract 29, Chatham County, Georgia",700,684,16,2.28571428571
596,1500000US130510029003,130510029003,"Block Group 3, Census Tract 29, Chatham County, Georgia",769,769,0,0.0
597,1500000US130510029004,130510029004,"Block Group 4, Census Tract 29, Chatham County, Georgia",601,569,32,5.32445923461
598,1500000US130510030001,130510030001,"Block Group 1, Census Tract 30, Chatham County, Georgia",541,484,57,10.5360443623
599,1500000US130510030002,130510030002,"Block Group 2, Census Tract 30, Chatham County, Georgia",1494,1385,109,7.29585006693
600,1500000US130510033011,130510033011,"Block Group 1, Census Tract 33.01, Chatham County, Georgia",1033,1024,9,0.871248789932
601,1500000US130510033012,130510033012,"Block Group 2, Census Tract 33.01, Chatham County, Georgia",971,971,0,0.0
602,1500000US130510033021,130510033021,"Block Group 1, Census Tract 33.02, Chatham County, Georgia",768,768,0,0.0
603,1500000US130510033022,130510033022,"Block Group 2, Census Tract 33.02, Chatham County, Georgia",891,891,0,0.0
604,1500000US130510034001,130510034001,"Block Group 1, Census Tract 34, Chatham County, Georgia",777,777,0,0.0
605,1500000US130510034002,130510034002,"Block Group 2, Census Tract 34, Chatham County, Georgia",714,714,0,0.0
606,1500000US130510034003,130510034003,"Block Group 3, Census Tract 34, Chatham County, Georgia",737,707,30,4.07055630936
607,1500000US130510034004,130510034004,"Block Group 4, Census Tract 34, Chatham County, Georgia",1293,1277,16,1.23743232792
608,1500000US130510034005,130510034005,"Block Group 5, Census Tract 34, Chatham County, Georgia",685,667,18,2.62773722628
609,1500000US130510035011,130510035011,"Block Group 1, Census Tract 35.01, Chatham County, Georgia",1052,1046,6,0.570342205323
610,1500000US130510035012,130510035012,"Block Group 2, Census Tract 35.01, Chatham County, Georgia",1152,1130,22,1.90972222222
611,1500000US130510035013,130510035013,"Block Group 3, Census Tract 35.01, Chatham County, Georgia",585,578,7,1.19658119658
612,1500000US130510035021,130510035021,"Block Group 1, Census Tract 35.02, Chatham County, Georgia",561,561,0,0.0
613,1500000US130510035022,130510035022,"Block Group 2, Census Tract 35.02, Chatham County, Georgia",1220,1220,0,0.0
614,1500000US130510035023,130510035023,"Block Group 3, Census Tract 35.02, Chatham County, Georgia",1107,1107,0,0.0
615,1500000US130510035024,130510035024,"Block Group 4, Census Tract 35.02, Chatham County, Georgia",1268,1246,22,1.73501577287
616,1500000US130510036011,130510036011,"Block Group 1, Census Tract 36.01, Chatham County, Georgia",2310,2134,176,7.61904761905
617,1500000US130510036012,130510036012,"Block Group 2, Census Tract 36.01, Chatham County, Georgia",713,713,0,0.0
618,1500000US130510036021,130510036021,"Block Group 1, Census Tract 36.02, Chatham County, Georgia",515,515,0,0.0
619,1500000US130510036022,130510036022,"Block Group 2, Census Tract 36.02, Chatham County, Georgia",1039,1010,29,2.79114533205
620,1500000US130510036023,130510036023,"Block Group 3, Census Tract 36.02, Chatham County, Georgia",806,788,18,2.23325062035
621,1500000US130510036024,130510036024,"Block Group 4, Census Tract 36.02, Chatham County, Georgia",858,764,94,10.9557109557
622,1500000US130510036025,130510036025,"Block Group 5, Census Tract 36.02, Chatham County, Georgia",1210,1210,0,0.0
623,1500000US130510037001,130510037001,"Block Group 1, Census Tract 37, Chatham County, Georgia",884,866,18,2.03619909502
624,1500000US130510037002,130510037002,"Block Group 2, Census Tract 37, Chatham County, Georgia",879,857,22,2.50284414107
625,1500000US130510038001,130510038001,"Block Group 1, Census Tract 38, Chatham County, Georgia",1214,1214,0,0.0
626,1500000US130510038002,130510038002,"Block Group 2, Census Tract 38, Chatham County, Georgia",1632,1588,44,2.69607843137
627,1500000US130510039001,130510039001,"Block Group 1, Census Tract 39, Chatham County, Georgia",783,770,13,1.66028097063
628,1500000US130510039002,130510039002,"Block Group 2, Census Tract 39, Chatham County, Georgia",765,765,0,0.0
629,1500000US130510039003,130510039003,"Block Group 3, Census Tract 39, Chatham County, Georgia",924,894,30,3.24675324675
630,1500000US130510039004,130510039004,"Block Group 4, Census Tract 39, Chatham County, Georgia",1202,1202,0,0.0
631,1500000US130510040011,130510040011,"Block Group 1, Census Tract 40.01, Chatham County, Georgia",735,735,0,0.0
632,1500000US130510040012,130510040012,"Block Group 2, Census Tract 40.01, Chatham County, Georgia",657,657,0,0.0
633,1500000US130510040013,130510040013,"Block Group 3, Census Tract 40.01, Chatham County, Georgia",1072,1027,45,4.19776119403
634,1500000US130510040014,130510040014,"Block Group 4, Census Tract 40.01, Chatham County, Georgia",842,820,22,2.61282660333
635,1500000US130510040015,130510040015,"Block Group 5, Census Tract 40.01, Chatham County, Georgia",957,913,44,4.59770114943
636,1500000US130510040021,130510040021,"Block Group 1, Census Tract 40.02, Chatham County, Georgia",896,871,25,2.79017857143
637,1500000US130510040022,130510040022,"Block Group 2, Census Tract 40.02, Chatham County, Georgia",1279,1268,11,0.86004691165
638,1500000US130510040023,130510040023,"Block Group 3, Census Tract 40.02, Chatham County, Georgia",711,608,103,14.4866385373
639,1500000US130510040024,130510040024,"Block Group 4, Census Tract 40.02, Chatham County, Georgia",841,742,99,11.7717003567
640,1500000US130510041001,130510041001,"Block Group 1, Census Tract 41, Chatham County, Georgia",1258,1235,23,1.82829888712
641,1500000US130510041002,130510041002,"Block Group 2, Census Tract 41, Chatham County, Georgia",575,549,26,4.52173913043
642,1500000US130510042071,130510042071,"Block Group 1, Census Tract 42.07, Chatham County, Georgia",2293,2250,43,1.87527256869
643,1500000US130510042072,130510042072,"Block Group 2, Census Tract 42.07, Chatham County, Georgia",1153,1143,10,0.867302688638
644,1500000US130510042073,130510042073,"Block Group 3, Census Tract 42.07, Chatham County, Georgia",187,187,0,0.0
645,1500000US130510042081,130510042081,"Block Group 1, Census Tract 42.08, Chatham County, Georgia",1308,1221,87,6.65137614679
646,1500000US130510042082,130510042082,"Block Group 2, Census Tract 42.08, Chatham County, Georgia",861,636,225,26.1324041812
647,1500000US130510042083,130510042083,"Block Group 3, Census Tract 42.08, Chatham County, Georgia",703,621,82,11.6642958748
648,1500000US130510042084,130510042084,"Block Group 4, Census Tract 42.08, Chatham County, Georgia",1245,1117,128,10.281124498
649,1500000US130510042085,130510042085,"Block Group 5, Census Tract 42.08, Chatham County, Georgia",1113,941,172,15.4537286613
650,1500000US130510042091,130510042091,"Block Group 1, Census Tract 42.09, Chatham County, Georgia",1537,1488,49,3.1880286272
651,1500000US130510042092,130510042092,"Block Group 2, Census Tract 42.09, Chatham County, Georgia",1280,1074,206,16.09375
652,1500000US130510042093,130510042093,"Block Group 3, Census Tract 42.09, Chatham County, Georgia",564,556,8,1.41843971631
653,1500000US130510042101,130510042101,"Block Group 1, Census Tract 42.10, Chatham County, Georgia",422,390,32,7.58293838863
654,1500000US130510042102,130510042102,"Block Group 2, Census Tract 42.10, Chatham County, Georgia",1637,1394,243,14.844227245
655,1500000US130510042103,130510042103,"Block Group 3, Census Tract 42.10, Chatham County, Georgia",1481,1313,168,11.3436866982
656,1500000US130510042104,130510042104,"Block Group 4, Census Tract 42.10, Chatham County, Georgia",1462,1436,26,1.77838577291
657,1500000US130510042111,130510042111,"Block Group 1, Census Tract 42.11, Chatham County, Georgia",796,779,17,2.13567839196
658,1500000US130510042112,130510042112,"Block Group 2, Census Tract 42.11, Chatham County, Georgia",1737,1567,170,9.7869890616
659,1500000US130510042113,130510042113,"Block Group 3, Census Tract 42.11, Chatham County, Georgia",1352,1323,29,2.1449704142
660,1500000US130510042114,130510042114,"Block Group 4, Census Tract 42.11, Chatham County, Georgia",1410,1394,16,1.13475177305
661,1500000US130510042121,130510042121,"Block Group 1, Census Tract 42.12, Chatham County, Georgia",3597,3363,234,6.50542118432
662,1500000US130510042122,130510042122,"Block Group 2, Census Tract 42.12, Chatham County, Georgia",1438,1293,145,10.083449235
663,1500000US130510042123,130510042123,"Block Group 3, Census Tract 42.12, Chatham County, Georgia",1204,1152,52,4.31893687708
664,1500000US130510043001,130510043001,"Block Group 1, Census Tract 43, Chatham County, Georgia",2711,2253,458,16.8941350055
665,1500000US130510044001,130510044001,"Block Group 1, Census Tract 44, Chatham County, Georgia",1232,1201,31,2.51623376623
666,1500000US130510044002,130510044002,"Block Group 2, Census Tract 44, Chatham County, Georgia",884,884,0,0.0
667,1500000US130510045001,130510045001,"Block Group 1, Census Tract 45, Chatham County, Georgia",556,556,0,0.0
668,1500000US130510045002,130510045002,"Block Group 2, Census Tract 45, Chatham County, Georgia",1026,960,66,6.43274853801
669,1500000US130510045003,130510045003,"Block Group 3, Census Tract 45, Chatham County, Georgia",1498,1498,0,0.0
670,1500000US130510045004,130510045004,"Block Group 4, Census Tract 45, Chatham County, Georgia",1177,1177,0,0.0
671,1500000US130510101011,130510101011,"Block Group 1, Census Tract 101.01, Chatham County, Georgia",553,553,0,0.0
672,1500000US130510101012,130510101012,"Block Group 2, Census Tract 101.01, Chatham County, Georgia",362,358,4,1.10497237569
673,1500000US130510101021,130510101021,"Block Group 1, Census Tract 101.02, Chatham County, Georgia",1021,823,198,19.3927522037
674,1500000US130510101022,130510101022,"Block Group 2, Census Tract 101.02, Chatham County, Georgia",1519,1506,13,0.855826201448
675,1500000US130510101023,130510101023,"Block Group 3, Census Tract 101.02, Chatham County, Georgia",1697,1659,38,2.23924572775
676,1500000US130510102001,130510102001,"Block Group 1, Census Tract 102, Chatham County, Georgia",1687,1687,0,0.0
677,1500000US130510102002,130510102002,"Block Group 2, Census Tract 102, Chatham County, Georgia",1686,1675,11,0.652431791222
678,1500000US130510102003,130510102003,"Block Group 3, Census Tract 102, Chatham County, Georgia",1481,1383,98,6.61715057394
679,1500000US130510105011,130510105011,"Block Group 1, Census Tract 105.01, Chatham County, Georgia",868,366,502,57.8341013825
680,1500000US130510105012,130510105012,"Block Group 2, Census Tract 105.01, Chatham County, Georgia",901,100,801,88.9012208657
681,1500000US130510105013,130510105013,"Block Group 3, Census Tract 105.01, Chatham County, Georgia",3246,2750,496,15.28034504
682,1500000US130510105014,130510105014,"Block Group 4, Census Tract 105.01, Chatham County, Georgia",536,536,0,0.0
683,1500000US130510105015,130510105015,"Block Group 5, Census Tract 105.01, Chatham County, Georgia",560,449,111,19.8214285714
684,1500000US130510105021,130510105021,"Block Group 1, Census Tract 105.02, Chatham County, Georgia",923,904,19,2.05850487541
685,1500000US130510105022,130510105022,"Block Group 2, Census Tract 105.02, Chatham County, Georgia",2674,2674,0,0.0
686,1500000US130510106011,130510106011,"Block Group 1, Census Tract 106.01, Chatham County, Georgia",349,349,0,0.0
687,1500000US130510106012,130510106012,"Block Group 2, Census Tract 106.01, Chatham County, Georgia",1017,973,44,4.32645034415
688,1500000US130510106013,130510106013,"Block Group 3, Census Tract 106.01, Chatham County, Georgia",429,377,52,12.1212121212
689,1500000US130510106014,130510106014,"Block Group 4, Census Tract 106.01, Chatham County, Georgia",784,784,0,0.0
690,1500000US130510106015,130510106015,"Block Group 5, Census Tract 106.01, Chatham County, Georgia",733,696,37,5.04774897681
691,1500000US130510106016,130510106016,"Block Group 6, Census Tract 106.01, Chatham County, Georgia",918,489,429,46.7320261438
692,1500000US130510106031,130510106031,"Block Group 1, Census Tract 106.03, Chatham County, Georgia",1869,1837,32,1.71214553237
693,1500000US130510106051,130510106051,"Block Group 1, Census Tract 106.05, Chatham County, Georgia",10,10,0,0.0
694,1500000US130510107001,130510107001,"Block Group 1, Census Tract 107, Chatham County, Georgia",19601,17889,1712,8.73424825264
695,1500000US130510107002,130510107002,"Block Group 2, Census Tract 107, Chatham County, Georgia",748,649,99,13.2352941176
696,1500000US130510107003,130510107003,"Block Group 3, Census Tract 107, Chatham County, Georgia",683,683,0,0.0
697,1500000US130510108011,130510108011,"Block Group 1, Census Tract 108.01, Chatham County, Georgia",1340,1297,43,3.20895522388
698,1500000US130510108012,130510108012,"Block Group 2, Census Tract 108.01, Chatham County, Georgia",1313,1236,77,5.86443259711
699,1500000US130510108021,130510108021,"Block Group 1, Census Tract 108.02, Chatham County, Georgia",7320,6974,346,4.72677595628
700,1500000US130510108022,130510108022,"Block Group 2, Census Tract 108.02, Chatham County, Georgia",2052,2040,12,0.584795321637
701,1500000US130510108031,130510108031,"Block Group 1, Census Tract 108.03, Chatham County, Georgia",1284,1284,0,0.0
702,1500000US130510108032,130510108032,"Block Group 2, Census Tract 108.03, Chatham County, Georgia",826,826,0,0.0
703,1500000US130510108033,130510108033,"Block Group 3, Census Tract 108.03, Chatham County, Georgia",4337,3946,391,9.01544846668
704,1500000US130510108034,130510108034,"Block Group 4, Census Tract 108.03, Chatham County, Georgia",4768,4692,76,1.59395973154
705,1500000US130510108061,130510108061,"Block Group 1, Census Tract 108.06, Chatham County, Georgia",2010,1964,46,2.28855721393
706,1500000US130510108062,130510108062,"Block Group 2, Census Tract 108.06, Chatham County, Georgia",702,650,52,7.40740740741
707,1500000US130510108063,130510108063,"Block Group 3, Census Tract 108.06, Chatham County, Georgia",1330,1221,109,8.1954887218
708,1500000US130510108064,130510108064,"Block Group 4, Census Tract 108.06, Chatham County, Georgia",2342,2135,207,8.83859948762
709,1500000US130510108071,130510108071,"Block Group 1, Census Tract 108.07, Chatham County, Georgia",2707,2463,244,9.01366826745
710,1500000US130510108072,130510108072,"Block Group 2, Census Tract 108.07, Chatham County, Georgia",299,299,0,0.0
711,1500000US130510108073,130510108073,"Block Group 3, Census Tract 108.07, Chatham County, Georgia",1959,1759,200,10.2092904543
712,1500000US130510108081,130510108081,"Block Group 1, Census Tract 108.08, Chatham County, Georgia",3843,3395,448,11.6575591985
713,1500000US130510108082,130510108082,"Block Group 2, Census Tract 108.08, Chatham County, Georgia",1294,670,624,48.2225656878
714,1500000US130510108083,130510108083,"Block Group 3, Census Tract 108.08, Chatham County, Georgia",2249,1810,439,19.5197865718
715,1500000US130510108084,130510108084,"Block Group 4, Census Tract 108.08, Chatham County, Georgia",3335,3027,308,9.23538230885
716,1500000US130510108091,130510108091,"Block Group 1, Census Tract 108.09, Chatham County, Georgia",4719,4362,357,7.56516211062
717,1500000US130510108092,130510108092,"Block Group 2, Census Tract 108.09, Chatham County, Georgia",7075,6777,298,4.21201413428
718,1500000US130510109011,130510109011,"Block Group 1, Census Tract 109.01, Chatham County, Georgia",1946,1483,463,23.7923946557
719,1500000US130510109012,130510109012,"Block Group 2, Census Tract 109.01, Chatham County, Georgia",1526,1262,264,17.3001310616
720,1500000US130510109013,130510109013,"Block Group 3, Census Tract 109.01, Chatham County, Georgia",809,806,3,0.370828182942
721,1500000US130510110031,130510110031,"Block Group 1, Census Tract 110.03, Chatham County, Georgia",2042,1888,154,7.541625857
722,1500000US130510110032,130510110032,"Block Group 2, Census Tract 110.03, Chatham County, Georgia",1343,1081,262,19.5085629188
723,1500000US130510110033,130510110033,"Block Group 3, Census Tract 110.03, Chatham County, Georgia",1649,1649,0,0.0
724,1500000US130510110034,130510110034,"Block Group 4, Census Tract 110.03, Chatham County, Georgia",643,555,88,13.6858475894
725,1500000US130510110035,130510110035,"Block Group 5, Census Tract 110.03, Chatham County, Georgia",909,909,0,0.0
726,1500000US130510110041,130510110041,"Block Group 1, Census Tract 110.04, Chatham County, Georgia",1729,1701,28,1.61943319838
727,1500000US130510110042,130510110042,"Block Group 2, Census Tract 110.04, Chatham County, Georgia",1019,1019,0,0.0
728,1500000US130510110043,130510110043,"Block Group 3, Census Tract 110.04, Chatham County, Georgia",756,745,11,1.45502645503
729,1500000US130510110051,130510110051,"Block Group 1, Census Tract 110.05, Chatham County, Georgia",684,659,25,3.65497076023
730,1500000US130510110052,130510110052,"Block Group 2, Census Tract 110.05, Chatham County, Georgia",1071,1071,0,0.0
731,1500000US130510110053,130510110053,"Block Group 3, Census Tract 110.05, Chatham County, Georgia",1156,1129,27,2.33564013841
732,1500000US130510110054,130510110054,"Block Group 4, Census Tract 110.05, Chatham County, Georgia",1597,1542,55,3.44395742016
733,1500000US130510110061,130510110061,"Block Group 1, Census Tract 110.06, Chatham County, Georgia",1188,1162,26,2.18855218855
734,1500000US130510110062,130510110062,"Block Group 2, Census Tract 110.06, Chatham County, Georgia",2417,2360,57,2.35829540753
735,1500000US130510111031,130510111031,"Block Group 1, Census Tract 111.03, Chatham County, Georgia",825,816,9,1.09090909091
736,1500000US130510111032,130510111032,"Block Group 2, Census Tract 111.03, Chatham County, Georgia",841,841,0,0.0
737,1500000US130510111033,130510111033,"Block Group 3, Census Tract 111.03, Chatham County, Georgia",809,809,0,0.0
738,1500000US130510111034,130510111034,"Block Group 4, Census Tract 111.03, Chatham County, Georgia",918,918,0,0.0
739,1500000US130510111041,130510111041,"Block Group 1, Census Tract 111.04, Chatham County, Georgia",1560,1560,0,0.0
740,1500000US130510111042,130510111042,"Block Group 2, Census Tract 111.04, Chatham County, Georgia",2562,2503,59,2.30288836846
741,1500000US130510111043,130510111043,"Block Group 3, Census Tract 111.04, Chatham County, Georgia",836,836,0,0.0
742,1500000US130510111061,130510111061,"Block Group 1, Census Tract 111.06, Chatham County, Georgia",2597,2524,73,2.81093569503
743,1500000US130510111062,130510111062,"Block Group 2, Census Tract 111.06, Chatham County, Georgia",3197,3060,137,4.28526743822
744,1500000US130510111071,130510111071,"Block Group 1, Census Tract 111.07, Chatham County, Georgia",662,602,60,9.06344410876
745,1500000US130510111072,130510111072,"Block Group 2, Census Tract 111.07, Chatham County, Georgia",1237,1210,27,2.18270008084
746,1500000US130510111073,130510111073,"Block Group 3, Census Tract 111.07, Chatham County, Georgia",1175,1168,7,0.595744680851
747,1500000US130510111081,130510111081,"Block Group 1, Census Tract 111.08, Chatham County, Georgia",1493,1466,27,1.80843938379
748,1500000US130510111082,130510111082,"Block Group 2, Census Tract 111.08, Chatham County, Georgia",1511,1503,8,0.529450694904
749,1500000US130510111091,130510111091,"Block Group 1, Census Tract 111.09, Chatham County, Georgia",2143,2109,34,1.58656089594
750,1500000US130510111092,130510111092,"Block Group 2, Census Tract 111.09, Chatham County, Georgia",3031,2873,158,5.21280105576
751,1500000US130510111093,130510111093,"Block Group 3, Census Tract 111.09, Chatham County, Georgia",962,912,50,5.19750519751
752,1500000US130510111094,130510111094,"Block Group 4, Census Tract 111.09, Chatham County, Georgia",683,683,0,0.0
753,1500000US130510112001,130510112001,"Block Group 1, Census Tract 112, Chatham County, Georgia",911,873,38,4.17124039517
754,1500000US130510112002,130510112002,"Block Group 2, Census Tract 112, Chatham County, Georgia",846,788,58,6.85579196217
755,1500000US130510113001,130510113001,"Block Group 1, Census Tract 113, Chatham County, Georgia",1181,1168,13,1.10076206605
756,1500000US130510113002,130510113002,"Block Group 2, Census Tract 113, Chatham County, Georgia",1284,1238,46,3.58255451713
757,1500000US130510114001,130510114001,"Block Group 1, Census Tract 114, Chatham County, Georgia",1262,1176,86,6.8145800317
758,1500000US130510114002,130510114002,"Block Group 2, Census Tract 114, Chatham County, Georgia",823,807,16,1.94410692588
759,1500000US130510115001,130510115001,"Block Group 1, Census Tract 115, Chatham County, Georgia",1123,1102,21,1.86999109528
760,1500000US130510115002,130510115002,"Block Group 2, Census Tract 115, Chatham County, Georgia",1469,1456,13,0.884955752212
761,1500000US130510116001,130510116001,"Block Group 1, Census Tract 116, Chatham County, Georgia",1028,1028,0,0.0
762,1500000US130510116002,130510116002,"Block Group 2, Census Tract 116, Chatham County, Georgia",1416,1129,287,20.2683615819
763,1500000US130519800001,130519800001,"Block Group 1, Census Tract 9800, Chatham County, Georgia",0,0,0,
764,1500000US130519900000,130519900000,"Block Group 0, Census Tract 9900, Chatham County, Georgia",0,0,0,
765,1500000US130530201001,130530201001,"Block Group 1, Census Tract 201, Chattahoochee County, Georgia",1600,1567,33,2.0625
766,1500000US130530201002,130530201002,"Block Group 2, Census Tract 201, Chattahoochee County, Georgia",948,948,0,0.0
767,1500000US130530202011,130530202011,"Block Group 1, Census Tract 202.01, Chattahoochee County, Georgia",3071,2547,524,17.0628459785
768,1500000US130530202012,130530202012,"Block Group 2, Census Tract 202.01, Chattahoochee County, Georgia",750,642,108,14.4
769,1500000US130530202031,130530202031,"Block Group 1, Census Tract 202.03, Chattahoochee County, Georgia",1972,1541,431,21.8559837728
770,1500000US130530202032,130530202032,"Block Group 2, Census Tract 202.03, Chattahoochee County, Georgia",210,196,14,6.66666666667
771,1500000US130530202051,130530202051,"Block Group 1, Census Tract 202.05, Chattahoochee County, Georgia",1341,1037,304,22.6696495153
772,1500000US130530202052,130530202052,"Block Group 2, Census Tract 202.05, Chattahoochee County, Georgia",458,320,138,30.1310043668
773,1500000US130530202053,130530202053,"Block Group 3, Census Tract 202.05, Chattahoochee County, Georgia",1039,914,125,12.030798845
774,1500000US130530202061,130530202061,"Block Group 1, Census Tract 202.06, Chattahoochee County, Georgia",525,421,104,19.8095238095
775,1500000US130550101001,130550101001,"Block Group 1, Census Tract 101, Chattooga County, Georgia",756,747,9,1.19047619048
776,1500000US130550101002,130550101002,"Block Group 2, Census Tract 101, Chattooga County, Georgia",1233,1218,15,1.21654501217
777,1500000US130550102001,130550102001,"Block Group 1, Census Tract 102, Chattooga County, Georgia",809,745,64,7.91100123609
778,1500000US130550102002,130550102002,"Block Group 2, Census Tract 102, Chattooga County, Georgia",989,817,172,17.3913043478
779,1500000US130550102003,130550102003,"Block Group 3, Census Tract 102, Chattooga County, Georgia",862,806,56,6.49651972158
780,1500000US130550102004,130550102004,"Block Group 4, Census Tract 102, Chattooga County, Georgia",1519,1434,85,5.59578670178
781,1500000US130550102005,130550102005,"Block Group 5, Census Tract 102, Chattooga County, Georgia",1170,723,447,38.2051282051
782,1500000US130550102006,130550102006,"Block Group 6, Census Tract 102, Chattooga County, Georgia",978,978,0,0.0
783,1500000US130550103001,130550103001,"Block Group 1, Census Tract 103, Chattooga County, Georgia",919,906,13,1.41458106638
784,1500000US130550103002,130550103002,"Block Group 2, Census Tract 103, Chattooga County, Georgia",1074,1074,0,0.0
785,1500000US130550103003,130550103003,"Block Group 3, Census Tract 103, Chattooga County, Georgia",934,934,0,0.0
786,1500000US130550104001,130550104001,"Block Group 1, Census Tract 104, Chattooga County, Georgia",2421,2421,0,0.0
787,1500000US130550104002,130550104002,"Block Group 2, Census Tract 104, Chattooga County, Georgia",1358,1358,0,0.0
788,1500000US130550104003,130550104003,"Block Group 3, Census Tract 104, Chattooga County, Georgia",968,968,0,0.0
789,1500000US130550104004,130550104004,"Block Group 4, Census Tract 104, Chattooga County, Georgia",644,644,0,0.0
790,1500000US130550105001,130550105001,"Block Group 1, Census Tract 105, Chattooga County, Georgia",978,978,0,0.0
791,1500000US130550105002,130550105002,"Block Group 2, Census Tract 105, Chattooga County, Georgia",2664,2481,183,6.86936936937
792,1500000US130550105003,130550105003,"Block Group 3, Census Tract 105, Chattooga County, Georgia",716,686,30,4.18994413408
793,1500000US130550105004,130550105004,"Block Group 4, Census Tract 105, Chattooga County, Georgia",854,854,0,0.0
794,1500000US130550105005,130550105005,"Block Group 5, Census Tract 105, Chattooga County, Georgia",879,879,0,0.0
795,1500000US130550106001,130550106001,"Block Group 1, Census Tract 106, Chattooga County, Georgia",1477,1382,95,6.43195666892
796,1500000US130550106002,130550106002,"Block Group 2, Census Tract 106, Chattooga County, Georgia",1039,1038,1,0.0962463907603
797,1500000US130570901001,130570901001,"Block Group 1, Census Tract 901, Cherokee County, Georgia",999,754,245,24.5245245245
798,1500000US130570901002,130570901002,"Block Group 2, Census Tract 901, Cherokee County, Georgia",2904,2861,43,1.48071625344
799,1500000US130570901003,130570901003,"Block Group 3, Census Tract 901, Cherokee County, Georgia",1649,1637,12,0.727713765919
800,1500000US130570901004,130570901004,"Block Group 4, Census Tract 901, Cherokee County, Georgia",3378,3378,0,0.0
801,1500000US130570902001,130570902001,"Block Group 1, Census Tract 902, Cherokee County, Georgia",2037,2011,26,1.2763868434
802,1500000US130570902002,130570902002,"Block Group 2, Census Tract 902, Cherokee County, Georgia",3132,3033,99,3.16091954023
803,1500000US130570902003,130570902003,"Block Group 3, Census Tract 902, Cherokee County, Georgia",2926,2926,0,0.0
804,1500000US130570903001,130570903001,"Block Group 1, Census Tract 903, Cherokee County, Georgia",5057,4788,269,5.31935930394
805,1500000US130570903002,130570903002,"Block Group 2, Census Tract 903, Cherokee County, Georgia",7346,7147,199,2.70895725565
806,1500000US130570904001,130570904001,"Block Group 1, Census Tract 904, Cherokee County, Georgia",1121,1068,53,4.72792149866
807,1500000US130570904002,130570904002,"Block Group 2, Census Tract 904, Cherokee County, Georgia",4952,3932,1020,20.5977382876
808,1500000US130570904003,130570904003,"Block Group 3, Census Tract 904, Cherokee County, Georgia",3763,2731,1032,27.42492692
809,1500000US130570905011,130570905011,"Block Group 1, Census Tract 905.01, Cherokee County, Georgia",1774,1774,0,0.0
810,1500000US130570905012,130570905012,"Block Group 2, Census Tract 905.01, Cherokee County, Georgia",4499,4353,146,3.24516559235
811,1500000US130570905021,130570905021,"Block Group 1, Census Tract 905.02, Cherokee County, Georgia",7259,6427,832,11.4616338339
812,1500000US130570905022,130570905022,"Block Group 2, Census Tract 905.02, Cherokee County, Georgia",1932,1734,198,10.248447205
813,1500000US130570905023,130570905023,"Block Group 3, Census Tract 905.02, Cherokee County, Georgia",3282,2571,711,21.6636197441
814,1500000US130570905024,130570905024,"Block Group 4, Census Tract 905.02, Cherokee County, Georgia",1470,1470,0,0.0
