,ID,ID2,GEOGRAPHY,EST_T,EST_T_WHITE_ALONE,EST_T_BLACK_OR_AFRICAN_AMERICAN_ALONE,EST_T_AMERICAN_INDIAN_ALASKA_NATIVE_ALONE,EST_T_ASIAN_ALONE,EST_T_NATIVE_HAWAIIAN_OTHER_PACIFIC_ISLANDER_ALONE,EST_T_SOME_OTHER_RACE_ALONE,EST_T_TWO_RACES,PCT_EST_T_WHITE_ALONE,PCT_EST_T_BLACK_OR_AFRICAN_AMERICAN_ALONE,PCT_EST_T_AMERICAN_INDIAN_ALASKA_NATIVE_ALONE,PCT_EST_T_ASIAN_ALONE,PCT_EST_T_NATIVE_HAWAIIAN_OTHER_PACIFIC_ISLANDER_ALONE,PCT_EST_T_SOME_OTHER_RACE_ALONE,PCT_EST_T_TWO_RACES
1431,1500000US130670315071,130670315071,"Block Group 1, Census Tract 315.07, Cobb County, Georgia",2256,514,1576,0,0,0,162,8,22.7836879433,69.8581560284,0.0,0.0,0.0,7.18085106383,0.354609929078
1432,1500000US130670315072,130670315072,"Block Group 2, Census Tract 315.07, Cobb County, Georgia",1474,553,910,0,0,0,0,22,37.5169606513,61.736770692,0.0,0.0,0.0,0.0,1.49253731343
1433,1500000US130670315081,130670315081,"Block Group 1, Census Tract 315.08, Cobb County, Georgia",1651,766,700,0,90,0,0,190,46.3961235615,42.3985463356,0.0,5.45124167171,0.0,0.0,11.5081768625
1434,1500000US130670315082,130670315082,"Block Group 2, Census Tract 315.08, Cobb County, Georgia",3422,1826,1045,0,0,0,429,244,53.3606078317,30.5376972531,0.0,0.0,0.0,12.536528346,7.13033313852
1435,1500000US130670315091,130670315091,"Block Group 1, Census Tract 315.09, Cobb County, Georgia",2363,1013,1308,0,0,0,42,0,42.8692340245,55.3533643673,0.0,0.0,0.0,1.77740160813,0.0
1436,1500000US130670315092,130670315092,"Block Group 2, Census Tract 315.09, Cobb County, Georgia",1958,459,1309,0,0,0,71,238,23.442288049,66.8539325843,0.0,0.0,0.0,3.62614913177,12.1552604699
1437,1500000US130670315093,130670315093,"Block Group 3, Census Tract 315.09, Cobb County, Georgia",1703,794,875,0,0,0,0,68,46.6236054022,51.3799177921,0.0,0.0,0.0,0.0,3.99295361127
1438,1500000US130670315094,130670315094,"Block Group 4, Census Tract 315.09, Cobb County, Georgia",2097,1011,790,0,187,0,0,218,48.2117310443,37.672865999,0.0,8.91750119218,0.0,0.0,10.3958035289
1439,1500000US130670315095,130670315095,"Block Group 5, Census Tract 315.09, Cobb County, Georgia",2018,797,1122,0,0,0,15,168,39.4945490585,55.5996035679,0.0,0.0,0.0,0.743310208127,8.32507433102
1440,1500000US130690101001,130690101001,"Block Group 1, Census Tract 101, Coffee County, Georgia",811,794,17,0,0,0,0,0,97.9038224414,2.09617755857,0.0,0.0,0.0,0.0,0.0
1441,1500000US130690101002,130690101002,"Block Group 2, Census Tract 101, Coffee County, Georgia",708,601,74,0,13,0,17,6,84.8870056497,10.4519774011,0.0,1.83615819209,0.0,2.4011299435,0.847457627119
1442,1500000US130690101003,130690101003,"Block Group 3, Census Tract 101, Coffee County, Georgia",1917,1582,328,0,4,0,0,6,82.5247782994,17.1100678143,0.0,0.208659363589,0.0,0.0,0.312989045383
1443,1500000US130690102001,130690102001,"Block Group 1, Census Tract 102, Coffee County, Georgia",1884,1793,25,0,0,0,66,0,95.16985138,1.32696390658,0.0,0.0,0.0,3.50318471338,0.0
1444,1500000US130690102002,130690102002,"Block Group 2, Census Tract 102, Coffee County, Georgia",1033,872,27,0,0,0,134,0,84.4143272023,2.6137463698,0.0,0.0,0.0,12.9719264279,0.0
1445,1500000US130690103001,130690103001,"Block Group 1, Census Tract 103, Coffee County, Georgia",1624,1194,158,0,0,0,257,30,73.5221674877,9.72906403941,0.0,0.0,0.0,15.8251231527,1.84729064039
1446,1500000US130690103002,130690103002,"Block Group 2, Census Tract 103, Coffee County, Georgia",4501,2191,2271,0,14,0,25,0,48.6780715397,50.4554543435,0.0,0.311041990669,0.0,0.555432126194,0.0
1447,1500000US130690104001,130690104001,"Block Group 1, Census Tract 104, Coffee County, Georgia",2172,1331,792,0,18,0,0,62,61.2799263352,36.4640883978,0.0,0.828729281768,0.0,0.0,2.85451197053
1448,1500000US130690104002,130690104002,"Block Group 2, Census Tract 104, Coffee County, Georgia",386,250,136,0,0,0,0,0,64.7668393782,35.2331606218,0.0,0.0,0.0,0.0,0.0
1449,1500000US130690104003,130690104003,"Block Group 3, Census Tract 104, Coffee County, Georgia",706,642,30,0,0,0,34,0,90.9348441926,4.2492917847,0.0,0.0,0.0,4.81586402266,0.0
1450,1500000US130690104004,130690104004,"Block Group 4, Census Tract 104, Coffee County, Georgia",1134,906,167,44,0,0,0,34,79.8941798942,14.7266313933,3.88007054674,0.0,0.0,0.0,2.99823633157
1451,1500000US130690105001,130690105001,"Block Group 1, Census Tract 105, Coffee County, Georgia",731,566,40,0,0,0,92,66,77.4281805746,5.47195622435,0.0,0.0,0.0,12.585499316,9.02872777018
1452,1500000US130690105002,130690105002,"Block Group 2, Census Tract 105, Coffee County, Georgia",691,565,111,15,0,0,0,0,81.7655571635,16.0636758321,2.17076700434,0.0,0.0,0.0,0.0
1453,1500000US130690105003,130690105003,"Block Group 3, Census Tract 105, Coffee County, Georgia",2063,1266,773,0,0,0,24,0,61.3669413476,37.4697043141,0.0,0.0,0.0,1.16335433834,0.0
1454,1500000US130690106001,130690106001,"Block Group 1, Census Tract 106, Coffee County, Georgia",2806,2588,161,0,0,0,57,0,92.2309337135,5.73770491803,0.0,0.0,0.0,2.0313613685,0.0
1455,1500000US130690106002,130690106002,"Block Group 2, Census Tract 106, Coffee County, Georgia",1371,1256,62,0,0,0,18,70,91.6119620715,4.52224653538,0.0,0.0,0.0,1.31291028446,5.10576221736
1456,1500000US130690106003,130690106003,"Block Group 3, Census Tract 106, Coffee County, Georgia",1474,1255,214,5,0,0,0,0,85.1424694708,14.5183175034,0.33921302578,0.0,0.0,0.0,0.0
1457,1500000US130690107001,130690107001,"Block Group 1, Census Tract 107, Coffee County, Georgia",1431,777,350,0,0,0,284,40,54.2976939203,24.4584206848,0.0,0.0,0.0,19.8462613557,2.79524807827
1458,1500000US130690107002,130690107002,"Block Group 2, Census Tract 107, Coffee County, Georgia",1456,958,410,9,21,0,58,0,65.7967032967,28.1593406593,0.618131868132,1.44230769231,0.0,3.98351648352,0.0
1459,1500000US130690107003,130690107003,"Block Group 3, Census Tract 107, Coffee County, Georgia",756,39,711,0,6,0,0,0,5.15873015873,94.0476190476,0.0,0.793650793651,0.0,0.0,0.0
1460,1500000US130690107004,130690107004,"Block Group 4, Census Tract 107, Coffee County, Georgia",3138,2318,175,0,0,0,558,174,73.8687061823,5.57680050988,0.0,0.0,0.0,17.7820267686,5.54493307839
1461,1500000US130690108011,130690108011,"Block Group 1, Census Tract 108.01, Coffee County, Georgia",2158,1817,24,0,178,0,139,0,84.1983317887,1.11214087118,0.0,8.2483781279,0.0,6.44114921223,0.0
1462,1500000US130690108012,130690108012,"Block Group 2, Census Tract 108.01, Coffee County, Georgia",2695,778,1917,0,0,0,0,0,28.8682745826,71.1317254174,0.0,0.0,0.0,0.0,0.0
1463,1500000US130690108013,130690108013,"Block Group 3, Census Tract 108.01, Coffee County, Georgia",827,0,827,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1464,1500000US130690108021,130690108021,"Block Group 1, Census Tract 108.02, Coffee County, Georgia",1004,839,165,0,0,0,0,0,83.5657370518,16.4342629482,0.0,0.0,0.0,0.0,0.0
1465,1500000US130690108022,130690108022,"Block Group 2, Census Tract 108.02, Coffee County, Georgia",1992,1019,973,0,0,0,0,0,51.1546184739,48.8453815261,0.0,0.0,0.0,0.0,0.0
1466,1500000US130690108023,130690108023,"Block Group 3, Census Tract 108.02, Coffee County, Georgia",1534,282,1209,0,23,0,0,40,18.3833116037,78.813559322,0.0,1.49934810952,0.0,0.0,2.6075619296
1467,1500000US130719701001,130719701001,"Block Group 1, Census Tract 9701, Colquitt County, Georgia",2414,1867,212,9,0,0,326,0,77.3405136703,8.78210439105,0.372825186413,0.0,0.0,13.5045567523,0.0
1468,1500000US130719701002,130719701002,"Block Group 2, Census Tract 9701, Colquitt County, Georgia",2955,2322,329,69,0,0,170,130,78.578680203,11.1336717428,2.33502538071,0.0,0.0,5.75296108291,4.39932318105
1469,1500000US130719702001,130719702001,"Block Group 1, Census Tract 9702, Colquitt County, Georgia",1554,1199,261,0,2,11,74,14,77.1557271557,16.7953667954,0.0,0.1287001287,0.707850707851,4.7619047619,0.900900900901
1470,1500000US130719702002,130719702002,"Block Group 2, Census Tract 9702, Colquitt County, Georgia",1366,1007,260,0,0,0,8,182,73.7188872621,19.0336749634,0.0,0.0,0.0,0.585651537335,13.3235724744
1471,1500000US130719703001,130719703001,"Block Group 1, Census Tract 9703, Colquitt County, Georgia",1294,1208,86,0,0,0,0,0,93.3539412674,6.64605873261,0.0,0.0,0.0,0.0,0.0
1472,1500000US130719703002,130719703002,"Block Group 2, Census Tract 9703, Colquitt County, Georgia",1406,576,677,0,0,0,153,0,40.9672830725,48.1507823613,0.0,0.0,0.0,10.8819345661,0.0
1473,1500000US130719703003,130719703003,"Block Group 3, Census Tract 9703, Colquitt County, Georgia",819,0,819,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1474,1500000US130719703004,130719703004,"Block Group 4, Census Tract 9703, Colquitt County, Georgia",521,0,521,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1475,1500000US130719703005,130719703005,"Block Group 5, Census Tract 9703, Colquitt County, Georgia",1095,0,1095,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1476,1500000US130719704001,130719704001,"Block Group 1, Census Tract 9704, Colquitt County, Georgia",1313,1145,168,0,0,0,0,0,87.2048743336,12.7951256664,0.0,0.0,0.0,0.0,0.0
1477,1500000US130719704002,130719704002,"Block Group 2, Census Tract 9704, Colquitt County, Georgia",1059,733,278,0,0,0,48,0,69.2162417375,26.2511803588,0.0,0.0,0.0,4.53257790368,0.0
1478,1500000US130719704003,130719704003,"Block Group 3, Census Tract 9704, Colquitt County, Georgia",1111,621,399,0,0,0,84,14,55.895589559,35.9135913591,0.0,0.0,0.0,7.56075607561,1.2601260126
1479,1500000US130719705001,130719705001,"Block Group 1, Census Tract 9705, Colquitt County, Georgia",1716,1388,91,0,0,0,190,94,80.8857808858,5.30303030303,0.0,0.0,0.0,11.0722610723,5.47785547786
1480,1500000US130719705002,130719705002,"Block Group 2, Census Tract 9705, Colquitt County, Georgia",1651,1346,235,0,0,0,70,0,81.5263476681,14.2337976984,0.0,0.0,0.0,4.23985463356,0.0
1481,1500000US130719706001,130719706001,"Block Group 1, Census Tract 9706, Colquitt County, Georgia",2253,1636,384,0,0,0,233,0,72.614292055,17.0439414115,0.0,0.0,0.0,10.3417665335,0.0
1482,1500000US130719706002,130719706002,"Block Group 2, Census Tract 9706, Colquitt County, Georgia",2082,1596,40,0,0,0,428,36,76.6570605187,1.92122958694,0.0,0.0,0.0,20.5571565802,1.72910662824
1483,1500000US130719706003,130719706003,"Block Group 3, Census Tract 9706, Colquitt County, Georgia",2252,2101,81,0,29,0,0,82,93.2948490231,3.59680284192,0.0,1.28774422735,0.0,0.0,3.64120781528
1484,1500000US130719707011,130719707011,"Block Group 1, Census Tract 9707.01, Colquitt County, Georgia",1386,1163,212,5,0,0,0,12,83.9105339105,15.2958152958,0.36075036075,0.0,0.0,0.0,0.865800865801
1485,1500000US130719707012,130719707012,"Block Group 2, Census Tract 9707.01, Colquitt County, Georgia",1338,651,652,0,0,0,0,70,48.6547085202,48.7294469357,0.0,0.0,0.0,0.0,5.23168908819
1486,1500000US130719707013,130719707013,"Block Group 3, Census Tract 9707.01, Colquitt County, Georgia",3103,2274,666,0,0,0,163,0,73.2839187883,21.4631002256,0.0,0.0,0.0,5.25298098614,0.0
1487,1500000US130719707014,130719707014,"Block Group 4, Census Tract 9707.01, Colquitt County, Georgia",1121,582,370,45,0,0,31,186,51.9179304193,33.0062444246,4.01427297056,0.0,0.0,2.76538804639,16.5923282783
1488,1500000US130719707021,130719707021,"Block Group 1, Census Tract 9707.02, Colquitt County, Georgia",2287,1234,861,0,1,0,150,82,53.9571491036,37.6475732401,0.0,0.04372540446,0.0,6.558810669,3.58548316572
1489,1500000US130719708001,130719708001,"Block Group 1, Census Tract 9708, Colquitt County, Georgia",1650,1033,259,0,0,0,183,350,62.6060606061,15.696969697,0.0,0.0,0.0,11.0909090909,21.2121212121
1490,1500000US130719708002,130719708002,"Block Group 2, Census Tract 9708, Colquitt County, Georgia",763,380,383,0,0,0,0,0,49.8034076016,50.1965923984,0.0,0.0,0.0,0.0,0.0
1491,1500000US130719708003,130719708003,"Block Group 3, Census Tract 9708, Colquitt County, Georgia",475,196,279,0,0,0,0,0,41.2631578947,58.7368421053,0.0,0.0,0.0,0.0,0.0
1492,1500000US130719708004,130719708004,"Block Group 4, Census Tract 9708, Colquitt County, Georgia",368,82,286,0,0,0,0,0,22.2826086957,77.7173913043,0.0,0.0,0.0,0.0,0.0
1493,1500000US130719709001,130719709001,"Block Group 1, Census Tract 9709, Colquitt County, Georgia",1962,1604,351,0,0,0,7,0,81.753312946,17.8899082569,0.0,0.0,0.0,0.356778797146,0.0
1494,1500000US130719709002,130719709002,"Block Group 2, Census Tract 9709, Colquitt County, Georgia",1177,938,120,0,0,0,0,238,79.6941376381,10.1954120646,0.0,0.0,0.0,0.0,20.2209005947
1495,1500000US130719709003,130719709003,"Block Group 3, Census Tract 9709, Colquitt County, Georgia",2146,1447,203,0,0,0,470,52,67.4277726002,9.45945945946,0.0,0.0,0.0,21.9012115564,2.42311276794
1496,1500000US130719709004,130719709004,"Block Group 4, Census Tract 9709, Colquitt County, Georgia",1387,1155,53,0,74,0,105,0,83.2732516222,3.82119682769,0.0,5.33525594809,0.0,7.57029560202,0.0
1497,1500000US130730301021,130730301021,"Block Group 1, Census Tract 301.02, Columbia County, Georgia",965,825,77,0,63,0,0,0,85.4922279793,7.9792746114,0.0,6.52849740933,0.0,0.0,0.0
1498,1500000US130730301022,130730301022,"Block Group 2, Census Tract 301.02, Columbia County, Georgia",2139,1449,44,0,522,0,50,148,67.7419354839,2.05703599813,0.0,24.4039270687,0.0,2.33754090697,6.91912108462
1499,1500000US130730301023,130730301023,"Block Group 3, Census Tract 301.02, Columbia County, Georgia",2195,1591,271,0,270,0,0,126,72.4829157175,12.3462414579,0.0,12.3006833713,0.0,0.0,5.74031890661
1500,1500000US130730301024,130730301024,"Block Group 4, Census Tract 301.02, Columbia County, Georgia",2591,2423,52,0,99,0,0,34,93.5160169819,2.00694712466,0.0,3.82091856426,0.0,0.0,1.31223465843
1501,1500000US130730301025,130730301025,"Block Group 5, Census Tract 301.02, Columbia County, Georgia",2036,1956,80,0,0,0,0,0,96.0707269155,3.92927308448,0.0,0.0,0.0,0.0,0.0
1502,1500000US130730301031,130730301031,"Block Group 1, Census Tract 301.03, Columbia County, Georgia",3362,2506,347,0,504,0,5,0,74.5389649018,10.3212373587,0.0,14.99107674,0.0,0.148720999405,0.0
1503,1500000US130730301051,130730301051,"Block Group 1, Census Tract 301.05, Columbia County, Georgia",1554,902,453,0,116,0,0,166,58.0437580438,29.1505791506,0.0,7.46460746461,0.0,0.0,10.6821106821
1504,1500000US130730301052,130730301052,"Block Group 2, Census Tract 301.05, Columbia County, Georgia",3243,2815,308,0,72,0,0,96,86.8023435091,9.49737897009,0.0,2.22016651249,0.0,0.0,2.96022201665
1505,1500000US130730301053,130730301053,"Block Group 3, Census Tract 301.05, Columbia County, Georgia",727,575,152,0,0,0,0,0,79.0921595598,20.9078404402,0.0,0.0,0.0,0.0,0.0
1506,1500000US130730301061,130730301061,"Block Group 1, Census Tract 301.06, Columbia County, Georgia",2573,2175,106,0,250,0,10,64,84.5316750874,4.11970462495,0.0,9.71628449281,0.0,0.388651379712,2.48736883016
1507,1500000US130730301062,130730301062,"Block Group 2, Census Tract 301.06, Columbia County, Georgia",1270,911,262,57,13,0,0,54,71.7322834646,20.6299212598,4.48818897638,1.02362204724,0.0,0.0,4.25196850394
1508,1500000US130730302011,130730302011,"Block Group 1, Census Tract 302.01, Columbia County, Georgia",2229,1985,232,0,12,0,0,0,89.0533871691,10.4082548228,0.0,0.538358008075,0.0,0.0,0.0
1509,1500000US130730302012,130730302012,"Block Group 2, Census Tract 302.01, Columbia County, Georgia",3312,2141,855,0,236,0,0,160,64.6437198068,25.8152173913,0.0,7.12560386473,0.0,0.0,4.8309178744
1510,1500000US130730302013,130730302013,"Block Group 3, Census Tract 302.01, Columbia County, Georgia",820,733,34,0,13,0,19,42,89.3902439024,4.14634146341,0.0,1.58536585366,0.0,2.31707317073,5.12195121951
1511,1500000US130730302021,130730302021,"Block Group 1, Census Tract 302.02, Columbia County, Georgia",3261,2600,408,0,11,0,67,350,79.7301441276,12.51149954,0.0,0.33731984054,0.0,2.05458448329,10.7329040172
1512,1500000US130730302031,130730302031,"Block Group 1, Census Tract 302.03, Columbia County, Georgia",1456,1117,70,0,237,0,0,64,76.717032967,4.80769230769,0.0,16.2774725275,0.0,0.0,4.3956043956
1513,1500000US130730302032,130730302032,"Block Group 2, Census Tract 302.03, Columbia County, Georgia",1417,1118,133,0,166,0,0,0,78.8990825688,9.38602681722,0.0,11.714890614,0.0,0.0,0.0
1514,1500000US130730302033,130730302033,"Block Group 3, Census Tract 302.03, Columbia County, Georgia",792,418,328,0,0,0,0,92,52.7777777778,41.4141414141,0.0,0.0,0.0,0.0,11.6161616162
1515,1500000US130730302034,130730302034,"Block Group 4, Census Tract 302.03, Columbia County, Georgia",2665,2293,318,0,35,0,0,38,86.0412757974,11.9324577861,0.0,1.31332082552,0.0,0.0,1.42589118199
1516,1500000US130730303021,130730303021,"Block Group 1, Census Tract 303.02, Columbia County, Georgia",1299,1215,53,0,0,0,0,62,93.5334872979,4.08006158584,0.0,0.0,0.0,0.0,4.77290223249
1517,1500000US130730303022,130730303022,"Block Group 2, Census Tract 303.02, Columbia County, Georgia",3518,2746,395,0,206,0,42,258,78.0557134736,11.2279704377,0.0,5.8555997726,0.0,1.19386014781,7.33371233655
1518,1500000US130730303023,130730303023,"Block Group 3, Census Tract 303.02, Columbia County, Georgia",941,880,61,0,0,0,0,0,93.5175345377,6.48246546227,0.0,0.0,0.0,0.0,0.0
1519,1500000US130730303024,130730303024,"Block Group 4, Census Tract 303.02, Columbia County, Georgia",1758,1554,13,0,149,0,28,28,88.3959044369,0.739476678043,0.0,8.4755403868,0.0,1.59271899886,1.59271899886
1520,1500000US130730303025,130730303025,"Block Group 5, Census Tract 303.02, Columbia County, Georgia",3012,2155,653,0,0,0,25,358,71.5471447543,21.6799468792,0.0,0.0,0.0,0.830013280212,11.8857901726
1521,1500000US130730303041,130730303041,"Block Group 1, Census Tract 303.04, Columbia County, Georgia",1724,1297,367,0,0,0,17,86,75.2320185615,21.2877030162,0.0,0.0,0.0,0.986078886311,4.98839907193
1522,1500000US130730303042,130730303042,"Block Group 2, Census Tract 303.04, Columbia County, Georgia",5469,4337,691,0,441,0,0,0,79.3015176449,12.6348509782,0.0,8.06363137685,0.0,0.0,0.0
1523,1500000US130730303061,130730303061,"Block Group 1, Census Tract 303.06, Columbia County, Georgia",3610,2633,812,0,130,0,0,70,72.9362880886,22.4930747922,0.0,3.60110803324,0.0,0.0,1.93905817175
1524,1500000US130730303062,130730303062,"Block Group 2, Census Tract 303.06, Columbia County, Georgia",1977,1597,195,0,129,0,0,112,80.7789580172,9.86342943854,0.0,6.52503793627,0.0,0.0,5.66514921598
1525,1500000US130730303071,130730303071,"Block Group 1, Census Tract 303.07, Columbia County, Georgia",1432,1292,130,0,10,0,0,0,90.2234636872,9.0782122905,0.0,0.698324022346,0.0,0.0,0.0
1526,1500000US130730303072,130730303072,"Block Group 2, Census Tract 303.07, Columbia County, Georgia",1556,1429,91,23,0,0,13,0,91.8380462725,5.84832904884,1.47814910026,0.0,0.0,0.835475578406,0.0
1527,1500000US130730303073,130730303073,"Block Group 3, Census Tract 303.07, Columbia County, Georgia",2619,1948,537,0,19,0,0,230,74.3795341733,20.5040091638,0.0,0.725467735777,0.0,0.0,8.78197785414
1528,1500000US130730303074,130730303074,"Block Group 4, Census Tract 303.07, Columbia County, Georgia",1366,1162,169,0,35,0,0,0,85.065885798,12.3718887262,0.0,2.56222547584,0.0,0.0,0.0
1529,1500000US130730303081,130730303081,"Block Group 1, Census Tract 303.08, Columbia County, Georgia",3320,2904,173,0,96,0,16,262,87.4698795181,5.21084337349,0.0,2.89156626506,0.0,0.481927710843,7.89156626506
1530,1500000US130730303082,130730303082,"Block Group 2, Census Tract 303.08, Columbia County, Georgia",6402,4494,1074,0,279,0,167,776,70.1968134958,16.7760074977,0.0,4.3580131209,0.0,2.60855982505,12.1212121212
1531,1500000US130730303091,130730303091,"Block Group 1, Census Tract 303.09, Columbia County, Georgia",4409,3298,925,0,148,0,0,76,74.8015422998,20.9798140168,0.0,3.35677024269,0.0,0.0,1.72374688138
1532,1500000US130730303092,130730303092,"Block Group 2, Census Tract 303.09, Columbia County, Georgia",1740,1517,163,0,60,0,0,0,87.183908046,9.36781609195,0.0,3.44827586207,0.0,0.0,0.0
1533,1500000US130730303093,130730303093,"Block Group 3, Census Tract 303.09, Columbia County, Georgia",2071,1459,479,0,42,0,91,0,70.4490584259,23.1289232255,0.0,2.0280057943,0.0,4.39401255432,0.0
1534,1500000US130730303094,130730303094,"Block Group 4, Census Tract 303.09, Columbia County, Georgia",2780,2474,17,0,220,0,0,138,88.9928057554,0.611510791367,0.0,7.91366906475,0.0,0.0,4.96402877698
1535,1500000US130730304011,130730304011,"Block Group 1, Census Tract 304.01, Columbia County, Georgia",1267,799,448,10,0,0,10,0,63.0623520126,35.3591160221,0.789265982636,0.0,0.0,0.789265982636,0.0
1536,1500000US130730304012,130730304012,"Block Group 2, Census Tract 304.01, Columbia County, Georgia",1028,929,54,0,0,0,0,90,90.3696498054,5.25291828794,0.0,0.0,0.0,0.0,8.75486381323
1537,1500000US130730304021,130730304021,"Block Group 1, Census Tract 304.02, Columbia County, Georgia",2013,1630,307,0,0,0,4,144,80.9736711376,15.2508693492,0.0,0.0,0.0,0.19870839543,7.15350223547
1538,1500000US130730304022,130730304022,"Block Group 2, Census Tract 304.02, Columbia County, Georgia",5668,3952,864,35,376,0,133,616,69.7247706422,15.2434721242,0.617501764291,6.63373323924,0.0,2.3465067043,10.8680310515
1539,1500000US130730304023,130730304023,"Block Group 3, Census Tract 304.02, Columbia County, Georgia",2060,1458,507,0,95,0,0,0,70.7766990291,24.6116504854,0.0,4.61165048544,0.0,0.0,0.0
1540,1500000US130730305031,130730305031,"Block Group 1, Census Tract 305.03, Columbia County, Georgia",2541,1856,572,0,0,0,25,176,73.0421094057,22.5108225108,0.0,0.0,0.0,0.983864620228,6.92640692641
1541,1500000US130730305032,130730305032,"Block Group 2, Census Tract 305.03, Columbia County, Georgia",2419,1736,508,27,74,0,0,148,71.7651922282,21.000413394,1.11616370401,3.05911533692,0.0,0.0,6.11823067383
1542,1500000US130730305033,130730305033,"Block Group 3, Census Tract 305.03, Columbia County, Georgia",2805,2080,608,0,39,0,0,156,74.1532976827,21.6755793226,0.0,1.39037433155,0.0,0.0,5.5614973262
1543,1500000US130730305041,130730305041,"Block Group 1, Census Tract 305.04, Columbia County, Georgia",2151,1735,394,0,3,0,0,38,80.660158066,18.3170618317,0.0,0.139470013947,0.0,0.0,1.76662017666
1544,1500000US130730305042,130730305042,"Block Group 2, Census Tract 305.04, Columbia County, Georgia",1184,1012,156,0,7,0,0,18,85.472972973,13.1756756757,0.0,0.591216216216,0.0,0.0,1.52027027027
1545,1500000US130730305051,130730305051,"Block Group 1, Census Tract 305.05, Columbia County, Georgia",6922,4555,1748,0,49,0,345,450,65.8046807281,25.2528171049,0.0,0.707887893672,0.0,4.98410863912,6.50101126842
1546,1500000US130730305061,130730305061,"Block Group 1, Census Tract 305.06, Columbia County, Georgia",4869,2729,1558,222,36,0,49,550,56.0484699117,31.9983569521,4.55945779421,0.739371534196,0.0,1.00636681043,11.2959539947
1547,1500000US130730305062,130730305062,"Block Group 2, Census Tract 305.06, Columbia County, Georgia",975,594,374,0,0,0,0,14,60.9230769231,38.358974359,0.0,0.0,0.0,0.0,1.4358974359
1548,1500000US130730305063,130730305063,"Block Group 3, Census Tract 305.06, Columbia County, Georgia",2516,1663,546,0,44,0,164,198,66.0969793323,21.7011128776,0.0,1.74880763116,0.0,6.51828298887,7.86963434022
1549,1500000US130730305064,130730305064,"Block Group 4, Census Tract 305.06, Columbia County, Georgia",3166,1628,1312,82,5,0,109,60,51.4213518636,41.4403032217,2.59001895136,0.157927984839,0.0,3.44283006949,1.89513581807
1550,1500000US130730306031,130730306031,"Block Group 1, Census Tract 306.03, Columbia County, Georgia",2791,2028,668,0,77,0,0,36,72.6621282694,23.9340738087,0.0,2.75886778932,0.0,0.0,1.28986026514
1551,1500000US130730306032,130730306032,"Block Group 2, Census Tract 306.03, Columbia County, Georgia",2219,1498,471,0,93,0,56,202,67.5078864353,21.2257773772,0.0,4.19107706174,0.0,2.52365930599,9.10319963948
1552,1500000US130759601001,130759601001,"Block Group 1, Census Tract 9601, Cook County, Georgia",1359,1098,247,0,0,0,0,28,80.7947019868,18.1751287712,0.0,0.0,0.0,0.0,2.06033848418
1553,1500000US130759601002,130759601002,"Block Group 2, Census Tract 9601, Cook County, Georgia",776,729,33,0,0,0,0,28,93.9432989691,4.25257731959,0.0,0.0,0.0,0.0,3.60824742268
1554,1500000US130759602001,130759602001,"Block Group 1, Census Tract 9602, Cook County, Georgia",538,448,83,0,0,0,7,0,83.2713754647,15.4275092937,0.0,0.0,0.0,1.30111524164,0.0
1555,1500000US130759602002,130759602002,"Block Group 2, Census Tract 9602, Cook County, Georgia",1137,1059,64,14,0,0,0,0,93.1398416887,5.62884784521,1.23131046614,0.0,0.0,0.0,0.0
1556,1500000US130759602003,130759602003,"Block Group 3, Census Tract 9602, Cook County, Georgia",895,545,283,17,50,0,0,0,60.8938547486,31.6201117318,1.89944134078,5.58659217877,0.0,0.0,0.0
1557,1500000US130759602004,130759602004,"Block Group 4, Census Tract 9602, Cook County, Georgia",730,272,438,20,0,0,0,0,37.2602739726,60.0,2.7397260274,0.0,0.0,0.0,0.0
1558,1500000US130759602005,130759602005,"Block Group 5, Census Tract 9602, Cook County, Georgia",601,11,590,0,0,0,0,0,1.8302828619,98.1697171381,0.0,0.0,0.0,0.0,0.0
1559,1500000US130759603001,130759603001,"Block Group 1, Census Tract 9603, Cook County, Georgia",1633,756,702,3,0,0,44,256,46.295162278,42.9883649724,0.183710961421,0.0,0.0,2.69442743417,15.6766687079
1560,1500000US130759603002,130759603002,"Block Group 2, Census Tract 9603, Cook County, Georgia",1317,1317,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,1500000US130759603003,130759603003,"Block Group 3, Census Tract 9603, Cook County, Georgia",1435,970,284,0,0,0,172,18,67.5958188153,19.7909407666,0.0,0.0,0.0,11.9860627178,1.2543554007
1562,1500000US130759603004,130759603004,"Block Group 4, Census Tract 9603, Cook County, Georgia",764,562,202,0,0,0,0,0,73.5602094241,26.4397905759,0.0,0.0,0.0,0.0,0.0
1563,1500000US130759603005,130759603005,"Block Group 5, Census Tract 9603, Cook County, Georgia",885,552,287,0,0,0,44,4,62.3728813559,32.4293785311,0.0,0.0,0.0,4.97175141243,0.45197740113
