,ID,ID2,GEOGRAPHY,EST_MEDIAN_HOUSEHOLD_INCOME_IN_THE_PAST_12_MONTHS_IN_2015_INFLATIONADJUSTED_DOLLARS
123,1500000US130159606001,130159606001,"Block Group 1, Census Tract 9606, Bartow County, Georgia",46583
124,1500000US130159606002,130159606002,"Block Group 2, Census Tract 9606, Bartow County, Georgia",50743
125,1500000US130159606003,130159606003,"Block Group 3, Census Tract 9606, Bartow County, Georgia",19700
126,1500000US130159606004,130159606004,"Block Group 4, Census Tract 9606, Bartow County, Georgia",54046
127,1500000US130159606005,130159606005,"Block Group 5, Census Tract 9606, Bartow County, Georgia",48472
128,1500000US130159607001,130159607001,"Block Group 1, Census Tract 9607, Bartow County, Georgia",44006
129,1500000US130159607002,130159607002,"Block Group 2, Census Tract 9607, Bartow County, Georgia",58750
130,1500000US130159607003,130159607003,"Block Group 3, Census Tract 9607, Bartow County, Georgia",38125
131,1500000US130159607004,130159607004,"Block Group 4, Census Tract 9607, Bartow County, Georgia",39271
132,1500000US130159608011,130159608011,"Block Group 1, Census Tract 9608.01, Bartow County, Georgia",42311
133,1500000US130159608012,130159608012,"Block Group 2, Census Tract 9608.01, Bartow County, Georgia",51861
134,1500000US130159608021,130159608021,"Block Group 1, Census Tract 9608.02, Bartow County, Georgia",24562
135,1500000US130159608022,130159608022,"Block Group 2, Census Tract 9608.02, Bartow County, Georgia",36389
136,1500000US130159608031,130159608031,"Block Group 1, Census Tract 9608.03, Bartow County, Georgia",48227
137,1500000US130159608032,130159608032,"Block Group 2, Census Tract 9608.03, Bartow County, Georgia",21496
138,1500000US130159608033,130159608033,"Block Group 3, Census Tract 9608.03, Bartow County, Georgia",62652
139,1500000US130159609011,130159609011,"Block Group 1, Census Tract 9609.01, Bartow County, Georgia",49632
140,1500000US130159609012,130159609012,"Block Group 2, Census Tract 9609.01, Bartow County, Georgia",56615
141,1500000US130159609021,130159609021,"Block Group 1, Census Tract 9609.02, Bartow County, Georgia",57923
142,1500000US130159609022,130159609022,"Block Group 2, Census Tract 9609.02, Bartow County, Georgia",55795
143,1500000US130159609023,130159609023,"Block Group 3, Census Tract 9609.02, Bartow County, Georgia",55446
144,1500000US130159609024,130159609024,"Block Group 4, Census Tract 9609.02, Bartow County, Georgia",56667
145,1500000US130159610001,130159610001,"Block Group 1, Census Tract 9610, Bartow County, Georgia",46616
146,1500000US130159610002,130159610002,"Block Group 2, Census Tract 9610, Bartow County, Georgia",56726
147,1500000US130159610003,130159610003,"Block Group 3, Census Tract 9610, Bartow County, Georgia",72490
148,1500000US130159610004,130159610004,"Block Group 4, Census Tract 9610, Bartow County, Georgia",66000
149,1500000US130179601001,130179601001,"Block Group 1, Census Tract 9601, Ben Hill County, Georgia",34848
150,1500000US130179602001,130179602001,"Block Group 1, Census Tract 9602, Ben Hill County, Georgia",40250
151,1500000US130179603001,130179603001,"Block Group 1, Census Tract 9603, Ben Hill County, Georgia",41757
152,1500000US130179603002,130179603002,"Block Group 2, Census Tract 9603, Ben Hill County, Georgia",18404
153,1500000US130179603003,130179603003,"Block Group 3, Census Tract 9603, Ben Hill County, Georgia",20057
154,1500000US130179603004,130179603004,"Block Group 4, Census Tract 9603, Ben Hill County, Georgia",21522
155,1500000US130179604001,130179604001,"Block Group 1, Census Tract 9604, Ben Hill County, Georgia",19083
156,1500000US130179604002,130179604002,"Block Group 2, Census Tract 9604, Ben Hill County, Georgia",26360
