,ID,ID2,GEOGRAPHY,MEDIAN_YEAR_STRUCTURE_BUILT
1255,1500000US130670304101,130670304101,"Block Group 1, Census Tract 304.10, Cobb County, Georgia",1976
1256,1500000US130670304102,130670304102,"Block Group 2, Census Tract 304.10, Cobb County, Georgia",1983
1257,1500000US130670304111,130670304111,"Block Group 1, Census Tract 304.11, Cobb County, Georgia",1976
1258,1500000US130670304112,130670304112,"Block Group 2, Census Tract 304.11, Cobb County, Georgia",1979
1259,1500000US130670304113,130670304113,"Block Group 3, Census Tract 304.11, Cobb County, Georgia",1982
1260,1500000US130670304121,130670304121,"Block Group 1, Census Tract 304.12, Cobb County, Georgia",1982
1261,1500000US130670304122,130670304122,"Block Group 2, Census Tract 304.12, Cobb County, Georgia",1985
1262,1500000US130670304123,130670304123,"Block Group 3, Census Tract 304.12, Cobb County, Georgia",1975
1263,1500000US130670304124,130670304124,"Block Group 4, Census Tract 304.12, Cobb County, Georgia",1975
1264,1500000US130670304131,130670304131,"Block Group 1, Census Tract 304.13, Cobb County, Georgia",1984
1265,1500000US130670304132,130670304132,"Block Group 2, Census Tract 304.13, Cobb County, Georgia",1979
1266,1500000US130670304133,130670304133,"Block Group 3, Census Tract 304.13, Cobb County, Georgia",1984
1267,1500000US130670304141,130670304141,"Block Group 1, Census Tract 304.14, Cobb County, Georgia",1981
1268,1500000US130670304142,130670304142,"Block Group 2, Census Tract 304.14, Cobb County, Georgia",1976
1269,1500000US130670305021,130670305021,"Block Group 1, Census Tract 305.02, Cobb County, Georgia",1990
1270,1500000US130670305022,130670305022,"Block Group 2, Census Tract 305.02, Cobb County, Georgia",1991
1271,1500000US130670305023,130670305023,"Block Group 3, Census Tract 305.02, Cobb County, Georgia",1986
1272,1500000US130670305041,130670305041,"Block Group 1, Census Tract 305.04, Cobb County, Georgia",1988
1273,1500000US130670305042,130670305042,"Block Group 2, Census Tract 305.04, Cobb County, Georgia",1970
1274,1500000US130670305043,130670305043,"Block Group 3, Census Tract 305.04, Cobb County, Georgia",1979
1275,1500000US130670305044,130670305044,"Block Group 4, Census Tract 305.04, Cobb County, Georgia",1985
1276,1500000US130670305051,130670305051,"Block Group 1, Census Tract 305.05, Cobb County, Georgia",1983
1277,1500000US130670305052,130670305052,"Block Group 2, Census Tract 305.05, Cobb County, Georgia",1975
1278,1500000US130670305053,130670305053,"Block Group 3, Census Tract 305.05, Cobb County, Georgia",1990
1279,1500000US130670305054,130670305054,"Block Group 4, Census Tract 305.05, Cobb County, Georgia",1984
1280,1500000US130670305061,130670305061,"Block Group 1, Census Tract 305.06, Cobb County, Georgia",1977
1281,1500000US130670305062,130670305062,"Block Group 2, Census Tract 305.06, Cobb County, Georgia",1976
1282,1500000US130670305071,130670305071,"Block Group 1, Census Tract 305.07, Cobb County, Georgia",1986
1283,1500000US130670305072,130670305072,"Block Group 2, Census Tract 305.07, Cobb County, Georgia",1985
1284,1500000US130670306011,130670306011,"Block Group 1, Census Tract 306.01, Cobb County, Georgia",1995
1285,1500000US130670306012,130670306012,"Block Group 2, Census Tract 306.01, Cobb County, Georgia",1996
1286,1500000US130670306013,130670306013,"Block Group 3, Census Tract 306.01, Cobb County, Georgia",1995
1287,1500000US130670306021,130670306021,"Block Group 1, Census Tract 306.02, Cobb County, Georgia",1989
1288,1500000US130670306022,130670306022,"Block Group 2, Census Tract 306.02, Cobb County, Georgia",1992
1289,1500000US130670306023,130670306023,"Block Group 3, Census Tract 306.02, Cobb County, Georgia",1950
1290,1500000US130670306024,130670306024,"Block Group 4, Census Tract 306.02, Cobb County, Georgia",1978
1291,1500000US130670307001,130670307001,"Block Group 1, Census Tract 307, Cobb County, Georgia",1973
1292,1500000US130670307002,130670307002,"Block Group 2, Census Tract 307, Cobb County, Georgia",1954
1293,1500000US130670307003,130670307003,"Block Group 3, Census Tract 307, Cobb County, Georgia",1974
1294,1500000US130670307004,130670307004,"Block Group 4, Census Tract 307, Cobb County, Georgia",1961
1295,1500000US130670308001,130670308001,"Block Group 1, Census Tract 308, Cobb County, Georgia",1969
1296,1500000US130670308002,130670308002,"Block Group 2, Census Tract 308, Cobb County, Georgia",1978
1297,1500000US130670308003,130670308003,"Block Group 3, Census Tract 308, Cobb County, Georgia",1963
1298,1500000US130670309011,130670309011,"Block Group 1, Census Tract 309.01, Cobb County, Georgia",1986
1299,1500000US130670309012,130670309012,"Block Group 2, Census Tract 309.01, Cobb County, Georgia",1978
1300,1500000US130670309013,130670309013,"Block Group 3, Census Tract 309.01, Cobb County, Georgia",1987
1301,1500000US130670309014,130670309014,"Block Group 4, Census Tract 309.01, Cobb County, Georgia",1985
1302,1500000US130670309015,130670309015,"Block Group 5, Census Tract 309.01, Cobb County, Georgia",1986
1303,1500000US130670309021,130670309021,"Block Group 1, Census Tract 309.02, Cobb County, Georgia",1958
1304,1500000US130670309022,130670309022,"Block Group 2, Census Tract 309.02, Cobb County, Georgia",1978
1305,1500000US130670309023,130670309023,"Block Group 3, Census Tract 309.02, Cobb County, Georgia",1958
1306,1500000US130670309024,130670309024,"Block Group 4, Census Tract 309.02, Cobb County, Georgia",1975
1307,1500000US130670309041,130670309041,"Block Group 1, Census Tract 309.04, Cobb County, Georgia",1986
1308,1500000US130670309042,130670309042,"Block Group 2, Census Tract 309.04, Cobb County, Georgia",1982
1309,1500000US130670309043,130670309043,"Block Group 3, Census Tract 309.04, Cobb County, Georgia",1978
1310,1500000US130670309044,130670309044,"Block Group 4, Census Tract 309.04, Cobb County, Georgia",1989
1311,1500000US130670309051,130670309051,"Block Group 1, Census Tract 309.05, Cobb County, Georgia",1991
1312,1500000US130670309052,130670309052,"Block Group 2, Census Tract 309.05, Cobb County, Georgia",1969
1313,1500000US130670309053,130670309053,"Block Group 3, Census Tract 309.05, Cobb County, Georgia",1995
1314,1500000US130670309054,130670309054,"Block Group 4, Census Tract 309.05, Cobb County, Georgia",1985
1315,1500000US130670310011,130670310011,"Block Group 1, Census Tract 310.01, Cobb County, Georgia",1965
1316,1500000US130670310012,130670310012,"Block Group 2, Census Tract 310.01, Cobb County, Georgia",1963
1317,1500000US130670310013,130670310013,"Block Group 3, Census Tract 310.01, Cobb County, Georgia",1959
1318,1500000US130670310021,130670310021,"Block Group 1, Census Tract 310.02, Cobb County, Georgia",1965
1319,1500000US130670310022,130670310022,"Block Group 2, Census Tract 310.02, Cobb County, Georgia",1969
1320,1500000US130670310023,130670310023,"Block Group 3, Census Tract 310.02, Cobb County, Georgia",1965
1321,1500000US130670310024,130670310024,"Block Group 4, Census Tract 310.02, Cobb County, Georgia",2002
1322,1500000US130670310041,130670310041,"Block Group 1, Census Tract 310.04, Cobb County, Georgia",1970
1323,1500000US130670310042,130670310042,"Block Group 2, Census Tract 310.04, Cobb County, Georgia",1966
1324,1500000US130670310043,130670310043,"Block Group 3, Census Tract 310.04, Cobb County, Georgia",1975
1325,1500000US130670310044,130670310044,"Block Group 4, Census Tract 310.04, Cobb County, Georgia",1973
1326,1500000US130670310051,130670310051,"Block Group 1, Census Tract 310.05, Cobb County, Georgia",1991
1327,1500000US130670310052,130670310052,"Block Group 2, Census Tract 310.05, Cobb County, Georgia",1967
1328,1500000US130670311011,130670311011,"Block Group 1, Census Tract 311.01, Cobb County, Georgia",1966
1329,1500000US130670311012,130670311012,"Block Group 2, Census Tract 311.01, Cobb County, Georgia",1981
1330,1500000US130670311013,130670311013,"Block Group 3, Census Tract 311.01, Cobb County, Georgia",1965
1331,1500000US130670311061,130670311061,"Block Group 1, Census Tract 311.06, Cobb County, Georgia",1986
1332,1500000US130670311062,130670311062,"Block Group 2, Census Tract 311.06, Cobb County, Georgia",1991
1333,1500000US130670311063,130670311063,"Block Group 3, Census Tract 311.06, Cobb County, Georgia",1993
1334,1500000US130670311064,130670311064,"Block Group 4, Census Tract 311.06, Cobb County, Georgia",1992
1335,1500000US130670311081,130670311081,"Block Group 1, Census Tract 311.08, Cobb County, Georgia",1967
1336,1500000US130670311082,130670311082,"Block Group 2, Census Tract 311.08, Cobb County, Georgia",1984
1337,1500000US130670311083,130670311083,"Block Group 3, Census Tract 311.08, Cobb County, Georgia",1984
1338,1500000US130670311084,130670311084,"Block Group 4, Census Tract 311.08, Cobb County, Georgia",1985
1339,1500000US130670311101,130670311101,"Block Group 1, Census Tract 311.10, Cobb County, Georgia",1971
1340,1500000US130670311102,130670311102,"Block Group 2, Census Tract 311.10, Cobb County, Georgia",1958
1341,1500000US130670311111,130670311111,"Block Group 1, Census Tract 311.11, Cobb County, Georgia",1988
1342,1500000US130670311112,130670311112,"Block Group 2, Census Tract 311.11, Cobb County, Georgia",1986
1343,1500000US130670311121,130670311121,"Block Group 1, Census Tract 311.12, Cobb County, Georgia",1966
1344,1500000US130670311122,130670311122,"Block Group 2, Census Tract 311.12, Cobb County, Georgia",1985
1345,1500000US130670311123,130670311123,"Block Group 3, Census Tract 311.12, Cobb County, Georgia",1994
1346,1500000US130670311131,130670311131,"Block Group 1, Census Tract 311.13, Cobb County, Georgia",1980
1347,1500000US130670311141,130670311141,"Block Group 1, Census Tract 311.14, Cobb County, Georgia",1982
1348,1500000US130670311142,130670311142,"Block Group 2, Census Tract 311.14, Cobb County, Georgia",1989
1349,1500000US130670311143,130670311143,"Block Group 3, Census Tract 311.14, Cobb County, Georgia",1980
1350,1500000US130670311144,130670311144,"Block Group 4, Census Tract 311.14, Cobb County, Georgia",1980
1351,1500000US130670311151,130670311151,"Block Group 1, Census Tract 311.15, Cobb County, Georgia",1982
1352,1500000US130670311152,130670311152,"Block Group 2, Census Tract 311.15, Cobb County, Georgia",1968
1353,1500000US130670311161,130670311161,"Block Group 1, Census Tract 311.16, Cobb County, Georgia",1979
1354,1500000US130670311162,130670311162,"Block Group 2, Census Tract 311.16, Cobb County, Georgia",1985
1355,1500000US130670311163,130670311163,"Block Group 3, Census Tract 311.16, Cobb County, Georgia",1978
1356,1500000US130670311171,130670311171,"Block Group 1, Census Tract 311.17, Cobb County, Georgia",1980
1357,1500000US130670311172,130670311172,"Block Group 2, Census Tract 311.17, Cobb County, Georgia",1975
1358,1500000US130670311173,130670311173,"Block Group 3, Census Tract 311.17, Cobb County, Georgia",1976
1359,1500000US130670311181,130670311181,"Block Group 1, Census Tract 311.18, Cobb County, Georgia",1969
1360,1500000US130670311182,130670311182,"Block Group 2, Census Tract 311.18, Cobb County, Georgia",1988
1361,1500000US130670311183,130670311183,"Block Group 3, Census Tract 311.18, Cobb County, Georgia",1988
1362,1500000US130670312051,130670312051,"Block Group 1, Census Tract 312.05, Cobb County, Georgia",2000
1363,1500000US130670312052,130670312052,"Block Group 2, Census Tract 312.05, Cobb County, Georgia",2001
1364,1500000US130670312053,130670312053,"Block Group 3, Census Tract 312.05, Cobb County, Georgia",1988
1365,1500000US130670312061,130670312061,"Block Group 1, Census Tract 312.06, Cobb County, Georgia",2001
1366,1500000US130670312062,130670312062,"Block Group 2, Census Tract 312.06, Cobb County, Georgia",1986
1367,1500000US130670312063,130670312063,"Block Group 3, Census Tract 312.06, Cobb County, Georgia",2002
1368,1500000US130670312071,130670312071,"Block Group 1, Census Tract 312.07, Cobb County, Georgia",1992
1369,1500000US130670312072,130670312072,"Block Group 2, Census Tract 312.07, Cobb County, Georgia",1984
1370,1500000US130670312073,130670312073,"Block Group 3, Census Tract 312.07, Cobb County, Georgia",2004
1371,1500000US130670312081,130670312081,"Block Group 1, Census Tract 312.08, Cobb County, Georgia",1982
1372,1500000US130670312082,130670312082,"Block Group 2, Census Tract 312.08, Cobb County, Georgia",1995
1373,1500000US130670312083,130670312083,"Block Group 3, Census Tract 312.08, Cobb County, Georgia",1986
1374,1500000US130670312091,130670312091,"Block Group 1, Census Tract 312.09, Cobb County, Georgia",1994
1375,1500000US130670312092,130670312092,"Block Group 2, Census Tract 312.09, Cobb County, Georgia",2000
1376,1500000US130670312111,130670312111,"Block Group 1, Census Tract 312.11, Cobb County, Georgia",1994
1377,1500000US130670312112,130670312112,"Block Group 2, Census Tract 312.11, Cobb County, Georgia",1990
1378,1500000US130670312113,130670312113,"Block Group 3, Census Tract 312.11, Cobb County, Georgia",1977
1379,1500000US130670312121,130670312121,"Block Group 1, Census Tract 312.12, Cobb County, Georgia",1984
1380,1500000US130670313061,130670313061,"Block Group 1, Census Tract 313.06, Cobb County, Georgia",1975
1381,1500000US130670313062,130670313062,"Block Group 2, Census Tract 313.06, Cobb County, Georgia",1965
1382,1500000US130670313071,130670313071,"Block Group 1, Census Tract 313.07, Cobb County, Georgia",1967
1383,1500000US130670313072,130670313072,"Block Group 2, Census Tract 313.07, Cobb County, Georgia",1982
1384,1500000US130670313073,130670313073,"Block Group 3, Census Tract 313.07, Cobb County, Georgia",1984
1385,1500000US130670313081,130670313081,"Block Group 1, Census Tract 313.08, Cobb County, Georgia",1965
1386,1500000US130670313082,130670313082,"Block Group 2, Census Tract 313.08, Cobb County, Georgia",1972
1387,1500000US130670313083,130670313083,"Block Group 3, Census Tract 313.08, Cobb County, Georgia",1979
1388,1500000US130670313091,130670313091,"Block Group 1, Census Tract 313.09, Cobb County, Georgia",1967
1389,1500000US130670313092,130670313092,"Block Group 2, Census Tract 313.09, Cobb County, Georgia",1973
1390,1500000US130670313093,130670313093,"Block Group 3, Census Tract 313.09, Cobb County, Georgia",1984
1391,1500000US130670313094,130670313094,"Block Group 4, Census Tract 313.09, Cobb County, Georgia",1987
1392,1500000US130670313101,130670313101,"Block Group 1, Census Tract 313.10, Cobb County, Georgia",2000
1393,1500000US130670313102,130670313102,"Block Group 2, Census Tract 313.10, Cobb County, Georgia",1992
1394,1500000US130670313103,130670313103,"Block Group 3, Census Tract 313.10, Cobb County, Georgia",1988
1395,1500000US130670313111,130670313111,"Block Group 1, Census Tract 313.11, Cobb County, Georgia",1988
1396,1500000US130670313112,130670313112,"Block Group 2, Census Tract 313.11, Cobb County, Georgia",1983
1397,1500000US130670313113,130670313113,"Block Group 3, Census Tract 313.11, Cobb County, Georgia",1981
1398,1500000US130670313121,130670313121,"Block Group 1, Census Tract 313.12, Cobb County, Georgia",1974
1399,1500000US130670313122,130670313122,"Block Group 2, Census Tract 313.12, Cobb County, Georgia",1993
1400,1500000US130670313123,130670313123,"Block Group 3, Census Tract 313.12, Cobb County, Georgia",2001
1401,1500000US130670313124,130670313124,"Block Group 4, Census Tract 313.12, Cobb County, Georgia",2004
1402,1500000US130670313131,130670313131,"Block Group 1, Census Tract 313.13, Cobb County, Georgia",2002
1403,1500000US130670313132,130670313132,"Block Group 2, Census Tract 313.13, Cobb County, Georgia",2001
1404,1500000US130670314041,130670314041,"Block Group 1, Census Tract 314.04, Cobb County, Georgia",1972
1405,1500000US130670314042,130670314042,"Block Group 2, Census Tract 314.04, Cobb County, Georgia",1993
1406,1500000US130670314043,130670314043,"Block Group 3, Census Tract 314.04, Cobb County, Georgia",1966
1407,1500000US130670314044,130670314044,"Block Group 4, Census Tract 314.04, Cobb County, Georgia",1968
1408,1500000US130670314051,130670314051,"Block Group 1, Census Tract 314.05, Cobb County, Georgia",1976
1409,1500000US130670314052,130670314052,"Block Group 2, Census Tract 314.05, Cobb County, Georgia",1993
1410,1500000US130670314053,130670314053,"Block Group 3, Census Tract 314.05, Cobb County, Georgia",1979
1411,1500000US130670314054,130670314054,"Block Group 4, Census Tract 314.05, Cobb County, Georgia",1982
1412,1500000US130670314055,130670314055,"Block Group 5, Census Tract 314.05, Cobb County, Georgia",1988
1413,1500000US130670314061,130670314061,"Block Group 1, Census Tract 314.06, Cobb County, Georgia",1995
1414,1500000US130670314062,130670314062,"Block Group 2, Census Tract 314.06, Cobb County, Georgia",1988
1415,1500000US130670314063,130670314063,"Block Group 3, Census Tract 314.06, Cobb County, Georgia",1990
1416,1500000US130670314081,130670314081,"Block Group 1, Census Tract 314.08, Cobb County, Georgia",1977
1417,1500000US130670314082,130670314082,"Block Group 2, Census Tract 314.08, Cobb County, Georgia",1995
1418,1500000US130670314083,130670314083,"Block Group 3, Census Tract 314.08, Cobb County, Georgia",1981
1419,1500000US130670314091,130670314091,"Block Group 1, Census Tract 314.09, Cobb County, Georgia",1989
1420,1500000US130670314092,130670314092,"Block Group 2, Census Tract 314.09, Cobb County, Georgia",1991
1421,1500000US130670315031,130670315031,"Block Group 1, Census Tract 315.03, Cobb County, Georgia",1991
1422,1500000US130670315032,130670315032,"Block Group 2, Census Tract 315.03, Cobb County, Georgia",1985
1423,1500000US130670315033,130670315033,"Block Group 3, Census Tract 315.03, Cobb County, Georgia",1987
1424,1500000US130670315034,130670315034,"Block Group 4, Census Tract 315.03, Cobb County, Georgia",1981
1425,1500000US130670315051,130670315051,"Block Group 1, Census Tract 315.05, Cobb County, Georgia",1994
1426,1500000US130670315052,130670315052,"Block Group 2, Census Tract 315.05, Cobb County, Georgia",2001
1427,1500000US130670315053,130670315053,"Block Group 3, Census Tract 315.05, Cobb County, Georgia",1990
1428,1500000US130670315061,130670315061,"Block Group 1, Census Tract 315.06, Cobb County, Georgia",1994
1429,1500000US130670315062,130670315062,"Block Group 2, Census Tract 315.06, Cobb County, Georgia",1984
1430,1500000US130670315063,130670315063,"Block Group 3, Census Tract 315.06, Cobb County, Georgia",1971
1431,1500000US130670315071,130670315071,"Block Group 1, Census Tract 315.07, Cobb County, Georgia",1987
1432,1500000US130670315072,130670315072,"Block Group 2, Census Tract 315.07, Cobb County, Georgia",1996
1433,1500000US130670315081,130670315081,"Block Group 1, Census Tract 315.08, Cobb County, Georgia",1981
1434,1500000US130670315082,130670315082,"Block Group 2, Census Tract 315.08, Cobb County, Georgia",1996
1435,1500000US130670315091,130670315091,"Block Group 1, Census Tract 315.09, Cobb County, Georgia",1999
1436,1500000US130670315092,130670315092,"Block Group 2, Census Tract 315.09, Cobb County, Georgia",2001
1437,1500000US130670315093,130670315093,"Block Group 3, Census Tract 315.09, Cobb County, Georgia",2000
1438,1500000US130670315094,130670315094,"Block Group 4, Census Tract 315.09, Cobb County, Georgia",1995
1439,1500000US130670315095,130670315095,"Block Group 5, Census Tract 315.09, Cobb County, Georgia",2001
1440,1500000US130690101001,130690101001,"Block Group 1, Census Tract 101, Coffee County, Georgia",1998
1441,1500000US130690101002,130690101002,"Block Group 2, Census Tract 101, Coffee County, Georgia",1974
1442,1500000US130690101003,130690101003,"Block Group 3, Census Tract 101, Coffee County, Georgia",1993
1443,1500000US130690102001,130690102001,"Block Group 1, Census Tract 102, Coffee County, Georgia",1993
1444,1500000US130690102002,130690102002,"Block Group 2, Census Tract 102, Coffee County, Georgia",1990
1445,1500000US130690103001,130690103001,"Block Group 1, Census Tract 103, Coffee County, Georgia",1991
1446,1500000US130690103002,130690103002,"Block Group 2, Census Tract 103, Coffee County, Georgia",1986
1447,1500000US130690104001,130690104001,"Block Group 1, Census Tract 104, Coffee County, Georgia",1980
1448,1500000US130690104002,130690104002,"Block Group 2, Census Tract 104, Coffee County, Georgia",1968
1449,1500000US130690104003,130690104003,"Block Group 3, Census Tract 104, Coffee County, Georgia",1973
1450,1500000US130690104004,130690104004,"Block Group 4, Census Tract 104, Coffee County, Georgia",1979
1451,1500000US130690105001,130690105001,"Block Group 1, Census Tract 105, Coffee County, Georgia",1977
1452,1500000US130690105002,130690105002,"Block Group 2, Census Tract 105, Coffee County, Georgia",1965
1453,1500000US130690105003,130690105003,"Block Group 3, Census Tract 105, Coffee County, Georgia",1980
1454,1500000US130690106001,130690106001,"Block Group 1, Census Tract 106, Coffee County, Georgia",1993
1455,1500000US130690106002,130690106002,"Block Group 2, Census Tract 106, Coffee County, Georgia",1984
1456,1500000US130690106003,130690106003,"Block Group 3, Census Tract 106, Coffee County, Georgia",1978
1457,1500000US130690107001,130690107001,"Block Group 1, Census Tract 107, Coffee County, Georgia",1991
1458,1500000US130690107002,130690107002,"Block Group 2, Census Tract 107, Coffee County, Georgia",1990
1459,1500000US130690107003,130690107003,"Block Group 3, Census Tract 107, Coffee County, Georgia",1970
1460,1500000US130690107004,130690107004,"Block Group 4, Census Tract 107, Coffee County, Georgia",1990
1461,1500000US130690108011,130690108011,"Block Group 1, Census Tract 108.01, Coffee County, Georgia",1989
1462,1500000US130690108012,130690108012,"Block Group 2, Census Tract 108.01, Coffee County, Georgia",1989
1463,1500000US130690108013,130690108013,"Block Group 3, Census Tract 108.01, Coffee County, Georgia",1973
1464,1500000US130690108021,130690108021,"Block Group 1, Census Tract 108.02, Coffee County, Georgia",1994
1465,1500000US130690108022,130690108022,"Block Group 2, Census Tract 108.02, Coffee County, Georgia",1985
1466,1500000US130690108023,130690108023,"Block Group 3, Census Tract 108.02, Coffee County, Georgia",1969
1467,1500000US130719701001,130719701001,"Block Group 1, Census Tract 9701, Colquitt County, Georgia",1990
1468,1500000US130719701002,130719701002,"Block Group 2, Census Tract 9701, Colquitt County, Georgia",1990
1469,1500000US130719702001,130719702001,"Block Group 1, Census Tract 9702, Colquitt County, Georgia",1970
1470,1500000US130719702002,130719702002,"Block Group 2, Census Tract 9702, Colquitt County, Georgia",1975
1471,1500000US130719703001,130719703001,"Block Group 1, Census Tract 9703, Colquitt County, Georgia",1988
1472,1500000US130719703002,130719703002,"Block Group 2, Census Tract 9703, Colquitt County, Georgia",1990
1473,1500000US130719703003,130719703003,"Block Group 3, Census Tract 9703, Colquitt County, Georgia",1967
1474,1500000US130719703004,130719703004,"Block Group 4, Census Tract 9703, Colquitt County, Georgia",1974
1475,1500000US130719703005,130719703005,"Block Group 5, Census Tract 9703, Colquitt County, Georgia",1970
1476,1500000US130719704001,130719704001,"Block Group 1, Census Tract 9704, Colquitt County, Georgia",1990
1477,1500000US130719704002,130719704002,"Block Group 2, Census Tract 9704, Colquitt County, Georgia",1982
1478,1500000US130719704003,130719704003,"Block Group 3, Census Tract 9704, Colquitt County, Georgia",1973
1479,1500000US130719705001,130719705001,"Block Group 1, Census Tract 9705, Colquitt County, Georgia",1980
1480,1500000US130719705002,130719705002,"Block Group 2, Census Tract 9705, Colquitt County, Georgia",1985
1481,1500000US130719706001,130719706001,"Block Group 1, Census Tract 9706, Colquitt County, Georgia",1988
1482,1500000US130719706002,130719706002,"Block Group 2, Census Tract 9706, Colquitt County, Georgia",1990
1483,1500000US130719706003,130719706003,"Block Group 3, Census Tract 9706, Colquitt County, Georgia",1985
1484,1500000US130719707011,130719707011,"Block Group 1, Census Tract 9707.01, Colquitt County, Georgia",1981
1485,1500000US130719707012,130719707012,"Block Group 2, Census Tract 9707.01, Colquitt County, Georgia",1982
1486,1500000US130719707013,130719707013,"Block Group 3, Census Tract 9707.01, Colquitt County, Georgia",1987
1487,1500000US130719707014,130719707014,"Block Group 4, Census Tract 9707.01, Colquitt County, Georgia",1997
1488,1500000US130719707021,130719707021,"Block Group 1, Census Tract 9707.02, Colquitt County, Georgia",1966
1489,1500000US130719708001,130719708001,"Block Group 1, Census Tract 9708, Colquitt County, Georgia",1983
1490,1500000US130719708002,130719708002,"Block Group 2, Census Tract 9708, Colquitt County, Georgia",1966
1491,1500000US130719708003,130719708003,"Block Group 3, Census Tract 9708, Colquitt County, Georgia",1973
1492,1500000US130719708004,130719708004,"Block Group 4, Census Tract 9708, Colquitt County, Georgia",1970
1493,1500000US130719709001,130719709001,"Block Group 1, Census Tract 9709, Colquitt County, Georgia",1982
1494,1500000US130719709002,130719709002,"Block Group 2, Census Tract 9709, Colquitt County, Georgia",1992
1495,1500000US130719709003,130719709003,"Block Group 3, Census Tract 9709, Colquitt County, Georgia",1986
1496,1500000US130719709004,130719709004,"Block Group 4, Census Tract 9709, Colquitt County, Georgia",1984
1497,1500000US130730301021,130730301021,"Block Group 1, Census Tract 301.02, Columbia County, Georgia",1993
1498,1500000US130730301022,130730301022,"Block Group 2, Census Tract 301.02, Columbia County, Georgia",1998
1499,1500000US130730301023,130730301023,"Block Group 3, Census Tract 301.02, Columbia County, Georgia",2001
1500,1500000US130730301024,130730301024,"Block Group 4, Census Tract 301.02, Columbia County, Georgia",1987
1501,1500000US130730301025,130730301025,"Block Group 5, Census Tract 301.02, Columbia County, Georgia",1983
1502,1500000US130730301031,130730301031,"Block Group 1, Census Tract 301.03, Columbia County, Georgia",2000
1503,1500000US130730301051,130730301051,"Block Group 1, Census Tract 301.05, Columbia County, Georgia",1995
1504,1500000US130730301052,130730301052,"Block Group 2, Census Tract 301.05, Columbia County, Georgia",1987
1505,1500000US130730301053,130730301053,"Block Group 3, Census Tract 301.05, Columbia County, Georgia",1987
1506,1500000US130730301061,130730301061,"Block Group 1, Census Tract 301.06, Columbia County, Georgia",1988
1507,1500000US130730301062,130730301062,"Block Group 2, Census Tract 301.06, Columbia County, Georgia",1984
1508,1500000US130730302011,130730302011,"Block Group 1, Census Tract 302.01, Columbia County, Georgia",1988
1509,1500000US130730302012,130730302012,"Block Group 2, Census Tract 302.01, Columbia County, Georgia",1983
1510,1500000US130730302013,130730302013,"Block Group 3, Census Tract 302.01, Columbia County, Georgia",1994
1511,1500000US130730302021,130730302021,"Block Group 1, Census Tract 302.02, Columbia County, Georgia",1976
1512,1500000US130730302031,130730302031,"Block Group 1, Census Tract 302.03, Columbia County, Georgia",1981
1513,1500000US130730302032,130730302032,"Block Group 2, Census Tract 302.03, Columbia County, Georgia",1986
1514,1500000US130730302033,130730302033,"Block Group 3, Census Tract 302.03, Columbia County, Georgia",1986
1515,1500000US130730302034,130730302034,"Block Group 4, Census Tract 302.03, Columbia County, Georgia",1984
1516,1500000US130730303021,130730303021,"Block Group 1, Census Tract 303.02, Columbia County, Georgia",1990
1517,1500000US130730303022,130730303022,"Block Group 2, Census Tract 303.02, Columbia County, Georgia",1997
1518,1500000US130730303023,130730303023,"Block Group 3, Census Tract 303.02, Columbia County, Georgia",1991
1519,1500000US130730303024,130730303024,"Block Group 4, Census Tract 303.02, Columbia County, Georgia",1989
1520,1500000US130730303025,130730303025,"Block Group 5, Census Tract 303.02, Columbia County, Georgia",1987
1521,1500000US130730303041,130730303041,"Block Group 1, Census Tract 303.04, Columbia County, Georgia",2004
1522,1500000US130730303042,130730303042,"Block Group 2, Census Tract 303.04, Columbia County, Georgia",2004
1523,1500000US130730303061,130730303061,"Block Group 1, Census Tract 303.06, Columbia County, Georgia",2004
1524,1500000US130730303062,130730303062,"Block Group 2, Census Tract 303.06, Columbia County, Georgia",1979
1525,1500000US130730303071,130730303071,"Block Group 1, Census Tract 303.07, Columbia County, Georgia",1995
1526,1500000US130730303072,130730303072,"Block Group 2, Census Tract 303.07, Columbia County, Georgia",1996
1527,1500000US130730303073,130730303073,"Block Group 3, Census Tract 303.07, Columbia County, Georgia",1987
1528,1500000US130730303074,130730303074,"Block Group 4, Census Tract 303.07, Columbia County, Georgia",1994
1529,1500000US130730303081,130730303081,"Block Group 1, Census Tract 303.08, Columbia County, Georgia",1999
1530,1500000US130730303082,130730303082,"Block Group 2, Census Tract 303.08, Columbia County, Georgia",2005
1531,1500000US130730303091,130730303091,"Block Group 1, Census Tract 303.09, Columbia County, Georgia",2000
1532,1500000US130730303092,130730303092,"Block Group 2, Census Tract 303.09, Columbia County, Georgia",1979
1533,1500000US130730303093,130730303093,"Block Group 3, Census Tract 303.09, Columbia County, Georgia",2001
1534,1500000US130730303094,130730303094,"Block Group 4, Census Tract 303.09, Columbia County, Georgia",1992
1535,1500000US130730304011,130730304011,"Block Group 1, Census Tract 304.01, Columbia County, Georgia",1979
1536,1500000US130730304012,130730304012,"Block Group 2, Census Tract 304.01, Columbia County, Georgia",1989
1537,1500000US130730304021,130730304021,"Block Group 1, Census Tract 304.02, Columbia County, Georgia",1991
1538,1500000US130730304022,130730304022,"Block Group 2, Census Tract 304.02, Columbia County, Georgia",2004
1539,1500000US130730304023,130730304023,"Block Group 3, Census Tract 304.02, Columbia County, Georgia",1993
