,ID,ID2,GEOGRAPHY,T,NO_HIGHSCHOOL,HIGHSCHOOL_GED,SOMECOLLEGE,PROFESSIONALDEGREE,PCT_NO_HIGHSCHOOL,PCT_HIGHSCHOOL_GED,PCT_SOMECOLLEGE,PCT_PROFESSIONALDEGREE
1481,1500000US130719706001,130719706001,"Block Group 1, Census Tract 9706, Colquitt County, Georgia",1417,491,523,188,207,34.6506704305,36.908962597,13.2674664785,14.6083274524
1482,1500000US130719706002,130719706002,"Block Group 2, Census Tract 9706, Colquitt County, Georgia",1295,456,369,139,282,35.2123552124,28.4942084942,10.7335907336,21.7760617761
1483,1500000US130719706003,130719706003,"Block Group 3, Census Tract 9706, Colquitt County, Georgia",1512,130,271,387,724,8.59788359788,17.9232804233,25.5952380952,47.8835978836
1484,1500000US130719707011,130719707011,"Block Group 1, Census Tract 9707.01, Colquitt County, Georgia",1023,124,470,177,252,12.1212121212,45.9433040078,17.3020527859,24.633431085
1485,1500000US130719707012,130719707012,"Block Group 2, Census Tract 9707.01, Colquitt County, Georgia",859,148,396,124,191,17.2293364377,46.1001164144,14.4353899884,22.2351571595
1486,1500000US130719707013,130719707013,"Block Group 3, Census Tract 9707.01, Colquitt County, Georgia",1801,503,660,238,388,27.9289283731,36.6463076069,13.2148806219,21.5435868962
1487,1500000US130719707014,130719707014,"Block Group 4, Census Tract 9707.01, Colquitt County, Georgia",684,216,164,173,131,31.5789473684,23.9766081871,25.2923976608,19.1520467836
1488,1500000US130719707021,130719707021,"Block Group 1, Census Tract 9707.02, Colquitt County, Georgia",1736,651,756,175,154,37.5,43.5483870968,10.0806451613,8.87096774194
1489,1500000US130719708001,130719708001,"Block Group 1, Census Tract 9708, Colquitt County, Georgia",859,251,200,183,225,29.2200232829,23.282887078,21.3038416764,26.1932479627
1490,1500000US130719708002,130719708002,"Block Group 2, Census Tract 9708, Colquitt County, Georgia",550,113,266,92,79,20.5454545455,48.3636363636,16.7272727273,14.3636363636
1491,1500000US130719708003,130719708003,"Block Group 3, Census Tract 9708, Colquitt County, Georgia",211,77,64,68,2,36.4928909953,30.3317535545,32.2274881517,0.947867298578
1492,1500000US130719708004,130719708004,"Block Group 4, Census Tract 9708, Colquitt County, Georgia",316,93,159,21,38,29.4303797468,50.3164556962,6.64556962025,12.0253164557
1493,1500000US130719709001,130719709001,"Block Group 1, Census Tract 9709, Colquitt County, Georgia",1249,340,520,198,191,27.2217774219,41.6333066453,15.8526821457,15.292233787
1494,1500000US130719709002,130719709002,"Block Group 2, Census Tract 9709, Colquitt County, Georgia",859,210,292,198,159,24.4470314319,33.9930151339,23.0500582072,18.509895227
1495,1500000US130719709003,130719709003,"Block Group 3, Census Tract 9709, Colquitt County, Georgia",1034,253,462,127,192,24.4680851064,44.6808510638,12.2823984526,18.5686653772
1496,1500000US130719709004,130719709004,"Block Group 4, Census Tract 9709, Colquitt County, Georgia",1069,129,256,489,195,12.067352666,23.9476145931,45.7436856876,18.2413470533
1497,1500000US130730301021,130730301021,"Block Group 1, Census Tract 301.02, Columbia County, Georgia",633,0,71,50,469,0.0,11.2164296998,7.89889415482,74.0916271722
1498,1500000US130730301022,130730301022,"Block Group 2, Census Tract 301.02, Columbia County, Georgia",1455,0,47,130,1152,0.0,3.23024054983,8.93470790378,79.175257732
1499,1500000US130730301023,130730301023,"Block Group 3, Census Tract 301.02, Columbia County, Georgia",1534,133,189,293,919,8.67014341591,12.3207301173,19.1003911343,59.9087353325
1500,1500000US130730301024,130730301024,"Block Group 4, Census Tract 301.02, Columbia County, Georgia",1908,68,190,344,1088,3.56394129979,9.95807127883,18.0293501048,57.0230607966
1501,1500000US130730301025,130730301025,"Block Group 5, Census Tract 301.02, Columbia County, Georgia",1326,12,472,161,618,0.904977375566,35.5957767722,12.1417797888,46.6063348416
1502,1500000US130730301031,130730301031,"Block Group 1, Census Tract 301.03, Columbia County, Georgia",2412,113,209,383,1684,4.68490878939,8.66500829187,15.8789386401,69.8175787728
1503,1500000US130730301051,130730301051,"Block Group 1, Census Tract 301.05, Columbia County, Georgia",1042,71,183,252,484,6.81381957774,17.5623800384,24.1842610365,46.4491362764
1504,1500000US130730301052,130730301052,"Block Group 2, Census Tract 301.05, Columbia County, Georgia",2078,102,649,652,614,4.90856592878,31.2319538017,31.3763233879,29.5476419634
1505,1500000US130730301053,130730301053,"Block Group 3, Census Tract 301.05, Columbia County, Georgia",607,41,90,93,383,6.75453047776,14.8270181219,15.3212520593,63.097199341
1506,1500000US130730301061,130730301061,"Block Group 1, Census Tract 301.06, Columbia County, Georgia",1610,64,367,326,793,3.9751552795,22.7950310559,20.248447205,49.2546583851
1507,1500000US130730301062,130730301062,"Block Group 2, Census Tract 301.06, Columbia County, Georgia",868,115,219,229,305,13.2488479263,25.2304147465,26.3824884793,35.1382488479
1508,1500000US130730302011,130730302011,"Block Group 1, Census Tract 302.01, Columbia County, Georgia",1503,150,615,379,359,9.98003992016,40.9181636727,25.2162341983,23.8855622089
1509,1500000US130730302012,130730302012,"Block Group 2, Census Tract 302.01, Columbia County, Georgia",1958,145,470,550,730,7.40551583248,24.0040858018,28.0898876404,37.2829417773
1510,1500000US130730302013,130730302013,"Block Group 3, Census Tract 302.01, Columbia County, Georgia",799,62,196,166,316,7.75969962453,24.5306633292,20.7759699625,39.549436796
1511,1500000US130730302021,130730302021,"Block Group 1, Census Tract 302.02, Columbia County, Georgia",2479,309,849,625,696,12.4647035095,34.2476805163,25.2117789431,28.0758370311
1512,1500000US130730302031,130730302031,"Block Group 1, Census Tract 302.03, Columbia County, Georgia",1026,10,287,383,346,0.974658869396,27.9727095517,37.3294346979,33.7231968811
1513,1500000US130730302032,130730302032,"Block Group 2, Census Tract 302.03, Columbia County, Georgia",1009,53,142,179,635,5.25272547076,14.0733399405,17.7403369673,62.9335976214
1514,1500000US130730302033,130730302033,"Block Group 3, Census Tract 302.03, Columbia County, Georgia",615,38,368,130,79,6.17886178862,59.837398374,21.1382113821,12.8455284553
1515,1500000US130730302034,130730302034,"Block Group 4, Census Tract 302.03, Columbia County, Georgia",1741,44,285,241,1125,2.52728317059,16.369902355,13.8426191844,64.6180356117
1516,1500000US130730303021,130730303021,"Block Group 1, Census Tract 303.02, Columbia County, Georgia",700,28,190,181,301,4.0,27.1428571429,25.8571428571,43.0
1517,1500000US130730303022,130730303022,"Block Group 2, Census Tract 303.02, Columbia County, Georgia",2408,209,663,366,1138,8.67940199336,27.5332225914,15.1993355482,47.2591362126
1518,1500000US130730303023,130730303023,"Block Group 3, Census Tract 303.02, Columbia County, Georgia",858,98,332,201,227,11.4219114219,38.6946386946,23.4265734266,26.4568764569
1519,1500000US130730303024,130730303024,"Block Group 4, Census Tract 303.02, Columbia County, Georgia",1203,34,354,104,666,2.82626766417,29.4264339152,8.64505403159,55.36159601
1520,1500000US130730303025,130730303025,"Block Group 5, Census Tract 303.02, Columbia County, Georgia",2044,336,592,403,713,16.4383561644,28.9628180039,19.7162426614,34.8825831703
1521,1500000US130730303041,130730303041,"Block Group 1, Census Tract 303.04, Columbia County, Georgia",1203,31,294,187,634,2.57689110557,24.4389027431,15.544472153,52.7015793849
1522,1500000US130730303042,130730303042,"Block Group 2, Census Tract 303.04, Columbia County, Georgia",3667,270,541,931,1891,7.362967003,14.7532042542,25.3886010363,51.5680392692
1523,1500000US130730303061,130730303061,"Block Group 1, Census Tract 303.06, Columbia County, Georgia",2255,125,372,489,1181,5.54323725055,16.4966740576,21.6851441242,52.3725055432
1524,1500000US130730303062,130730303062,"Block Group 2, Census Tract 303.06, Columbia County, Georgia",1252,140,367,509,226,11.1821086262,29.3130990415,40.6549520767,18.0511182109
1525,1500000US130730303071,130730303071,"Block Group 1, Census Tract 303.07, Columbia County, Georgia",1063,75,191,231,566,7.05550329257,17.9680150517,21.7309501411,53.2455315146
1526,1500000US130730303072,130730303072,"Block Group 2, Census Tract 303.07, Columbia County, Georgia",1044,23,162,477,382,2.2030651341,15.5172413793,45.6896551724,36.5900383142
1527,1500000US130730303073,130730303073,"Block Group 3, Census Tract 303.07, Columbia County, Georgia",1626,21,447,373,772,1.29151291513,27.4907749077,22.9397293973,47.4784747847
1528,1500000US130730303074,130730303074,"Block Group 4, Census Tract 303.07, Columbia County, Georgia",1015,99,184,327,384,9.75369458128,18.1280788177,32.2167487685,37.8325123153
1529,1500000US130730303081,130730303081,"Block Group 1, Census Tract 303.08, Columbia County, Georgia",2115,77,302,520,1130,3.64066193853,14.2789598109,24.5862884161,53.4278959811
1530,1500000US130730303082,130730303082,"Block Group 2, Census Tract 303.08, Columbia County, Georgia",3586,151,545,491,2361,4.21081985499,15.1979921919,13.6921360848,65.8393753486
1531,1500000US130730303091,130730303091,"Block Group 1, Census Tract 303.09, Columbia County, Georgia",2461,0,483,448,1385,0.0,19.6261682243,18.2039821211,56.2779357985
1532,1500000US130730303092,130730303092,"Block Group 2, Census Tract 303.09, Columbia County, Georgia",1073,27,236,259,540,2.51630941286,21.9944082013,24.1379310345,50.3261882572
1533,1500000US130730303093,130730303093,"Block Group 3, Census Tract 303.09, Columbia County, Georgia",1294,86,132,386,602,6.64605873261,10.200927357,29.829984544,46.5224111283
1534,1500000US130730303094,130730303094,"Block Group 4, Census Tract 303.09, Columbia County, Georgia",2047,117,457,319,1114,5.7156814851,22.3253541768,15.5837811431,54.4211040547
1535,1500000US130730304011,130730304011,"Block Group 1, Census Tract 304.01, Columbia County, Georgia",969,149,223,235,356,15.3766769866,23.0134158927,24.2518059856,36.7389060888
1536,1500000US130730304012,130730304012,"Block Group 2, Census Tract 304.01, Columbia County, Georgia",713,64,341,127,181,8.97615708275,47.8260869565,17.8120617111,25.3856942496
1537,1500000US130730304021,130730304021,"Block Group 1, Census Tract 304.02, Columbia County, Georgia",1373,156,398,280,527,11.3619810634,28.987618354,20.3932993445,38.3831026948
1538,1500000US130730304022,130730304022,"Block Group 2, Census Tract 304.02, Columbia County, Georgia",3403,203,760,793,1611,5.96532471349,22.3332353805,23.3029679694,47.3405818396
1539,1500000US130730304023,130730304023,"Block Group 3, Census Tract 304.02, Columbia County, Georgia",1342,235,432,252,423,17.5111773472,32.1907600596,18.7779433681,31.520119225
1540,1500000US130730305031,130730305031,"Block Group 1, Census Tract 305.03, Columbia County, Georgia",1437,35,349,530,523,2.43562978427,24.2867084203,36.8823938761,36.3952679193
1541,1500000US130730305032,130730305032,"Block Group 2, Census Tract 305.03, Columbia County, Georgia",1516,282,670,193,305,18.6015831135,44.1952506596,12.7308707124,20.1187335092
1542,1500000US130730305033,130730305033,"Block Group 3, Census Tract 305.03, Columbia County, Georgia",1973,473,644,444,400,23.9736441967,32.6406487582,22.5038013178,20.2736948809
1543,1500000US130730305041,130730305041,"Block Group 1, Census Tract 305.04, Columbia County, Georgia",1408,201,512,363,325,14.2755681818,36.3636363636,25.78125,23.0823863636
1544,1500000US130730305042,130730305042,"Block Group 2, Census Tract 305.04, Columbia County, Georgia",931,180,287,185,272,19.3340494092,30.8270676692,19.8711063373,29.2158968851
1545,1500000US130730305051,130730305051,"Block Group 1, Census Tract 305.05, Columbia County, Georgia",4354,789,1165,1000,1400,18.1212677997,26.7570050528,22.9673863114,32.154340836
1546,1500000US130730305061,130730305061,"Block Group 1, Census Tract 305.06, Columbia County, Georgia",2790,119,591,873,1207,4.26523297491,21.1827956989,31.2903225806,43.2616487455
1547,1500000US130730305062,130730305062,"Block Group 2, Census Tract 305.06, Columbia County, Georgia",592,162,210,96,124,27.3648648649,35.472972973,16.2162162162,20.9459459459
1548,1500000US130730305063,130730305063,"Block Group 3, Census Tract 305.06, Columbia County, Georgia",1924,176,245,738,765,9.14760914761,12.7338877339,38.3575883576,39.7609147609
1549,1500000US130730305064,130730305064,"Block Group 4, Census Tract 305.06, Columbia County, Georgia",1606,70,556,428,528,4.35865504359,34.6201743462,26.6500622665,32.8767123288
1550,1500000US130730306031,130730306031,"Block Group 1, Census Tract 306.03, Columbia County, Georgia",1572,254,424,335,539,16.1577608142,26.9720101781,21.31043257,34.2875318066
1551,1500000US130730306032,130730306032,"Block Group 2, Census Tract 306.03, Columbia County, Georgia",1404,232,601,344,218,16.5242165242,42.8062678063,24.5014245014,15.5270655271
1552,1500000US130759601001,130759601001,"Block Group 1, Census Tract 9601, Cook County, Georgia",875,158,405,162,147,18.0571428571,46.2857142857,18.5142857143,16.8
1553,1500000US130759601002,130759601002,"Block Group 2, Census Tract 9601, Cook County, Georgia",574,94,299,103,78,16.3763066202,52.0905923345,17.9442508711,13.5888501742
1554,1500000US130759602001,130759602001,"Block Group 1, Census Tract 9602, Cook County, Georgia",405,127,127,64,87,31.3580246914,31.3580246914,15.8024691358,21.4814814815
1555,1500000US130759602002,130759602002,"Block Group 2, Census Tract 9602, Cook County, Georgia",753,183,321,152,97,24.3027888446,42.6294820717,20.1859229748,12.8818061089
1556,1500000US130759602003,130759602003,"Block Group 3, Census Tract 9602, Cook County, Georgia",610,216,190,85,117,35.4098360656,31.1475409836,13.9344262295,19.1803278689
1557,1500000US130759602004,130759602004,"Block Group 4, Census Tract 9602, Cook County, Georgia",413,115,152,89,57,27.8450363196,36.803874092,21.5496368039,13.8014527845
1558,1500000US130759602005,130759602005,"Block Group 5, Census Tract 9602, Cook County, Georgia",400,212,117,53,18,53.0,29.25,13.25,4.5
1559,1500000US130759603001,130759603001,"Block Group 1, Census Tract 9603, Cook County, Georgia",742,256,302,86,98,34.5013477089,40.7008086253,11.590296496,13.2075471698
1560,1500000US130759603002,130759603002,"Block Group 2, Census Tract 9603, Cook County, Georgia",935,155,352,224,186,16.577540107,37.6470588235,23.9572192513,19.8930481283
1561,1500000US130759603003,130759603003,"Block Group 3, Census Tract 9603, Cook County, Georgia",1090,185,384,110,393,16.9724770642,35.2293577982,10.0917431193,36.0550458716
1562,1500000US130759603004,130759603004,"Block Group 4, Census Tract 9603, Cook County, Georgia",526,90,181,66,176,17.1102661597,34.4106463878,12.5475285171,33.4600760456
1563,1500000US130759603005,130759603005,"Block Group 5, Census Tract 9603, Cook County, Georgia",632,206,209,76,141,32.5949367089,33.0696202532,12.0253164557,22.3101265823
1564,1500000US130759604001,130759604001,"Block Group 1, Census Tract 9604, Cook County, Georgia",1632,308,822,275,227,18.8725490196,50.3676470588,16.8504901961,13.9093137255
1565,1500000US130759604002,130759604002,"Block Group 2, Census Tract 9604, Cook County, Georgia",1088,310,337,225,216,28.4926470588,30.9742647059,20.6801470588,19.8529411765
1566,1500000US130759604003,130759604003,"Block Group 3, Census Tract 9604, Cook County, Georgia",484,154,207,94,26,31.8181818182,42.7685950413,19.4214876033,5.37190082645
1567,1500000US130771701001,130771701001,"Block Group 1, Census Tract 1701, Coweta County, Georgia",1397,143,629,300,325,10.2362204724,45.0250536865,21.4745884037,23.2641374374
1568,1500000US130771701002,130771701002,"Block Group 2, Census Tract 1701, Coweta County, Georgia",2438,473,921,412,617,19.4011484824,37.7768662838,16.899097621,25.3076292043
1569,1500000US130771701003,130771701003,"Block Group 3, Census Tract 1701, Coweta County, Georgia",1205,145,426,279,338,12.0331950207,35.3526970954,23.153526971,28.0497925311
1570,1500000US130771702001,130771702001,"Block Group 1, Census Tract 1702, Coweta County, Georgia",2298,486,763,449,582,21.1488250653,33.2027850305,19.5387293299,25.3263707572
1571,1500000US130771702002,130771702002,"Block Group 2, Census Tract 1702, Coweta County, Georgia",972,358,449,123,35,36.8312757202,46.1934156379,12.6543209877,3.60082304527
1572,1500000US130771702003,130771702003,"Block Group 3, Census Tract 1702, Coweta County, Georgia",533,89,307,65,72,16.6979362101,57.5984990619,12.1951219512,13.5084427767
1573,1500000US130771702004,130771702004,"Block Group 4, Census Tract 1702, Coweta County, Georgia",1125,125,306,147,536,11.1111111111,27.2,13.0666666667,47.6444444444
1574,1500000US130771703031,130771703031,"Block Group 1, Census Tract 1703.03, Coweta County, Georgia",3545,260,814,737,1680,7.33427362482,22.9619181946,20.7898448519,47.3906911142
1575,1500000US130771703041,130771703041,"Block Group 1, Census Tract 1703.04, Coweta County, Georgia",777,54,257,132,323,6.94980694981,33.0759330759,16.9884169884,41.5701415701
1576,1500000US130771703042,130771703042,"Block Group 2, Census Tract 1703.04, Coweta County, Georgia",2078,114,648,456,850,5.48604427334,31.1838306064,21.9441770934,40.9047160731
1577,1500000US130771703043,130771703043,"Block Group 3, Census Tract 1703.04, Coweta County, Georgia",1493,155,452,320,548,10.3817816477,30.2746148694,21.4333556597,36.7046215673
1578,1500000US130771703051,130771703051,"Block Group 1, Census Tract 1703.05, Coweta County, Georgia",1885,194,794,583,314,10.2917771883,42.1220159151,30.9283819629,16.6578249337
1579,1500000US130771703052,130771703052,"Block Group 2, Census Tract 1703.05, Coweta County, Georgia",3249,719,1139,809,573,22.1298861188,35.0569405971,24.8999692213,17.6361957525
1580,1500000US130771703053,130771703053,"Block Group 3, Census Tract 1703.05, Coweta County, Georgia",1160,112,471,209,368,9.65517241379,40.6034482759,18.0172413793,31.724137931
1581,1500000US130771703061,130771703061,"Block Group 1, Census Tract 1703.06, Coweta County, Georgia",472,19,105,80,268,4.02542372881,22.2457627119,16.9491525424,56.7796610169
1582,1500000US130771703062,130771703062,"Block Group 2, Census Tract 1703.06, Coweta County, Georgia",2543,69,675,635,1164,2.71333071176,26.543452615,24.9705072749,45.7727093983
1583,1500000US130771703063,130771703063,"Block Group 3, Census Tract 1703.06, Coweta County, Georgia",2535,179,668,826,852,7.06114398422,26.3510848126,32.58382643,33.6094674556
1584,1500000US130771704021,130771704021,"Block Group 1, Census Tract 1704.02, Coweta County, Georgia",870,228,525,37,80,26.2068965517,60.3448275862,4.25287356322,9.19540229885
1585,1500000US130771704022,130771704022,"Block Group 2, Census Tract 1704.02, Coweta County, Georgia",3139,245,815,579,1427,7.80503345014,25.9636827015,18.4453647658,45.4603376872
1586,1500000US130771704023,130771704023,"Block Group 3, Census Tract 1704.02, Coweta County, Georgia",2367,140,893,367,889,5.91465990706,37.7270806929,15.5048584706,37.5580904098
1587,1500000US130771704031,130771704031,"Block Group 1, Census Tract 1704.03, Coweta County, Georgia",692,150,203,170,169,21.676300578,29.3352601156,24.5664739884,24.4219653179
1588,1500000US130771704032,130771704032,"Block Group 2, Census Tract 1704.03, Coweta County, Georgia",2075,117,475,418,1037,5.63855421687,22.8915662651,20.1445783133,49.9759036145
1589,1500000US130771704041,130771704041,"Block Group 1, Census Tract 1704.04, Coweta County, Georgia",1482,64,406,450,562,4.31848852901,27.3954116059,30.3643724696,37.9217273954
1590,1500000US130771704042,130771704042,"Block Group 2, Census Tract 1704.04, Coweta County, Georgia",1259,12,222,318,667,0.953137410643,17.6330420969,25.258141382,52.9785544083
1591,1500000US130771704043,130771704043,"Block Group 3, Census Tract 1704.04, Coweta County, Georgia",1075,40,270,229,536,3.72093023256,25.1162790698,21.3023255814,49.8604651163
1592,1500000US130771704051,130771704051,"Block Group 1, Census Tract 1704.05, Coweta County, Georgia",1860,24,491,393,952,1.29032258065,26.3978494624,21.1290322581,51.1827956989
1593,1500000US130771704052,130771704052,"Block Group 2, Census Tract 1704.05, Coweta County, Georgia",1652,239,487,270,643,14.4673123487,29.4794188862,16.3438256659,38.9225181598
1594,1500000US130771704053,130771704053,"Block Group 3, Census Tract 1704.05, Coweta County, Georgia",1293,114,406,406,367,8.81670533643,31.399845321,31.399845321,28.3836040217
1595,1500000US130771704061,130771704061,"Block Group 1, Census Tract 1704.06, Coweta County, Georgia",2382,167,487,472,1067,7.01091519731,20.4450041982,19.8152812762,44.7942905122
1596,1500000US130771705011,130771705011,"Block Group 1, Census Tract 1705.01, Coweta County, Georgia",1754,249,459,575,471,14.1961231471,26.1687571266,32.7822120867,26.8529076397
1597,1500000US130771705012,130771705012,"Block Group 2, Census Tract 1705.01, Coweta County, Georgia",1396,145,271,370,609,10.3868194842,19.4126074499,26.5042979943,43.6246418338
1598,1500000US130771705013,130771705013,"Block Group 3, Census Tract 1705.01, Coweta County, Georgia",1634,51,639,293,636,3.1211750306,39.1064871481,17.9314565483,38.9228886169
1599,1500000US130771705021,130771705021,"Block Group 1, Census Tract 1705.02, Coweta County, Georgia",1418,134,585,220,479,9.44992947814,41.2552891396,15.514809591,33.7799717913
1600,1500000US130771705022,130771705022,"Block Group 2, Census Tract 1705.02, Coweta County, Georgia",1542,143,598,356,445,9.27367055772,38.7808041505,23.0869001297,28.8586251621
1601,1500000US130771705023,130771705023,"Block Group 3, Census Tract 1705.02, Coweta County, Georgia",1142,175,235,401,331,15.3239929947,20.5779334501,35.1138353765,28.9842381786
1602,1500000US130771705031,130771705031,"Block Group 1, Census Tract 1705.03, Coweta County, Georgia",1314,170,304,369,462,12.9375951294,23.1354642314,28.0821917808,35.1598173516
1603,1500000US130771705032,130771705032,"Block Group 2, Census Tract 1705.03, Coweta County, Georgia",1559,119,341,424,660,7.63309813983,21.8729955099,27.1969211033,42.3348300192
1604,1500000US130771705033,130771705033,"Block Group 3, Census Tract 1705.03, Coweta County, Georgia",975,71,288,303,275,7.28205128205,29.5384615385,31.0769230769,28.2051282051
1605,1500000US130771706011,130771706011,"Block Group 1, Census Tract 1706.01, Coweta County, Georgia",1145,352,402,243,148,30.7423580786,35.1091703057,21.2227074236,12.9257641921
1606,1500000US130771706012,130771706012,"Block Group 2, Census Tract 1706.01, Coweta County, Georgia",1099,135,392,418,154,12.2838944495,35.6687898089,38.0345768881,14.0127388535
1607,1500000US130771706013,130771706013,"Block Group 3, Census Tract 1706.01, Coweta County, Georgia",1051,292,534,208,17,27.7830637488,50.808753568,19.7906755471,1.61750713606
1608,1500000US130771706014,130771706014,"Block Group 4, Census Tract 1706.01, Coweta County, Georgia",1076,344,328,183,221,31.970260223,30.4832713755,17.0074349442,20.5390334572
1609,1500000US130771706021,130771706021,"Block Group 1, Census Tract 1706.02, Coweta County, Georgia",1596,101,458,261,770,6.32832080201,28.6967418546,16.3533834586,48.2456140351
1610,1500000US130771706022,130771706022,"Block Group 2, Census Tract 1706.02, Coweta County, Georgia",1047,31,269,223,485,2.96084049666,25.6924546323,21.2989493792,46.3228271251
1611,1500000US130771706023,130771706023,"Block Group 3, Census Tract 1706.02, Coweta County, Georgia",1982,10,261,414,1297,0.50454086781,13.1685166498,20.8879919273,65.438950555
1612,1500000US130771706024,130771706024,"Block Group 4, Census Tract 1706.02, Coweta County, Georgia",1008,54,112,267,575,5.35714285714,11.1111111111,26.4880952381,57.0436507937
1613,1500000US130771706031,130771706031,"Block Group 1, Census Tract 1706.03, Coweta County, Georgia",828,105,395,150,178,12.6811594203,47.7053140097,18.115942029,21.4975845411
1614,1500000US130771706032,130771706032,"Block Group 2, Census Tract 1706.03, Coweta County, Georgia",2601,285,842,582,892,10.9573241061,32.3721645521,22.3760092272,34.2945021146
1615,1500000US130771707001,130771707001,"Block Group 1, Census Tract 1707, Coweta County, Georgia",875,88,481,141,165,10.0571428571,54.9714285714,16.1142857143,18.8571428571
1616,1500000US130771707002,130771707002,"Block Group 2, Census Tract 1707, Coweta County, Georgia",1393,272,459,327,335,19.5262024408,32.9504666188,23.4745154343,24.0488155061
1617,1500000US130771707003,130771707003,"Block Group 3, Census Tract 1707, Coweta County, Georgia",1383,460,419,377,127,33.2610267534,30.2964569776,27.2595806218,9.18293564714
1618,1500000US130771707004,130771707004,"Block Group 4, Census Tract 1707, Coweta County, Georgia",639,107,273,99,160,16.744913928,42.7230046948,15.4929577465,25.0391236307
1619,1500000US130771707005,130771707005,"Block Group 5, Census Tract 1707, Coweta County, Georgia",490,28,186,123,146,5.71428571429,37.9591836735,25.1020408163,29.7959183673
1620,1500000US130771708011,130771708011,"Block Group 1, Census Tract 1708.01, Coweta County, Georgia",1738,279,671,460,328,16.0529344074,38.6075949367,26.4672036824,18.8722669735
1621,1500000US130771708012,130771708012,"Block Group 2, Census Tract 1708.01, Coweta County, Georgia",1923,318,693,480,432,16.5366614665,36.0374414977,24.9609984399,22.4648985959
1622,1500000US130771708021,130771708021,"Block Group 1, Census Tract 1708.02, Coweta County, Georgia",1266,146,498,250,336,11.532385466,39.336492891,19.747235387,26.5402843602
1623,1500000US130771708022,130771708022,"Block Group 2, Census Tract 1708.02, Coweta County, Georgia",1790,245,789,374,382,13.687150838,44.0782122905,20.8938547486,21.3407821229
1624,1500000US130790701001,130790701001,"Block Group 1, Census Tract 701, Crawford County, Georgia",1030,228,333,302,167,22.1359223301,32.3300970874,29.3203883495,16.213592233
1625,1500000US130790701002,130790701002,"Block Group 2, Census Tract 701, Crawford County, Georgia",922,212,258,262,185,22.9934924078,27.9826464208,28.4164859002,20.0650759219
1626,1500000US130790701003,130790701003,"Block Group 3, Census Tract 701, Crawford County, Georgia",670,128,300,169,65,19.1044776119,44.776119403,25.223880597,9.70149253731
1627,1500000US130790702011,130790702011,"Block Group 1, Census Tract 702.01, Crawford County, Georgia",1178,367,511,171,129,31.1544991511,43.3786078098,14.5161290323,10.9507640068
1628,1500000US130790702012,130790702012,"Block Group 2, Census Tract 702.01, Crawford County, Georgia",929,138,331,258,202,14.8546824543,35.6297093649,27.7717976319,21.743810549
1629,1500000US130790702013,130790702013,"Block Group 3, Census Tract 702.01, Crawford County, Georgia",1811,488,704,326,277,26.9464384318,38.8735505246,18.0011043622,15.2954168967
1630,1500000US130790702021,130790702021,"Block Group 1, Census Tract 702.02, Crawford County, Georgia",1077,132,335,299,311,12.2562674095,31.1049210771,27.7623026927,28.8765088208
1631,1500000US130790702022,130790702022,"Block Group 2, Census Tract 702.02, Crawford County, Georgia",1148,208,352,356,232,18.118466899,30.6620209059,31.0104529617,20.2090592334
1632,1500000US130810101001,130810101001,"Block Group 1, Census Tract 101, Crisp County, Georgia",1340,220,629,222,269,16.4179104478,46.9402985075,16.5671641791,20.0746268657
1633,1500000US130810101002,130810101002,"Block Group 2, Census Tract 101, Crisp County, Georgia",1085,223,361,435,66,20.5529953917,33.2718894009,40.0921658986,6.08294930876
1634,1500000US130810101003,130810101003,"Block Group 3, Census Tract 101, Crisp County, Georgia",421,118,108,111,84,28.0285035629,25.6532066508,26.3657957245,19.9524940618
1635,1500000US130810102011,130810102011,"Block Group 1, Census Tract 102.01, Crisp County, Georgia",1255,50,242,348,562,3.98406374502,19.2828685259,27.7290836653,44.780876494
1636,1500000US130810102012,130810102012,"Block Group 2, Census Tract 102.01, Crisp County, Georgia",771,223,183,150,215,28.9234760052,23.7354085603,19.4552529183,27.8858625162
1637,1500000US130810102013,130810102013,"Block Group 3, Census Tract 102.01, Crisp County, Georgia",518,298,130,13,77,57.528957529,25.0965250965,2.50965250965,14.8648648649
1638,1500000US130810102014,130810102014,"Block Group 4, Census Tract 102.01, Crisp County, Georgia",554,73,338,51,92,13.1768953069,61.0108303249,9.20577617329,16.6064981949
1639,1500000US130810102021,130810102021,"Block Group 1, Census Tract 102.02, Crisp County, Georgia",1008,123,388,263,211,12.2023809524,38.4920634921,26.0912698413,20.9325396825
1640,1500000US130810102022,130810102022,"Block Group 2, Census Tract 102.02, Crisp County, Georgia",567,191,216,104,56,33.6860670194,38.0952380952,18.3421516755,9.87654320988
1641,1500000US130810102023,130810102023,"Block Group 3, Census Tract 102.02, Crisp County, Georgia",423,208,91,116,8,49.1725768322,21.5130023641,27.4231678487,1.89125295508
1642,1500000US130810103001,130810103001,"Block Group 1, Census Tract 103, Crisp County, Georgia",724,93,257,157,217,12.8453038674,35.4972375691,21.6850828729,29.9723756906
1643,1500000US130810103002,130810103002,"Block Group 2, Census Tract 103, Crisp County, Georgia",1373,277,551,361,184,20.1747997087,40.1310997815,26.292789512,13.4013109978
1644,1500000US130810103003,130810103003,"Block Group 3, Census Tract 103, Crisp County, Georgia",474,321,105,41,7,67.7215189873,22.1518987342,8.64978902954,1.47679324895
