Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
1500000US130470304024,130470304024,"Block Group 4, Census Tract 304.02, Catoosa County, Georgia",1915,513,1828,509,87,135
1500000US130470305001,130470305001,"Block Group 1, Census Tract 305, Catoosa County, Georgia",3705,514,3646,500,59,58
1500000US130470305002,130470305002,"Block Group 2, Census Tract 305, Catoosa County, Georgia",805,236,805,236,0,13
1500000US130470305003,130470305003,"Block Group 3, Census Tract 305, Catoosa County, Georgia",1596,458,1596,458,0,13
1500000US130470306001,130470306001,"Block Group 1, Census Tract 306, Catoosa County, Georgia",674,262,648,259,26,38
1500000US130470306002,130470306002,"Block Group 2, Census Tract 306, Catoosa County, Georgia",1667,531,1667,531,0,13
1500000US130470306003,130470306003,"Block Group 3, Census Tract 306, Catoosa County, Georgia",1282,378,1199,340,83,116
1500000US130470306004,130470306004,"Block Group 4, Census Tract 306, Catoosa County, Georgia",905,352,783,312,122,208
1500000US130470306005,130470306005,"Block Group 5, Census Tract 306, Catoosa County, Georgia",1112,395,1012,321,100,140
1500000US130470307001,130470307001,"Block Group 1, Census Tract 307, Catoosa County, Georgia",2698,544,2612,539,86,133
1500000US130470307002,130470307002,"Block Group 2, Census Tract 307, Catoosa County, Georgia",954,268,954,268,0,13
1500000US130470307003,130470307003,"Block Group 3, Census Tract 307, Catoosa County, Georgia",3053,513,3053,513,0,13
1500000US130470307004,130470307004,"Block Group 4, Census Tract 307, Catoosa County, Georgia",968,377,968,377,0,13
1500000US130470307005,130470307005,"Block Group 5, Census Tract 307, Catoosa County, Georgia",626,293,626,293,0,13
1500000US130490101001,130490101001,"Block Group 1, Census Tract 101, Charlton County, Georgia",1516,384,1498,387,18,26
1500000US130490101002,130490101002,"Block Group 2, Census Tract 101, Charlton County, Georgia",2732,604,1662,350,1070,463
1500000US130490101003,130490101003,"Block Group 3, Census Tract 101, Charlton County, Georgia",2244,644,2130,626,114,131
1500000US130490101004,130490101004,"Block Group 4, Census Tract 101, Charlton County, Georgia",3285,653,3112,639,173,238
1500000US130490102001,130490102001,"Block Group 1, Census Tract 102, Charlton County, Georgia",1647,473,1604,444,43,70
1500000US130490102002,130490102002,"Block Group 2, Census Tract 102, Charlton County, Georgia",1706,340,1635,336,71,106
1500000US130510001001,130510001001,"Block Group 1, Census Tract 1, Chatham County, Georgia",1916,186,1752,165,164,75
1500000US130510003001,130510003001,"Block Group 1, Census Tract 3, Chatham County, Georgia",982,207,876,190,106,49
1500000US130510003002,130510003002,"Block Group 2, Census Tract 3, Chatham County, Georgia",701,219,652,195,49,76
1500000US130510006011,130510006011,"Block Group 1, Census Tract 6.01, Chatham County, Georgia",349,175,349,175,0,13
1500000US130510006012,130510006012,"Block Group 2, Census Tract 6.01, Chatham County, Georgia",481,268,481,268,0,13
1500000US130510006013,130510006013,"Block Group 3, Census Tract 6.01, Chatham County, Georgia",774,321,774,321,0,13
1500000US130510006014,130510006014,"Block Group 4, Census Tract 6.01, Chatham County, Georgia",1621,289,1440,281,181,136
1500000US130510006015,130510006015,"Block Group 5, Census Tract 6.01, Chatham County, Georgia",995,298,995,298,0,13
1500000US130510009001,130510009001,"Block Group 1, Census Tract 9, Chatham County, Georgia",1171,142,1076,115,95,67
1500000US130510011001,130510011001,"Block Group 1, Census Tract 11, Chatham County, Georgia",1080,182,1035,189,45,40
1500000US130510011002,130510011002,"Block Group 2, Census Tract 11, Chatham County, Georgia",997,195,997,195,0,13
1500000US130510012001,130510012001,"Block Group 1, Census Tract 12, Chatham County, Georgia",1962,258,1947,264,15,22
1500000US130510015001,130510015001,"Block Group 1, Census Tract 15, Chatham County, Georgia",1416,247,1226,192,190,229
1500000US130510020001,130510020001,"Block Group 1, Census Tract 20, Chatham County, Georgia",595,168,559,165,36,27
1500000US130510020002,130510020002,"Block Group 2, Census Tract 20, Chatham County, Georgia",681,140,672,139,9,13
1500000US130510021001,130510021001,"Block Group 1, Census Tract 21, Chatham County, Georgia",629,194,624,193,5,8
1500000US130510021002,130510021002,"Block Group 2, Census Tract 21, Chatham County, Georgia",574,201,574,201,0,13
1500000US130510021003,130510021003,"Block Group 3, Census Tract 21, Chatham County, Georgia",948,236,948,236,0,13
1500000US130510022001,130510022001,"Block Group 1, Census Tract 22, Chatham County, Georgia",923,311,892,309,31,50
1500000US130510022002,130510022002,"Block Group 2, Census Tract 22, Chatham County, Georgia",796,253,790,253,6,11
1500000US130510022003,130510022003,"Block Group 3, Census Tract 22, Chatham County, Georgia",692,184,692,184,0,13
1500000US130510022004,130510022004,"Block Group 4, Census Tract 22, Chatham County, Georgia",970,278,970,278,0,13
1500000US130510022005,130510022005,"Block Group 5, Census Tract 22, Chatham County, Georgia",726,200,726,200,0,13
1500000US130510023001,130510023001,"Block Group 1, Census Tract 23, Chatham County, Georgia",1287,281,1287,281,0,13
1500000US130510023002,130510023002,"Block Group 2, Census Tract 23, Chatham County, Georgia",775,169,775,169,0,13
1500000US130510026001,130510026001,"Block Group 1, Census Tract 26, Chatham County, Georgia",788,206,779,204,9,12
1500000US130510026002,130510026002,"Block Group 2, Census Tract 26, Chatham County, Georgia",781,176,774,175,7,8
1500000US130510027001,130510027001,"Block Group 1, Census Tract 27, Chatham County, Georgia",534,204,534,204,0,13
1500000US130510027002,130510027002,"Block Group 2, Census Tract 27, Chatham County, Georgia",1332,525,1332,525,0,13
1500000US130510027003,130510027003,"Block Group 3, Census Tract 27, Chatham County, Georgia",696,226,660,220,36,49
1500000US130510027004,130510027004,"Block Group 4, Census Tract 27, Chatham County, Georgia",406,122,406,122,0,13
1500000US130510028001,130510028001,"Block Group 1, Census Tract 28, Chatham County, Georgia",643,194,643,194,0,13
1500000US130510028002,130510028002,"Block Group 2, Census Tract 28, Chatham County, Georgia",570,221,570,221,0,13
1500000US130510028003,130510028003,"Block Group 3, Census Tract 28, Chatham County, Georgia",1248,264,1194,257,54,34
1500000US130510029001,130510029001,"Block Group 1, Census Tract 29, Chatham County, Georgia",1083,240,1052,254,31,44
1500000US130510029002,130510029002,"Block Group 2, Census Tract 29, Chatham County, Georgia",700,132,684,132,16,26
1500000US130510029003,130510029003,"Block Group 3, Census Tract 29, Chatham County, Georgia",769,146,769,146,0,13
1500000US130510029004,130510029004,"Block Group 4, Census Tract 29, Chatham County, Georgia",601,152,569,150,32,40
1500000US130510030001,130510030001,"Block Group 1, Census Tract 30, Chatham County, Georgia",541,115,484,117,57,53
1500000US130510030002,130510030002,"Block Group 2, Census Tract 30, Chatham County, Georgia",1494,196,1385,193,109,85
1500000US130510033011,130510033011,"Block Group 1, Census Tract 33.01, Chatham County, Georgia",1033,229,1024,231,9,10
1500000US130510033012,130510033012,"Block Group 2, Census Tract 33.01, Chatham County, Georgia",971,225,971,225,0,13
1500000US130510033021,130510033021,"Block Group 1, Census Tract 33.02, Chatham County, Georgia",768,183,768,183,0,13
1500000US130510033022,130510033022,"Block Group 2, Census Tract 33.02, Chatham County, Georgia",891,180,891,180,0,13
1500000US130510034001,130510034001,"Block Group 1, Census Tract 34, Chatham County, Georgia",777,282,777,282,0,13
1500000US130510034002,130510034002,"Block Group 2, Census Tract 34, Chatham County, Georgia",714,219,714,219,0,13
1500000US130510034003,130510034003,"Block Group 3, Census Tract 34, Chatham County, Georgia",737,326,707,304,30,30
1500000US130510034004,130510034004,"Block Group 4, Census Tract 34, Chatham County, Georgia",1293,303,1277,302,16,19
1500000US130510034005,130510034005,"Block Group 5, Census Tract 34, Chatham County, Georgia",685,162,667,158,18,19
1500000US130510035011,130510035011,"Block Group 1, Census Tract 35.01, Chatham County, Georgia",1052,271,1046,273,6,9
1500000US130510035012,130510035012,"Block Group 2, Census Tract 35.01, Chatham County, Georgia",1152,245,1130,247,22,33
1500000US130510035013,130510035013,"Block Group 3, Census Tract 35.01, Chatham County, Georgia",585,198,578,198,7,11
1500000US130510035021,130510035021,"Block Group 1, Census Tract 35.02, Chatham County, Georgia",561,208,561,208,0,13
1500000US130510035022,130510035022,"Block Group 2, Census Tract 35.02, Chatham County, Georgia",1220,305,1220,305,0,13
1500000US130510035023,130510035023,"Block Group 3, Census Tract 35.02, Chatham County, Georgia",1107,343,1107,343,0,13
1500000US130510035024,130510035024,"Block Group 4, Census Tract 35.02, Chatham County, Georgia",1268,355,1246,344,22,32
1500000US130510036011,130510036011,"Block Group 1, Census Tract 36.01, Chatham County, Georgia",2310,437,2134,473,176,119
1500000US130510036012,130510036012,"Block Group 2, Census Tract 36.01, Chatham County, Georgia",713,254,713,254,0,13
1500000US130510036021,130510036021,"Block Group 1, Census Tract 36.02, Chatham County, Georgia",515,268,515,268,0,13
1500000US130510036022,130510036022,"Block Group 2, Census Tract 36.02, Chatham County, Georgia",1039,379,1010,383,29,28
1500000US130510036023,130510036023,"Block Group 3, Census Tract 36.02, Chatham County, Georgia",806,407,788,404,18,20
1500000US130510036024,130510036024,"Block Group 4, Census Tract 36.02, Chatham County, Georgia",858,266,764,253,94,100
1500000US130510036025,130510036025,"Block Group 5, Census Tract 36.02, Chatham County, Georgia",1210,357,1210,357,0,13
1500000US130510037001,130510037001,"Block Group 1, Census Tract 37, Chatham County, Georgia",884,190,866,185,18,22
1500000US130510037002,130510037002,"Block Group 2, Census Tract 37, Chatham County, Georgia",879,182,857,183,22,23
1500000US130510038001,130510038001,"Block Group 1, Census Tract 38, Chatham County, Georgia",1214,273,1214,273,0,13
1500000US130510038002,130510038002,"Block Group 2, Census Tract 38, Chatham County, Georgia",1632,288,1588,292,44,49
1500000US130510039001,130510039001,"Block Group 1, Census Tract 39, Chatham County, Georgia",783,245,770,243,13,25
1500000US130510039002,130510039002,"Block Group 2, Census Tract 39, Chatham County, Georgia",765,316,765,316,0,13
1500000US130510039003,130510039003,"Block Group 3, Census Tract 39, Chatham County, Georgia",924,381,894,382,30,37
1500000US130510039004,130510039004,"Block Group 4, Census Tract 39, Chatham County, Georgia",1202,504,1202,504,0,13
1500000US130510040011,130510040011,"Block Group 1, Census Tract 40.01, Chatham County, Georgia",735,228,735,228,0,13
1500000US130510040012,130510040012,"Block Group 2, Census Tract 40.01, Chatham County, Georgia",657,192,657,192,0,13
1500000US130510040013,130510040013,"Block Group 3, Census Tract 40.01, Chatham County, Georgia",1072,249,1027,238,45,60
1500000US130510040014,130510040014,"Block Group 4, Census Tract 40.01, Chatham County, Georgia",842,150,820,154,22,27
1500000US130510040015,130510040015,"Block Group 5, Census Tract 40.01, Chatham County, Georgia",957,363,913,356,44,74
1500000US130510040021,130510040021,"Block Group 1, Census Tract 40.02, Chatham County, Georgia",896,304,871,302,25,31
1500000US130510040022,130510040022,"Block Group 2, Census Tract 40.02, Chatham County, Georgia",1279,250,1268,252,11,18
1500000US130510040023,130510040023,"Block Group 3, Census Tract 40.02, Chatham County, Georgia",711,298,608,261,103,162
1500000US130510040024,130510040024,"Block Group 4, Census Tract 40.02, Chatham County, Georgia",841,242,742,227,99,126
1500000US130510041001,130510041001,"Block Group 1, Census Tract 41, Chatham County, Georgia",1258,181,1235,181,23,23
1500000US130510041002,130510041002,"Block Group 2, Census Tract 41, Chatham County, Georgia",575,115,549,105,26,40
1500000US130510042071,130510042071,"Block Group 1, Census Tract 42.07, Chatham County, Georgia",2293,419,2250,416,43,53
1500000US130510042072,130510042072,"Block Group 2, Census Tract 42.07, Chatham County, Georgia",1153,291,1143,290,10,16
1500000US130510042073,130510042073,"Block Group 3, Census Tract 42.07, Chatham County, Georgia",187,112,187,112,0,13
1500000US130510042081,130510042081,"Block Group 1, Census Tract 42.08, Chatham County, Georgia",1308,322,1221,326,87,103
1500000US130510042082,130510042082,"Block Group 2, Census Tract 42.08, Chatham County, Georgia",861,379,636,194,225,343
1500000US130510042083,130510042083,"Block Group 3, Census Tract 42.08, Chatham County, Georgia",703,214,621,197,82,107
1500000US130510042084,130510042084,"Block Group 4, Census Tract 42.08, Chatham County, Georgia",1245,289,1117,261,128,118
1500000US130510042085,130510042085,"Block Group 5, Census Tract 42.08, Chatham County, Georgia",1113,259,941,255,172,104
1500000US130510042091,130510042091,"Block Group 1, Census Tract 42.09, Chatham County, Georgia",1537,343,1488,345,49,46
1500000US130510042092,130510042092,"Block Group 2, Census Tract 42.09, Chatham County, Georgia",1280,348,1074,274,206,203
1500000US130510042093,130510042093,"Block Group 3, Census Tract 42.09, Chatham County, Georgia",564,160,556,159,8,14
1500000US130510042101,130510042101,"Block Group 1, Census Tract 42.10, Chatham County, Georgia",422,196,390,187,32,39
1500000US130510042102,130510042102,"Block Group 2, Census Tract 42.10, Chatham County, Georgia",1637,439,1394,382,243,226
1500000US130510042103,130510042103,"Block Group 3, Census Tract 42.10, Chatham County, Georgia",1481,433,1313,371,168,134
1500000US130510042104,130510042104,"Block Group 4, Census Tract 42.10, Chatham County, Georgia",1462,391,1436,396,26,41
1500000US130510042111,130510042111,"Block Group 1, Census Tract 42.11, Chatham County, Georgia",796,340,779,338,17,29
1500000US130510042112,130510042112,"Block Group 2, Census Tract 42.11, Chatham County, Georgia",1737,502,1567,394,170,184
1500000US130510042113,130510042113,"Block Group 3, Census Tract 42.11, Chatham County, Georgia",1352,457,1323,476,29,54
1500000US130510042114,130510042114,"Block Group 4, Census Tract 42.11, Chatham County, Georgia",1410,331,1394,337,16,31
1500000US130510042121,130510042121,"Block Group 1, Census Tract 42.12, Chatham County, Georgia",3597,433,3363,422,234,126
1500000US130510042122,130510042122,"Block Group 2, Census Tract 42.12, Chatham County, Georgia",1438,326,1293,294,145,162
1500000US130510042123,130510042123,"Block Group 3, Census Tract 42.12, Chatham County, Georgia",1204,267,1152,266,52,56
1500000US130510043001,130510043001,"Block Group 1, Census Tract 43, Chatham County, Georgia",2711,288,2253,280,458,147
1500000US130510044001,130510044001,"Block Group 1, Census Tract 44, Chatham County, Georgia",1232,171,1201,179,31,43
1500000US130510044002,130510044002,"Block Group 2, Census Tract 44, Chatham County, Georgia",884,168,884,168,0,13
1500000US130510045001,130510045001,"Block Group 1, Census Tract 45, Chatham County, Georgia",556,261,556,261,0,13
1500000US130510045002,130510045002,"Block Group 2, Census Tract 45, Chatham County, Georgia",1026,413,960,385,66,106
1500000US130510045003,130510045003,"Block Group 3, Census Tract 45, Chatham County, Georgia",1498,383,1498,383,0,13
1500000US130510045004,130510045004,"Block Group 4, Census Tract 45, Chatham County, Georgia",1177,303,1177,303,0,13
1500000US130510101011,130510101011,"Block Group 1, Census Tract 101.01, Chatham County, Georgia",553,156,553,156,0,13
1500000US130510101012,130510101012,"Block Group 2, Census Tract 101.01, Chatham County, Georgia",362,53,358,51,4,6
1500000US130510101021,130510101021,"Block Group 1, Census Tract 101.02, Chatham County, Georgia",1021,201,823,193,198,104
1500000US130510101022,130510101022,"Block Group 2, Census Tract 101.02, Chatham County, Georgia",1519,351,1506,352,13,17
1500000US130510101023,130510101023,"Block Group 3, Census Tract 101.02, Chatham County, Georgia",1697,222,1659,226,38,41
1500000US130510102001,130510102001,"Block Group 1, Census Tract 102, Chatham County, Georgia",1687,433,1687,433,0,13
1500000US130510102002,130510102002,"Block Group 2, Census Tract 102, Chatham County, Georgia",1686,396,1675,393,11,18
1500000US130510102003,130510102003,"Block Group 3, Census Tract 102, Chatham County, Georgia",1481,484,1383,478,98,96
1500000US130510105011,130510105011,"Block Group 1, Census Tract 105.01, Chatham County, Georgia",868,422,366,238,502,462
1500000US130510105012,130510105012,"Block Group 2, Census Tract 105.01, Chatham County, Georgia",901,408,100,107,801,419
1500000US130510105013,130510105013,"Block Group 3, Census Tract 105.01, Chatham County, Georgia",3246,492,2750,419,496,237
1500000US130510105014,130510105014,"Block Group 4, Census Tract 105.01, Chatham County, Georgia",536,330,536,330,0,13
1500000US130510105015,130510105015,"Block Group 5, Census Tract 105.01, Chatham County, Georgia",560,254,449,257,111,127
1500000US130510105021,130510105021,"Block Group 1, Census Tract 105.02, Chatham County, Georgia",923,349,904,348,19,31
1500000US130510105022,130510105022,"Block Group 2, Census Tract 105.02, Chatham County, Georgia",2674,421,2674,421,0,13
1500000US130510106011,130510106011,"Block Group 1, Census Tract 106.01, Chatham County, Georgia",349,182,349,182,0,13
1500000US130510106012,130510106012,"Block Group 2, Census Tract 106.01, Chatham County, Georgia",1017,315,973,324,44,66
1500000US130510106013,130510106013,"Block Group 3, Census Tract 106.01, Chatham County, Georgia",429,223,377,195,52,84
1500000US130510106014,130510106014,"Block Group 4, Census Tract 106.01, Chatham County, Georgia",784,356,784,356,0,13
1500000US130510106015,130510106015,"Block Group 5, Census Tract 106.01, Chatham County, Georgia",733,393,696,384,37,56
1500000US130510106016,130510106016,"Block Group 6, Census Tract 106.01, Chatham County, Georgia",918,460,489,195,429,442
1500000US130510106031,130510106031,"Block Group 1, Census Tract 106.03, Chatham County, Georgia",1869,268,1837,264,32,28
1500000US130510106051,130510106051,"Block Group 1, Census Tract 106.05, Chatham County, Georgia",10,15,10,15,0,13
1500000US130510107001,130510107001,"Block Group 1, Census Tract 107, Chatham County, Georgia",19601,1804,17889,1886,1712,729
1500000US130510107002,130510107002,"Block Group 2, Census Tract 107, Chatham County, Georgia",748,433,649,369,99,194
1500000US130510107003,130510107003,"Block Group 3, Census Tract 107, Chatham County, Georgia",683,412,683,412,0,13
1500000US130510108011,130510108011,"Block Group 1, Census Tract 108.01, Chatham County, Georgia",1340,193,1297,188,43,35
1500000US130510108012,130510108012,"Block Group 2, Census Tract 108.01, Chatham County, Georgia",1313,177,1236,169,77,83
1500000US130510108021,130510108021,"Block Group 1, Census Tract 108.02, Chatham County, Georgia",7320,875,6974,888,346,141
1500000US130510108022,130510108022,"Block Group 2, Census Tract 108.02, Chatham County, Georgia",2052,602,2040,602,12,19
1500000US130510108031,130510108031,"Block Group 1, Census Tract 108.03, Chatham County, Georgia",1284,371,1284,371,0,13
1500000US130510108032,130510108032,"Block Group 2, Census Tract 108.03, Chatham County, Georgia",826,454,826,454,0,13
1500000US130510108033,130510108033,"Block Group 3, Census Tract 108.03, Chatham County, Georgia",4337,898,3946,887,391,258
1500000US130510108034,130510108034,"Block Group 4, Census Tract 108.03, Chatham County, Georgia",4768,875,4692,871,76,74
1500000US130510108061,130510108061,"Block Group 1, Census Tract 108.06, Chatham County, Georgia",2010,496,1964,494,46,54
1500000US130510108062,130510108062,"Block Group 2, Census Tract 108.06, Chatham County, Georgia",702,232,650,231,52,68
1500000US130510108063,130510108063,"Block Group 3, Census Tract 108.06, Chatham County, Georgia",1330,435,1221,421,109,123
1500000US130510108064,130510108064,"Block Group 4, Census Tract 108.06, Chatham County, Georgia",2342,527,2135,503,207,189
1500000US130510108071,130510108071,"Block Group 1, Census Tract 108.07, Chatham County, Georgia",2707,603,2463,573,244,194
1500000US130510108072,130510108072,"Block Group 2, Census Tract 108.07, Chatham County, Georgia",299,192,299,192,0,13
1500000US130510108073,130510108073,"Block Group 3, Census Tract 108.07, Chatham County, Georgia",1959,440,1759,461,200,153
1500000US130510108081,130510108081,"Block Group 1, Census Tract 108.08, Chatham County, Georgia",3843,781,3395,788,448,247
1500000US130510108082,130510108082,"Block Group 2, Census Tract 108.08, Chatham County, Georgia",1294,654,670,395,624,599
1500000US130510108083,130510108083,"Block Group 3, Census Tract 108.08, Chatham County, Georgia",2249,728,1810,576,439,494
1500000US130510108084,130510108084,"Block Group 4, Census Tract 108.08, Chatham County, Georgia",3335,931,3027,879,308,346
1500000US130510108091,130510108091,"Block Group 1, Census Tract 108.09, Chatham County, Georgia",4719,821,4362,765,357,274
1500000US130510108092,130510108092,"Block Group 2, Census Tract 108.09, Chatham County, Georgia",7075,844,6777,816,298,285
1500000US130510109011,130510109011,"Block Group 1, Census Tract 109.01, Chatham County, Georgia",1946,426,1483,392,463,238
1500000US130510109012,130510109012,"Block Group 2, Census Tract 109.01, Chatham County, Georgia",1526,411,1262,333,264,269
1500000US130510109013,130510109013,"Block Group 3, Census Tract 109.01, Chatham County, Georgia",809,262,806,260,3,6
1500000US130510110031,130510110031,"Block Group 1, Census Tract 110.03, Chatham County, Georgia",2042,411,1888,385,154,193
1500000US130510110032,130510110032,"Block Group 2, Census Tract 110.03, Chatham County, Georgia",1343,460,1081,478,262,241
1500000US130510110033,130510110033,"Block Group 3, Census Tract 110.03, Chatham County, Georgia",1649,539,1649,539,0,13
1500000US130510110034,130510110034,"Block Group 4, Census Tract 110.03, Chatham County, Georgia",643,277,555,261,88,138
1500000US130510110035,130510110035,"Block Group 5, Census Tract 110.03, Chatham County, Georgia",909,231,909,231,0,13
1500000US130510110041,130510110041,"Block Group 1, Census Tract 110.04, Chatham County, Georgia",1729,249,1701,247,28,28
1500000US130510110042,130510110042,"Block Group 2, Census Tract 110.04, Chatham County, Georgia",1019,181,1019,181,0,13
1500000US130510110043,130510110043,"Block Group 3, Census Tract 110.04, Chatham County, Georgia",756,193,745,191,11,18
1500000US130510110051,130510110051,"Block Group 1, Census Tract 110.05, Chatham County, Georgia",684,223,659,229,25,49
1500000US130510110052,130510110052,"Block Group 2, Census Tract 110.05, Chatham County, Georgia",1071,209,1071,209,0,13
1500000US130510110053,130510110053,"Block Group 3, Census Tract 110.05, Chatham County, Georgia",1156,315,1129,311,27,32
1500000US130510110054,130510110054,"Block Group 4, Census Tract 110.05, Chatham County, Georgia",1597,279,1542,275,55,88
1500000US130510110061,130510110061,"Block Group 1, Census Tract 110.06, Chatham County, Georgia",1188,203,1162,201,26,35
1500000US130510110062,130510110062,"Block Group 2, Census Tract 110.06, Chatham County, Georgia",2417,266,2360,257,57,62
1500000US130510111031,130510111031,"Block Group 1, Census Tract 111.03, Chatham County, Georgia",825,342,816,342,9,16
1500000US130510111032,130510111032,"Block Group 2, Census Tract 111.03, Chatham County, Georgia",841,250,841,250,0,13
1500000US130510111033,130510111033,"Block Group 3, Census Tract 111.03, Chatham County, Georgia",809,253,809,253,0,13
1500000US130510111034,130510111034,"Block Group 4, Census Tract 111.03, Chatham County, Georgia",918,312,918,312,0,13
1500000US130510111041,130510111041,"Block Group 1, Census Tract 111.04, Chatham County, Georgia",1560,352,1560,352,0,13
1500000US130510111042,130510111042,"Block Group 2, Census Tract 111.04, Chatham County, Georgia",2562,491,2503,500,59,94
1500000US130510111043,130510111043,"Block Group 3, Census Tract 111.04, Chatham County, Georgia",836,301,836,301,0,13
1500000US130510111061,130510111061,"Block Group 1, Census Tract 111.06, Chatham County, Georgia",2597,425,2524,432,73,82
1500000US130510111062,130510111062,"Block Group 2, Census Tract 111.06, Chatham County, Georgia",3197,586,3060,586,137,133
1500000US130510111071,130510111071,"Block Group 1, Census Tract 111.07, Chatham County, Georgia",662,209,602,190,60,69
1500000US130510111072,130510111072,"Block Group 2, Census Tract 111.07, Chatham County, Georgia",1237,249,1210,245,27,39
1500000US130510111073,130510111073,"Block Group 3, Census Tract 111.07, Chatham County, Georgia",1175,222,1168,219,7,14
1500000US130510111081,130510111081,"Block Group 1, Census Tract 111.08, Chatham County, Georgia",1493,236,1466,230,27,33
1500000US130510111082,130510111082,"Block Group 2, Census Tract 111.08, Chatham County, Georgia",1511,276,1503,277,8,12
1500000US130510111091,130510111091,"Block Group 1, Census Tract 111.09, Chatham County, Georgia",2143,443,2109,439,34,38
1500000US130510111092,130510111092,"Block Group 2, Census Tract 111.09, Chatham County, Georgia",3031,467,2873,471,158,123
1500000US130510111093,130510111093,"Block Group 3, Census Tract 111.09, Chatham County, Georgia",962,233,912,221,50,80
1500000US130510111094,130510111094,"Block Group 4, Census Tract 111.09, Chatham County, Georgia",683,224,683,224,0,13
1500000US130510112001,130510112001,"Block Group 1, Census Tract 112, Chatham County, Georgia",911,181,873,171,38,37
1500000US130510112002,130510112002,"Block Group 2, Census Tract 112, Chatham County, Georgia",846,153,788,146,58,46
1500000US130510113001,130510113001,"Block Group 1, Census Tract 113, Chatham County, Georgia",1181,323,1168,322,13,21
1500000US130510113002,130510113002,"Block Group 2, Census Tract 113, Chatham County, Georgia",1284,333,1238,323,46,42
1500000US130510114001,130510114001,"Block Group 1, Census Tract 114, Chatham County, Georgia",1262,241,1176,229,86,60
1500000US130510114002,130510114002,"Block Group 2, Census Tract 114, Chatham County, Georgia",823,170,807,159,16,26
1500000US130510115001,130510115001,"Block Group 1, Census Tract 115, Chatham County, Georgia",1123,195,1102,194,21,17
1500000US130510115002,130510115002,"Block Group 2, Census Tract 115, Chatham County, Georgia",1469,209,1456,213,13,22
1500000US130510116001,130510116001,"Block Group 1, Census Tract 116, Chatham County, Georgia",1028,323,1028,323,0,13
1500000US130510116002,130510116002,"Block Group 2, Census Tract 116, Chatham County, Georgia",1416,367,1129,326,287,182
1500000US130519800001,130519800001,"Block Group 1, Census Tract 9800, Chatham County, Georgia",0,13,0,13,0,13
1500000US130519900000,130519900000,"Block Group 0, Census Tract 9900, Chatham County, Georgia",0,13,0,13,0,13
1500000US130530201001,130530201001,"Block Group 1, Census Tract 201, Chattahoochee County, Georgia",1600,300,1567,298,33,41
1500000US130530201002,130530201002,"Block Group 2, Census Tract 201, Chattahoochee County, Georgia",948,242,948,242,0,13
1500000US130530202011,130530202011,"Block Group 1, Census Tract 202.01, Chattahoochee County, Georgia",3071,425,2547,398,524,183
1500000US130530202012,130530202012,"Block Group 2, Census Tract 202.01, Chattahoochee County, Georgia",750,244,642,224,108,63
1500000US130530202031,130530202031,"Block Group 1, Census Tract 202.03, Chattahoochee County, Georgia",1972,294,1541,290,431,144
1500000US130530202032,130530202032,"Block Group 2, Census Tract 202.03, Chattahoochee County, Georgia",210,87,196,80,14,15
1500000US130530202051,130530202051,"Block Group 1, Census Tract 202.05, Chattahoochee County, Georgia",1341,249,1037,212,304,140
1500000US130530202052,130530202052,"Block Group 2, Census Tract 202.05, Chattahoochee County, Georgia",458,131,320,109,138,93
1500000US130530202053,130530202053,"Block Group 3, Census Tract 202.05, Chattahoochee County, Georgia",1039,255,914,257,125,64
1500000US130530202061,130530202061,"Block Group 1, Census Tract 202.06, Chattahoochee County, Georgia",525,241,421,203,104,52
1500000US130550101001,130550101001,"Block Group 1, Census Tract 101, Chattooga County, Georgia",756,142,747,142,9,14
1500000US130550101002,130550101002,"Block Group 2, Census Tract 101, Chattooga County, Georgia",1233,135,1218,132,15,17
1500000US130550102001,130550102001,"Block Group 1, Census Tract 102, Chattooga County, Georgia",809,349,745,333,64,100
1500000US130550102002,130550102002,"Block Group 2, Census Tract 102, Chattooga County, Georgia",989,243,817,201,172,138
1500000US130550102003,130550102003,"Block Group 3, Census Tract 102, Chattooga County, Georgia",862,247,806,234,56,90
1500000US130550102004,130550102004,"Block Group 4, Census Tract 102, Chattooga County, Georgia",1519,478,1434,464,85,112
1500000US130550102005,130550102005,"Block Group 5, Census Tract 102, Chattooga County, Georgia",1170,217,723,183,447,190
1500000US130550102006,130550102006,"Block Group 6, Census Tract 102, Chattooga County, Georgia",978,285,978,285,0,13
1500000US130550103001,130550103001,"Block Group 1, Census Tract 103, Chattooga County, Georgia",919,208,906,209,13,22
1500000US130550103002,130550103002,"Block Group 2, Census Tract 103, Chattooga County, Georgia",1074,275,1074,275,0,13
1500000US130550103003,130550103003,"Block Group 3, Census Tract 103, Chattooga County, Georgia",934,231,934,231,0,13
1500000US130550104001,130550104001,"Block Group 1, Census Tract 104, Chattooga County, Georgia",2421,504,2421,504,0,13
1500000US130550104002,130550104002,"Block Group 2, Census Tract 104, Chattooga County, Georgia",1358,326,1358,326,0,13
1500000US130550104003,130550104003,"Block Group 3, Census Tract 104, Chattooga County, Georgia",968,233,968,233,0,13
1500000US130550104004,130550104004,"Block Group 4, Census Tract 104, Chattooga County, Georgia",644,271,644,271,0,13
